PLAYER_NAME,total_poss,iso_ppp,iso_poss,tr_ppp,tr_poss,prb_ppp,prb_poss,prr_ppp,prr_poss,pu_ppp,pu_poss,su_ppp,su_poss,ho_ppp,ho_poss,cut_ppp,cut_poss,os_ppp,os_poss,putback_ppp,putback_poss,misc_ppp,misc_poss
Brandon Ingram,1310.3999999999996,0.988,173.6,1.157,246.40000000000003,0.878,296.8,2.0,16.8,0.721,44.800000000000004,1.134,268.8,1.08,72.8,1.5,33.6,0.876,89.60000000000001,1.217,22.400000000000002,0.591,44.800000000000004
Brandon Knight,96.0,0.0,0.0,0.667,15.299999999999999,0.78,50.4,0.0,0.0,0.0,0.0,1.381,20.7,0.5,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,689.3,0.923,12.200000000000001,0.853,97.60000000000001,0.0,0.0,1.142,115.89999999999999,1.083,109.8,0.919,195.20000000000002,0.556,24.400000000000002,1.352,54.9,1.583,12.200000000000001,1.3,18.3,0.234,48.800000000000004
Bruce Brown,603.1999999999999,0.769,23.200000000000003,1.077,104.4,0.697,179.8,0.0,0.0,0.0,0.0,0.886,139.2,0.625,17.4,0.968,63.800000000000004,0.0,0.0,1.103,40.599999999999994,0.424,34.8
Bruno Caboclo,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9,19.8,0.0,0.0,0.842,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno Fernando,252.00000000000003,0.0,0.0,1.16,22.400000000000002,0.0,0.0,1.019,50.4,0.826,22.400000000000002,0.447,44.800000000000004,0.0,0.0,1.1,50.4,0.0,0.0,1.17,44.800000000000004,0.389,16.8
Bryn Forbes,655.2,0.0,0.0,1.146,126.0,0.849,94.5,0.0,0.0,0.0,0.0,1.143,252.0,1.126,94.5,0.0,0.0,1.108,63.0,0.0,0.0,0.333,25.200000000000003
Buddy Hield,1267.2,0.85,83.2,1.025,236.8,0.917,339.2,0.417,12.8,0.0,0.0,1.233,217.6,0.853,76.8,0.925,38.4,1.111,179.2,1.034,32.0,0.611,51.2
CJ McCollum,1388.8,0.843,186.0,1.123,204.6,0.937,520.8000000000001,0.0,0.0,0.0,0.0,1.181,186.0,0.941,68.2,1.04,24.8,1.128,117.8,0.793,31.0,0.788,49.6
CJ Miles,53.0,0.0,0.0,0.955,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.909,11.0,0.0,0.0,0.0,0.0
Caleb Martin,86.39999999999999,0.0,0.0,0.731,25.2,0.417,12.6,0.0,0.0,0.0,0.0,1.306,36.0,0.833,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caleb Swanigan,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923,14.0,0.0,0.0,0.615,14.0,0.269,26.0
Cam Reddish,696.0,0.64,23.200000000000003,1.021,145.0,0.717,150.8,0.0,0.0,0.0,0.0,0.87,208.8,0.816,87.0,1.269,23.200000000000003,0.938,17.4,0.8,17.4,0.654,23.200000000000003
Cameron Johnson,367.5,0.0,0.0,1.313,78.4,0.733,14.7,0.0,0.0,0.0,0.0,1.152,161.7,0.421,19.6,0.741,29.4,0.903,29.4,1.263,19.6,0.462,14.7
Caris LeVert,768.3,0.685,124.80000000000001,1.148,109.19999999999999,0.818,312.0,0.0,0.0,0.0,0.0,0.848,105.30000000000001,1.321,27.299999999999997,1.278,35.1,0.545,11.7,0.92,23.4,0.762,19.5
Carmelo Anthony,820.0,0.843,110.00000000000001,1.186,70.0,0.63,45.0,0.81,80.0,0.899,240.0,1.141,170.0,0.0,0.0,0.889,20.0,0.0,0.0,1.022,45.0,0.359,40.0
Carsen Edwards,82.5,0.0,0.0,0.357,15.0,0.957,22.5,0.0,0.0,0.0,0.0,0.692,25.0,0.0,0.0,0.0,0.0,0.905,20.0,0.0,0.0,0.0,0.0
Chandler Hutchison,212.79999999999998,0.0,0.0,1.057,53.199999999999996,0.577,25.2,0.0,0.0,0.0,0.0,1.022,89.60000000000001,0.615,14.0,0.95,19.599999999999998,0.0,0.0,0.909,11.200000000000001,0.0,0.0
Chandler Parsons,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheick Diallo,175.99999999999997,0.0,0.0,1.333,22.0,0.0,0.0,1.31,44.0,1.0,13.2,0.682,22.0,0.0,0.0,1.477,44.0,0.0,0.0,1.143,13.2,0.368,17.6
Chris Boucher,319.0,0.0,0.0,1.406,33.0,0.0,0.0,1.17,93.5,0.0,0.0,0.776,66.0,0.0,0.0,1.229,49.5,0.0,0.0,1.015,66.0,0.75,11.0
Chris Chiozza,39.6,0.0,0.0,1.0,11.0,0.583,12.100000000000001,0.0,0.0,0.0,0.0,1.294,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Paul,1020.5999999999999,0.949,176.39999999999998,1.028,144.89999999999998,1.087,516.5999999999999,0.0,0.0,0.0,0.0,1.236,88.19999999999999,0.737,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.933,75.6
Chris Silva,68.4,0.0,0.0,0.0,0.0,0.0,0.0,1.667,11.4,0.0,0.0,0.0,0.0,0.0,0.0,1.429,13.299999999999999,0.0,0.0,1.261,22.8,0.0,20.900000000000002
Christian Wood,669.6,0.611,37.199999999999996,1.112,117.8,0.0,0.0,1.504,136.4,0.804,43.4,1.187,148.79999999999998,0.0,0.0,1.239,68.2,0.0,0.0,1.338,68.2,0.808,49.6
Clint Capela,487.5,0.0,0.0,1.321,81.9,0.0,0.0,1.095,85.80000000000001,1.125,15.600000000000001,0.0,0.0,0.0,0.0,1.207,187.2,0.0,0.0,0.967,89.69999999999999,0.31,27.299999999999997
Coby White,929.5,0.786,58.5,1.062,175.5,0.799,325.0,0.0,0.0,0.0,0.0,0.992,234.0,0.887,71.5,0.0,0.0,0.821,39.0,0.0,0.0,0.63,26.0
Cody Martin,264.0,0.0,0.0,1.295,62.400000000000006,0.946,38.400000000000006,0.0,0.0,0.0,0.0,0.473,91.19999999999999,0.524,19.200000000000003,1.143,19.200000000000003,1.3,9.600000000000001,1.308,14.399999999999999,0.455,9.600000000000001
Cody Zeller,620.5999999999999,0.923,11.600000000000001,1.203,63.800000000000004,0.0,0.0,1.013,156.60000000000002,0.971,34.8,0.919,98.6,0.0,0.0,1.264,104.4,0.0,0.0,1.058,104.4,0.306,46.400000000000006
Collin Sexton,1352.0,1.0,123.5,1.128,227.5,0.902,500.5,0.0,0.0,0.0,0.0,1.104,182.0,0.765,104.0,1.111,65.0,1.0,52.0,1.368,39.0,0.836,58.5
Cory Joseph,454.4,0.69,32.0,1.086,57.6,0.807,179.2,0.0,0.0,0.0,0.0,0.991,115.2,0.733,12.8,1.231,12.8,0.0,0.0,1.273,12.8,0.548,32.0
Courtney Lee,76.8,1.7,9.600000000000001,0.824,16.799999999999997,1.4,9.600000000000001,0.0,0.0,0.0,0.0,1.175,40.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristiano Felicio,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.947,19.8,0.0,0.0,0.0,0.0,0.0,0.0,1.412,17.6,0.0,0.0,1.241,28.6,0.286,13.2
D'Angelo Russell,782.1,1.026,75.89999999999999,1.049,102.3,0.889,339.90000000000003,0.0,0.0,0.0,0.0,1.228,56.1,1.03,66.0,1.059,16.5,1.106,92.39999999999999,0.0,0.0,0.333,33.0
D.J. Augustin,514.5,0.559,34.3,0.964,53.900000000000006,0.931,289.1,0.0,0.0,0.0,0.0,1.217,68.6,1.0,29.4,0.0,0.0,1.462,14.7,0.0,0.0,0.56,24.5
D.J. Wilson,44.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,10.5,0.0,0.0,0.939,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Jones,242.0,0.0,0.0,1.6,16.5,0.0,0.0,1.494,88.0,0.0,0.0,0.533,16.5,0.0,0.0,1.262,60.50000000000001,0.0,0.0,1.179,38.5,0.478,22.0
Damian Lillard,1502.2,1.077,272.6,1.147,145.0,1.138,783.0,0.0,0.0,0.0,0.0,1.154,75.4,1.083,69.6,1.0,23.200000000000003,0.959,46.400000000000006,0.619,23.200000000000003,0.908,63.800000000000004
Damion Lee,617.4,0.0,0.0,0.962,102.9,0.934,58.8,0.0,0.0,0.0,0.0,1.15,171.5,0.908,78.4,1.0,34.3,0.897,117.6,1.364,9.8,0.81,44.1
Damyean Dotson,307.2,1.143,14.399999999999999,0.984,62.400000000000006,0.926,52.800000000000004,0.0,0.0,0.0,0.0,0.939,81.6,1.371,33.599999999999994,0.0,0.0,0.891,48.0,0.0,0.0,0.462,14.399999999999999
Daniel Gafford,180.6,0.0,0.0,0.941,17.2,0.0,0.0,1.327,47.300000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.25,55.9,0.0,0.0,1.273,43.0,0.235,17.2
Daniel Theis,464.0,0.0,0.0,1.485,34.8,0.0,0.0,1.182,133.39999999999998,0.0,0.0,0.909,63.800000000000004,0.0,0.0,1.291,116.0,0.0,0.0,1.158,75.4,0.605,40.599999999999994
Danilo Gallinari,929.5,0.976,82.5,1.244,82.5,0.931,104.5,1.406,71.5,1.015,132.0,1.129,286.0,1.105,38.5,1.619,22.0,1.32,49.5,1.217,22.0,0.833,38.5
Danny Green,481.90000000000003,0.0,0.0,1.153,122.0,0.786,12.200000000000001,0.0,0.0,0.0,0.0,1.092,195.20000000000002,0.722,18.3,1.103,30.5,0.78,48.800000000000004,1.059,18.3,0.5,36.6
Dante Exum,107.99999999999999,0.0,0.0,1.0,28.799999999999997,0.913,45.599999999999994,0.0,0.0,0.0,0.0,0.879,33.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danuel House Jr.,556.8000000000001,0.0,0.0,1.32,145.0,0.6,17.4,0.878,40.599999999999994,0.0,0.0,0.972,249.39999999999998,1.214,11.600000000000001,1.135,34.8,1.167,11.600000000000001,1.043,23.200000000000003,0.381,23.200000000000003
Dario Saric,591.6,0.667,17.4,1.164,69.6,1.308,11.600000000000001,1.085,58.0,0.963,52.2,0.887,197.2,1.273,11.600000000000001,1.173,75.4,1.0,23.200000000000003,1.205,40.599999999999994,0.667,34.8
Darius Bazley,259.7,0.8,10.600000000000001,1.117,58.300000000000004,0.0,0.0,0.875,15.899999999999999,0.0,0.0,0.735,148.39999999999998,0.438,15.899999999999999,0.0,0.0,0.0,0.0,1.167,10.600000000000001,0.0,0.0
Darius Garland,867.2999999999998,0.754,59.0,0.922,100.3,0.759,365.8,0.0,0.0,0.0,0.0,0.945,165.2,0.976,82.6,0.9,11.8,0.902,41.3,0.0,0.0,0.524,41.3
David Nwaba,62.0,0.0,0.0,1.2,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.212,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Bertans,704.0,0.0,0.0,1.364,165.0,0.591,22.0,1.051,38.5,0.0,0.0,1.214,225.49999999999997,0.896,49.5,1.324,33.0,1.096,115.5,1.526,16.5,0.816,38.5
De'Aaron Fox,963.0,0.981,103.49999999999999,1.181,202.5,0.888,387.0,0.0,0.0,0.0,0.0,0.931,130.5,0.879,31.499999999999996,1.0,13.5,0.545,9.0,1.333,13.5,0.542,72.0
De'Andre Hunter,844.1999999999998,1.0,31.5,1.109,119.69999999999999,0.691,163.8,0.889,25.200000000000003,1.263,18.9,1.01,289.79999999999995,0.81,63.0,1.364,18.9,0.45,37.8,1.111,25.200000000000003,0.521,50.400000000000006
De'Anthony Melton,467.99999999999994,0.8,15.6,1.058,140.4,0.613,109.2,0.0,0.0,0.0,0.0,1.034,88.39999999999999,0.37,26.0,1.25,26.0,0.833,10.4,1.227,20.8,0.31,31.2
DeAndre Jordan,403.20000000000005,0.0,0.0,1.24,22.400000000000002,0.0,0.0,1.333,95.2,1.0,11.200000000000001,0.0,0.0,0.0,0.0,1.435,117.60000000000001,0.0,0.0,1.055,89.60000000000001,0.435,67.2
DeAndre' Bembry,305.3,0.0,0.0,0.985,68.8,0.49,51.6,0.0,0.0,0.0,0.0,0.871,94.60000000000001,0.652,21.5,1.194,30.099999999999998,0.0,0.0,0.947,17.2,0.227,21.5
DeMar DeRozan,1262.7,1.107,170.79999999999998,1.241,170.79999999999998,1.039,439.2,0.0,0.0,1.016,128.1,0.887,140.29999999999998,1.059,48.800000000000004,1.353,36.6,0.987,73.2,1.615,12.200000000000001,0.75,42.699999999999996
DeMarre Carroll,35.1,0.0,0.0,0.667,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.789,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deandre Ayton,552.0,0.0,0.0,1.378,45.0,0.0,0.0,1.162,111.0,0.808,129.0,0.72,24.0,0.0,0.0,1.252,108.0,0.0,0.0,1.078,90.0,0.341,45.0
Dejounte Murray,678.6,0.776,69.6,1.15,145.0,0.764,203.0,0.0,0.0,0.0,0.0,0.968,156.60000000000002,0.786,11.600000000000001,1.111,17.4,0.0,0.0,0.971,34.8,0.538,40.599999999999994
Delon Wright,487.5,0.968,32.5,1.131,104.0,0.926,149.5,0.0,0.0,0.0,0.0,0.99,104.0,0.5,26.0,1.368,19.5,0.0,0.0,1.069,26.0,0.522,26.0
Dennis Schroder,1190.7,1.017,113.4,1.052,170.10000000000002,0.839,459.9,0.0,0.0,0.0,0.0,1.122,245.7,1.024,81.9,1.542,25.200000000000003,1.22,44.099999999999994,0.0,0.0,0.854,50.400000000000006
Dennis Smith Jr.,265.2,0.824,34.0,0.612,47.599999999999994,0.444,115.6,0.0,0.0,0.0,0.0,0.818,34.0,0.889,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,17.0
Denzel Valentine,255.60000000000002,0.5,10.799999999999999,0.541,36.0,0.953,86.39999999999999,0.0,0.0,0.0,0.0,1.311,75.60000000000001,0.563,32.4,0.0,0.0,0.857,14.4,0.0,0.0,0.0,0.0
Derrick Favors,382.5,0.0,0.0,1.407,27.0,0.0,0.0,1.165,103.49999999999999,0.938,18.0,0.538,13.5,0.0,0.0,1.245,108.0,0.0,0.0,1.143,85.5,0.192,27.0
Derrick Jones Jr.,387.6,0.0,0.0,1.506,86.7,0.4,10.200000000000001,1.607,25.5,0.0,0.0,0.809,132.6,0.0,0.0,1.427,76.5,0.0,0.0,1.031,30.599999999999998,0.56,25.5
Derrick Rose,935.0,1.077,80.0,1.041,150.0,0.936,515.0,0.0,0.0,0.0,0.0,1.038,80.0,0.875,30.0,1.077,15.0,1.087,25.0,1.091,10.0,0.594,30.0
Derrick Walton Jr.,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.435,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick White,603.9,0.889,18.3,1.074,109.8,1.02,201.29999999999998,0.0,0.0,0.0,0.0,1.029,170.79999999999998,1.292,24.400000000000002,1.333,12.200000000000001,0.95,18.3,1.0,12.200000000000001,0.583,36.6
Devin Booker,1549.8,0.941,170.10000000000002,1.189,296.1,0.902,409.5,0.615,12.600000000000001,0.928,81.9,0.984,126.0,0.985,132.3,1.639,69.30000000000001,1.06,151.2,1.0,12.600000000000001,0.886,88.19999999999999
Devonte' Graham,1234.7999999999997,0.694,100.80000000000001,1.051,176.39999999999998,0.898,560.7,0.0,0.0,0.0,0.0,1.182,170.10000000000002,0.771,81.9,1.133,12.600000000000001,0.867,75.6,0.667,12.600000000000001,0.622,44.099999999999994
Dewayne Dedmon,208.4,0.0,0.0,1.545,11.0,0.0,0.0,0.868,68.0,1.0,10.2,0.708,24.0,0.0,0.0,1.3,30.6,0.0,0.0,1.0,30.6,0.152,34.0
Dillon Brooks,1105.0,0.653,52.0,1.034,208.0,0.863,247.0,0.0,0.0,0.632,19.5,1.004,234.0,0.891,149.5,1.043,26.0,0.929,97.5,1.063,32.5,0.405,39.0
Domantas Sabonis,1153.1999999999998,0.5,12.4,1.055,74.39999999999999,0.0,0.0,1.109,347.2,0.914,198.4,0.836,124.0,0.0,0.0,1.192,179.79999999999998,0.0,0.0,1.087,124.0,0.457,93.0
Donovan Mitchell,1512.0000000000002,0.913,113.4,0.894,195.3,0.944,737.0999999999999,0.0,0.0,0.0,0.0,1.132,220.5,1.2,94.5,1.625,18.9,1.07,56.7,1.185,25.200000000000003,0.811,50.400000000000006
Donte DiVincenzo,542.8000000000001,0.905,23.6,1.099,141.6,0.848,106.2,0.0,0.0,0.0,0.0,0.991,112.1,1.205,41.3,1.357,41.3,1.0,17.7,0.885,23.6,0.395,35.4
Dorian Finney-Smith,556.8000000000001,0.0,0.0,1.243,102.4,0.818,19.2,0.857,44.8,0.0,0.0,1.013,243.2,0.0,0.0,1.5,44.8,1.0,19.2,1.048,64.0,0.824,19.2
Doug McDermott,539.4000000000001,0.0,0.0,1.439,68.2,0.0,0.0,0.0,0.0,0.0,0.0,1.233,117.8,0.937,124.0,1.438,49.6,1.215,142.6,1.313,18.599999999999998,0.211,18.599999999999998
Dragan Bender,71.1,0.0,0.0,0.0,0.0,0.0,0.0,1.444,18.0,0.0,0.0,0.875,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.545,10.799999999999999,0.1,9.9
Draymond Green,434.30000000000007,0.714,12.9,0.881,68.8,0.605,38.7,0.763,38.7,0.65,38.7,0.793,141.9,0.6,8.6,1.0,34.4,0.0,0.0,0.0,0.0,0.509,51.6
Duncan Robinson,682.5,0.0,0.0,1.453,78.0,1.625,13.0,1.143,13.0,0.0,0.0,1.222,227.5,1.348,156.0,1.655,26.0,1.085,130.0,0.0,0.0,0.579,39.0
