PLAYER_NAME,iso_freq,iso_ppp,tr_freq,tr_ppp,prb_freq,prb_ppp,prr_freq,prr_ppp,pu_freq,pu_ppp,su_freq,su_ppp,ho_freq,ho_ppp,cut_freq,cut_ppp,os_freq,os_ppp,putback_freq,putback_ppp,misc_freq,misc_ppp
Jared Dudley,0.0,0.0,0.162,1.102,0.0,0.0,0.125,0.526,0.0,0.0,0.508,1.071,0.0,0.0,0.046,1.429,0.0,0.0,0.05,0.867,0.073,0.182
Jaren Jackson Jr.,0.107,0.964,0.085,1.439,0.0,0.0,0.113,1.023,0.248,0.927,0.187,1.007,0.0,0.0,0.12,1.237,0.0,0.0,0.067,1.231,0.06,0.319
Jaron Blossomgame,0.0,0.0,0.146,0.833,0.0,0.0,0.081,1.0,0.0,0.0,0.317,0.744,0.0,0.0,0.171,1.381,0.0,0.0,0.163,1.3,0.0,0.0
Jarrett Allen,0.0,0.0,0.061,1.265,0.0,0.0,0.368,1.173,0.0,0.0,0.059,0.319,0.0,0.0,0.262,1.316,0.0,0.0,0.146,1.085,0.094,0.587
Jason Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.265,1.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaylen Adams,0.0,0.0,0.19,0.462,0.314,0.628,0.0,0.0,0.0,0.0,0.299,1.22,0.088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jaylen Brown,0.03,0.586,0.297,1.062,0.059,0.845,0.0,0.0,0.081,0.863,0.321,1.038,0.048,0.979,0.054,1.132,0.032,0.839,0.043,0.952,0.031,0.6
Jayson Tatum,0.128,0.63,0.193,1.152,0.15,0.91,0.022,0.964,0.081,0.902,0.182,1.039,0.057,1.014,0.054,1.25,0.07,0.989,0.027,1.176,0.036,0.867
Jeff Green,0.041,0.806,0.16,1.264,0.026,0.87,0.126,1.245,0.088,1.013,0.331,1.073,0.019,1.176,0.078,1.368,0.016,0.786,0.045,1.282,0.07,0.344
Jeff Teague,0.135,0.821,0.166,1.198,0.448,0.757,0.0,0.0,0.0,0.0,0.123,0.901,0.026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073,0.738
Jemerrio Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerami Grant,0.022,0.571,0.185,1.229,0.0,0.0,0.155,1.087,0.074,1.085,0.354,1.05,0.0,0.0,0.106,1.324,0.0,0.0,0.045,1.302,0.037,0.639
Jeremy Lamb,0.11,0.898,0.148,1.237,0.244,0.923,0.0,0.0,0.0,0.0,0.219,1.039,0.075,1.057,0.034,1.375,0.089,1.087,0.038,1.114,0.034,0.85
Jeremy Lin,0.029,0.813,0.218,1.238,0.422,0.941,0.0,0.0,0.0,0.0,0.143,0.85,0.102,0.947,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.571
Jerian Grant,0.08,0.826,0.091,1.5,0.329,0.691,0.0,0.0,0.0,0.0,0.311,1.045,0.063,1.056,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.208
Jerryd Bayless,0.088,0.417,0.102,0.679,0.412,0.788,0.0,0.0,0.0,0.0,0.263,0.972,0.047,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.294
Jevon Carter,0.091,0.81,0.204,0.979,0.313,0.583,0.0,0.0,0.0,0.0,0.239,0.727,0.043,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.048,1.091
Jimmer Fredette,0.0,0.0,0.0,0.0,0.405,0.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Butler,0.102,0.99,0.166,1.226,0.252,0.835,0.0,0.0,0.072,0.797,0.105,1.069,0.084,1.037,0.072,1.681,0.044,1.19,0.054,1.038,0.046,0.795
Joakim Noah,0.066,0.81,0.088,1.071,0.0,0.0,0.284,1.056,0.076,0.417,0.073,0.957,0.0,0.0,0.211,1.224,0.0,0.0,0.117,0.892,0.082,0.269
Jodie Meeks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Harris,0.0,0.0,0.121,1.107,0.032,0.8,0.019,0.889,0.0,0.0,0.296,1.117,0.091,0.976,0.043,1.425,0.301,1.288,0.028,0.846,0.061,0.679
Joe Ingles,0.032,0.971,0.11,1.096,0.313,0.763,0.0,0.0,0.0,0.0,0.224,1.132,0.121,0.984,0.0,0.0,0.116,1.016,0.01,0.818,0.056,0.627
Joel Embiid,0.064,0.811,0.1,1.156,0.03,0.962,0.076,0.947,0.299,1.048,0.155,0.978,0.009,0.733,0.088,1.316,0.027,0.766,0.07,1.281,0.081,0.607
John Collins,0.023,0.292,0.112,1.25,0.0,0.0,0.189,1.245,0.106,1.009,0.171,0.972,0.01,1.3,0.164,1.318,0.0,0.0,0.145,1.166,0.068,0.634
John Henson,0.0,0.0,0.0,0.0,0.0,0.0,0.238,1.45,0.0,0.0,0.31,0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.119,1.0,0.0,0.0
John Jenkins,0.0,0.0,0.085,0.9,0.169,0.8,0.0,0.0,0.0,0.0,0.347,1.049,0.0,0.0,0.0,0.0,0.246,0.966,0.0,0.0,0.0,0.0
John Wall,0.238,0.827,0.205,0.942,0.326,0.869,0.0,0.0,0.017,0.462,0.14,1.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.2
Johnathan Williams,0.0,0.0,0.162,1.625,0.0,0.0,0.223,0.939,0.0,0.0,0.0,0.0,0.0,0.0,0.209,1.226,0.0,0.0,0.223,1.121,0.074,0.273
Jon Leuer,0.0,0.0,0.124,1.222,0.0,0.0,0.145,1.095,0.124,0.944,0.138,0.55,0.0,0.0,0.221,1.313,0.0,0.0,0.09,1.538,0.124,0.556
Jonah Bolden,0.0,0.0,0.178,1.105,0.0,0.0,0.113,1.0,0.0,0.0,0.362,1.052,0.0,0.0,0.099,1.0,0.0,0.0,0.085,1.333,0.122,0.308
Jonas Jerebko,0.0,0.0,0.169,1.397,0.0,0.0,0.067,0.862,0.025,1.091,0.403,0.971,0.0,0.0,0.09,1.308,0.067,1.414,0.083,1.0,0.079,0.529
Jonas Valanciunas,0.045,0.647,0.085,0.931,0.0,0.0,0.284,1.258,0.293,1.118,0.093,0.771,0.0,0.0,0.164,1.179,0.0,0.0,0.131,1.204,0.085,0.621
Jonathan Isaac,0.031,1.217,0.138,1.32,0.036,0.519,0.032,0.75,0.029,0.591,0.419,0.892,0.037,0.964,0.103,1.234,0.017,1.077,0.096,1.0,0.061,0.457
Jonathon Simmons,0.083,0.903,0.115,1.047,0.351,0.55,0.0,0.0,0.027,1.1,0.204,0.789,0.086,0.563,0.04,1.533,0.0,0.0,0.027,1.1,0.054,0.75
Jordan Bell,0.079,0.6,0.142,1.083,0.0,0.0,0.157,0.575,0.047,0.417,0.134,0.912,0.0,0.0,0.24,1.148,0.0,0.0,0.079,1.2,0.114,0.517
Jordan Clarkson,0.135,0.834,0.122,1.26,0.306,0.944,0.0,0.0,0.019,0.815,0.14,1.036,0.095,0.841,0.036,1.2,0.072,0.98,0.033,0.957,0.035,0.542
Jordan McRae,0.0,0.0,0.201,1.25,0.296,0.957,0.0,0.0,0.0,0.0,0.27,0.837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Calderon,0.0,0.0,0.075,0.167,0.441,0.803,0.0,0.0,0.0,0.0,0.255,1.024,0.124,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hart,0.0,0.0,0.331,1.082,0.054,0.7,0.0,0.0,0.0,0.0,0.306,0.959,0.045,0.96,0.051,1.286,0.118,0.831,0.024,1.154,0.054,0.4
Josh Jackson,0.053,0.61,0.182,0.837,0.235,0.785,0.0,0.0,0.012,0.923,0.298,0.798,0.056,0.903,0.041,1.457,0.04,0.886,0.037,0.756,0.041,0.587
Josh Okogie,0.028,0.778,0.283,0.94,0.067,0.93,0.0,0.0,0.0,0.0,0.387,0.824,0.056,0.75,0.068,1.295,0.02,0.462,0.04,1.0,0.05,0.406
Josh Richardson,0.024,0.6,0.113,1.122,0.318,0.807,0.0,0.0,0.011,1.0,0.223,1.054,0.141,1.006,0.039,1.375,0.059,0.945,0.018,1.045,0.048,0.712
Jrue Holiday,0.115,0.806,0.164,1.079,0.359,0.877,0.0,0.0,0.018,1.038,0.114,0.952,0.085,0.912,0.037,1.519,0.037,1.056,0.022,1.0,0.044,0.831
Juancho Hernangomez,0.0,0.0,0.134,1.154,0.0,0.0,0.036,0.857,0.036,1.0,0.393,1.105,0.065,0.64,0.109,1.571,0.041,0.438,0.109,1.0,0.052,0.7
Julian Washburn,0.0,0.0,0.193,1.182,0.0,0.0,0.0,0.0,0.0,0.0,0.386,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Randle,0.122,0.945,0.175,1.087,0.028,0.667,0.067,1.337,0.163,0.923,0.169,1.02,0.011,1.353,0.092,1.29,0.023,1.286,0.086,1.154,0.064,0.635
Justin Holiday,0.026,0.917,0.171,1.367,0.078,0.528,0.0,0.0,0.0,0.0,0.314,0.993,0.1,0.761,0.085,1.282,0.192,1.114,0.033,0.667,0.05,0.522
Justin Jackson,0.0,0.0,0.26,1.33,0.056,0.789,0.0,0.0,0.0,0.0,0.419,0.908,0.062,0.952,0.091,1.684,0.068,1.0,0.048,1.5,0.032,0.364
Justise Winslow,0.037,0.543,0.162,0.916,0.304,0.638,0.0,0.0,0.01,0.7,0.29,1.108,0.057,1.093,0.042,1.175,0.012,0.364,0.027,1.0,0.055,0.623
Jusuf Nurkic,0.01,0.583,0.043,1.14,0.0,0.0,0.246,1.126,0.217,0.857,0.066,0.792,0.0,0.0,0.15,1.217,0.0,0.0,0.161,0.989,0.107,0.516
Kadeem Allen,0.068,0.692,0.157,0.933,0.366,0.886,0.0,0.0,0.0,0.0,0.236,1.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.667
Karl-Anthony Towns,0.084,0.884,0.069,1.132,0.0,0.0,0.142,1.19,0.302,1.019,0.143,1.096,0.0,0.0,0.041,1.486,0.033,1.086,0.112,1.19,0.068,0.644
Kawhi Leonard,0.165,1.047,0.178,1.307,0.268,1.005,0.0,0.0,0.094,0.963,0.111,1.146,0.044,1.032,0.024,1.441,0.041,1.136,0.027,1.256,0.043,1.0
Keita Bates-Diop,0.0,0.0,0.225,1.184,0.071,0.667,0.0,0.0,0.0,0.0,0.29,0.776,0.071,0.833,0.124,1.619,0.0,0.0,0.077,0.769,0.089,0.2
Kelly Olynyk,0.024,1.167,0.104,1.192,0.023,1.0,0.156,1.043,0.076,1.14,0.288,1.009,0.064,0.833,0.081,1.557,0.029,1.0,0.043,0.844,0.113,0.659
Kelly Oubre Jr.,0.029,1.2,0.221,0.987,0.201,0.926,0.0,0.0,0.0,0.0,0.276,1.011,0.049,0.879,0.056,1.211,0.06,1.098,0.055,1.054,0.047,0.844
Kemba Walker,0.082,1.029,0.159,1.067,0.468,1.007,0.0,0.0,0.0,0.0,0.094,0.979,0.078,0.944,0.008,0.647,0.067,0.921,0.008,1.25,0.033,0.855
Kenneth Faried,0.0,0.0,0.125,1.25,0.0,0.0,0.24,1.29,0.0,0.0,0.084,1.042,0.0,0.0,0.226,1.154,0.0,0.0,0.195,1.125,0.098,0.536
Kenrich Williams,0.0,0.0,0.258,1.012,0.056,0.5,0.0,0.0,0.0,0.0,0.401,0.899,0.0,0.0,0.062,1.35,0.071,0.87,0.05,0.375,0.053,0.588
Kent Bazemore,0.025,0.909,0.202,1.022,0.255,0.721,0.0,0.0,0.0,0.0,0.223,1.051,0.142,0.69,0.03,1.444,0.037,0.545,0.019,1.294,0.062,0.545
Kentavious Caldwell-Pope,0.025,0.727,0.24,1.148,0.093,0.827,0.03,1.038,0.0,0.0,0.262,1.122,0.054,1.298,0.034,1.467,0.187,0.878,0.019,0.941,0.051,0.822
Kevin Durant,0.156,1.056,0.211,1.171,0.19,0.98,0.021,1.179,0.106,1.041,0.088,1.35,0.037,1.103,0.04,1.527,0.089,1.105,0.012,1.091,0.049,0.7
Kevin Huerter,0.03,1.0,0.214,0.988,0.23,0.753,0.0,0.0,0.0,0.0,0.242,1.07,0.119,0.957,0.039,1.067,0.052,0.55,0.028,1.136,0.041,0.406
Kevin Knox II,0.044,0.58,0.16,1.122,0.198,0.879,0.019,0.286,0.016,0.444,0.291,0.954,0.1,0.619,0.024,0.852,0.073,0.622,0.039,0.886,0.036,0.561
Kevin Love,0.043,0.813,0.11,1.122,0.0,0.0,0.078,0.759,0.188,0.829,0.198,1.135,0.038,0.571,0.059,1.091,0.126,0.957,0.056,0.952,0.088,1.0
Kevon Looney,0.025,0.727,0.077,1.559,0.0,0.0,0.084,0.892,0.0,0.0,0.072,0.969,0.0,0.0,0.391,1.347,0.0,0.0,0.226,1.19,0.099,0.295
Khem Birch,0.0,0.0,0.085,1.444,0.0,0.0,0.284,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.199,1.333,0.0,0.0,0.227,0.938,0.1,0.524
Khris Middleton,0.158,1.085,0.213,1.036,0.196,0.867,0.013,1.0,0.091,0.884,0.123,1.16,0.051,0.861,0.018,0.96,0.092,0.938,0.016,0.909,0.03,0.643
Klay Thompson,0.046,0.903,0.182,1.188,0.04,1.206,0.011,0.824,0.052,1.049,0.134,1.005,0.071,0.955,0.075,1.218,0.342,1.05,0.015,1.217,0.034,0.547
Kosta Koufos,0.0,0.0,0.069,1.692,0.0,0.0,0.28,0.736,0.111,0.762,0.0,0.0,0.0,0.0,0.238,0.911,0.0,0.0,0.127,1.167,0.127,0.167
Kris Dunn,0.061,0.718,0.115,0.973,0.52,0.782,0.0,0.0,0.025,1.063,0.166,0.726,0.035,1.045,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.7
Kyle Anderson,0.056,0.7,0.217,1.167,0.119,0.814,0.0,0.0,0.0,0.0,0.161,0.724,0.047,0.941,0.172,1.532,0.0,0.0,0.083,1.0,0.086,0.161
Kyle Korver,0.0,0.0,0.113,1.302,0.071,0.727,0.0,0.0,0.0,0.0,0.276,1.194,0.229,1.065,0.0,0.0,0.236,0.891,0.0,0.0,0.043,0.6
Kyle Kuzma,0.064,0.726,0.231,1.033,0.091,0.883,0.067,1.101,0.069,0.912,0.223,0.98,0.023,0.767,0.077,1.216,0.083,0.899,0.027,1.194,0.045,0.883
Kyle Lowry,0.076,0.816,0.231,0.961,0.241,0.858,0.01,0.2,0.0,0.0,0.16,1.132,0.075,1.24,0.033,1.364,0.081,0.877,0.011,0.364,0.075,0.427
Kyrie Irving,0.132,0.975,0.171,1.128,0.294,0.986,0.0,0.0,0.017,1.16,0.095,1.215,0.089,0.978,0.034,1.288,0.101,1.033,0.019,1.179,0.044,0.791
LaMarcus Aldridge,0.032,0.865,0.04,1.185,0.0,0.0,0.194,1.006,0.427,1.039,0.069,0.867,0.0,0.0,0.079,1.318,0.013,0.952,0.102,1.185,0.043,0.814
Lance Stephenson,0.127,0.929,0.163,0.833,0.289,0.792,0.0,0.0,0.0,0.0,0.241,1.083,0.022,0.833,0.033,1.111,0.034,0.737,0.033,1.167,0.047,0.462
Lance Thomas,0.0,0.0,0.114,1.333,0.0,0.0,0.059,0.5,0.076,0.833,0.481,0.763,0.0,0.0,0.063,1.267,0.0,0.0,0.046,1.182,0.063,0.467
Landry Shamet,0.0,0.0,0.189,1.284,0.069,0.963,0.0,0.0,0.0,0.0,0.243,1.095,0.217,1.094,0.059,1.348,0.28,1.118,0.0,0.0,0.043,0.412
Langston Galloway,0.0,0.0,0.186,1.017,0.071,0.674,0.0,0.0,0.0,0.0,0.373,1.149,0.192,1.105,0.023,1.2,0.099,0.875,0.02,0.846,0.028,0.611
Larry Nance Jr.,0.019,0.667,0.102,1.185,0.025,0.563,0.168,1.075,0.078,0.78,0.165,0.952,0.0,0.0,0.168,1.346,0.0,0.0,0.146,1.108,0.121,0.416
Lauri Markkanen,0.062,0.576,0.1,0.948,0.042,0.825,0.166,1.201,0.096,0.859,0.288,1.062,0.047,0.911,0.042,1.4,0.067,0.734,0.053,1.235,0.039,0.838
LeBron James,0.175,0.969,0.214,1.14,0.281,0.978,0.023,1.324,0.082,1.008,0.059,1.011,0.014,1.429,0.037,1.5,0.02,0.69,0.027,1.3,0.068,0.525
Lonzo Ball,0.047,0.926,0.229,0.939,0.244,0.688,0.031,0.667,0.0,0.0,0.213,0.797,0.033,0.895,0.052,1.267,0.026,0.533,0.038,1.0,0.073,0.5
Lou Williams,0.092,0.957,0.12,1.005,0.546,0.957,0.0,0.0,0.0,0.0,0.083,1.071,0.068,0.942,0.009,1.286,0.026,0.825,0.014,0.636,0.039,0.932
Luka Doncic,0.112,0.908,0.136,1.094,0.383,0.895,0.0,0.0,0.051,1.012,0.107,1.006,0.059,0.68,0.015,1.417,0.041,1.0,0.028,1.065,0.066,0.667
Luke Kennard,0.032,1.158,0.167,1.455,0.247,0.852,0.0,0.0,0.0,0.0,0.269,0.963,0.151,0.956,0.038,1.652,0.04,0.625,0.0,0.0,0.04,0.542
Luke Kornet,0.0,0.0,0.094,1.097,0.0,0.0,0.218,1.028,0.085,0.464,0.333,0.982,0.0,0.0,0.052,1.529,0.073,1.042,0.064,1.143,0.045,0.533
Luol Deng,0.0,0.0,0.214,1.323,0.0,0.0,0.0,0.0,0.11,1.563,0.29,0.762,0.0,0.0,0.117,1.529,0.0,0.0,0.069,1.1,0.083,0.583
Malcolm Brogdon,0.084,0.947,0.214,1.228,0.19,0.825,0.0,0.0,0.0,0.0,0.277,1.248,0.065,1.034,0.043,1.41,0.047,1.143,0.033,1.3,0.036,0.531
Malik Beasley,0.017,0.357,0.246,1.328,0.119,0.918,0.0,0.0,0.0,0.0,0.333,1.221,0.125,0.892,0.044,1.361,0.068,1.018,0.02,0.75,0.028,0.348
Malik Monk,0.072,0.824,0.184,1.069,0.184,0.687,0.0,0.0,0.0,0.0,0.317,1.0,0.083,0.864,0.022,1.75,0.094,0.851,0.0,0.0,0.028,0.5
MarShon Brooks,0.132,0.519,0.137,1.071,0.327,0.97,0.0,0.0,0.0,0.0,0.215,0.795,0.0,0.0,0.049,1.6,0.0,0.0,0.0,0.0,0.0,0.0
Marc Gasol,0.013,0.75,0.07,1.081,0.0,0.0,0.303,0.996,0.245,0.849,0.155,0.891,0.0,0.0,0.064,1.175,0.025,1.318,0.026,1.043,0.088,0.705
Marcin Gortat,0.0,0.0,0.058,1.267,0.0,0.0,0.318,1.159,0.097,0.6,0.0,0.0,0.0,0.0,0.194,1.14,0.0,0.0,0.155,0.75,0.147,0.289
Marco Belinelli,0.0,0.0,0.138,1.063,0.156,0.937,0.0,0.0,0.0,0.0,0.314,1.079,0.154,1.0,0.069,1.232,0.097,0.936,0.0,0.0,0.051,0.756
Marcus Morris Sr.,0.091,0.641,0.13,1.031,0.047,0.809,0.102,1.32,0.097,1.0,0.312,1.124,0.036,1.0,0.038,1.342,0.043,1.256,0.045,1.156,0.06,0.492
Marcus Smart,0.04,0.733,0.166,1.048,0.195,0.815,0.0,0.0,0.053,0.875,0.294,1.082,0.057,1.116,0.04,1.133,0.029,1.045,0.033,0.72,0.081,0.492
Mario Hezonja,0.08,0.625,0.186,1.152,0.252,0.651,0.0,0.0,0.022,0.923,0.245,0.831,0.04,1.042,0.086,1.058,0.017,0.9,0.023,0.714,0.038,0.652
Markelle Fultz,0.0,0.0,0.208,0.829,0.34,0.91,0.0,0.0,0.0,0.0,0.127,0.68,0.081,0.688,0.051,1.3,0.0,0.0,0.056,0.909,0.091,0.111
Markieff Morris,0.025,1.1,0.076,1.194,0.0,0.0,0.194,0.873,0.206,1.012,0.262,1.0,0.0,0.0,0.071,1.069,0.0,0.0,0.054,1.136,0.086,0.314
Marquese Chriss,0.0,0.0,0.121,0.826,0.0,0.0,0.137,1.115,0.053,0.9,0.3,0.667,0.0,0.0,0.179,0.882,0.0,0.0,0.105,1.3,0.058,0.182
Marvin Bagley III,0.101,0.862,0.164,1.079,0.0,0.0,0.1,1.043,0.243,0.804,0.085,0.911,0.0,0.0,0.105,1.309,0.0,0.0,0.14,1.277,0.042,0.667
Marvin Williams,0.0,0.0,0.137,1.129,0.0,0.0,0.143,1.085,0.064,0.915,0.401,1.027,0.0,0.0,0.07,1.423,0.049,0.944,0.058,0.837,0.06,0.591
Mason Plumlee,0.052,0.735,0.096,0.952,0.0,0.0,0.166,1.404,0.207,0.897,0.063,0.78,0.0,0.0,0.171,1.304,0.0,0.0,0.105,0.942,0.125,0.317
Matthew Dellavedova,0.05,1.067,0.106,1.125,0.402,0.777,0.0,0.0,0.0,0.0,0.209,1.079,0.063,0.632,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.4
Maurice Harkless,0.03,0.5,0.119,1.255,0.022,0.2,0.024,1.0,0.126,0.931,0.277,0.875,0.032,0.867,0.169,1.436,0.035,1.0,0.117,0.944,0.05,0.478
Maxi Kleber,0.0,0.0,0.101,1.25,0.0,0.0,0.101,0.938,0.063,0.967,0.421,1.06,0.0,0.0,0.093,1.455,0.042,1.05,0.082,0.821,0.072,0.471
Meyers Leonard,0.0,0.0,0.078,1.167,0.0,0.0,0.193,1.305,0.056,0.706,0.252,1.364,0.0,0.0,0.212,1.292,0.0,0.0,0.059,1.167,0.098,0.467
Michael Beasley,0.206,1.25,0.103,1.15,0.0,0.0,0.129,1.0,0.129,0.64,0.211,0.805,0.0,0.0,0.052,1.1,0.0,0.0,0.062,1.083,0.0,0.0
Michael Carter-Williams,0.0,0.0,0.155,0.692,0.286,0.75,0.0,0.0,0.0,0.0,0.179,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.667
Michael Kidd-Gilchrist,0.035,1.067,0.171,0.973,0.0,0.0,0.062,0.667,0.0,0.0,0.335,0.993,0.032,0.714,0.18,1.077,0.0,0.0,0.092,1.275,0.06,0.615
Mikal Bridges,0.0,0.0,0.238,1.167,0.073,0.62,0.0,0.0,0.0,0.0,0.371,1.032,0.065,0.591,0.075,1.451,0.06,1.073,0.035,0.708,0.059,0.6
Mike Conley,0.091,1.031,0.116,1.128,0.419,0.958,0.0,0.0,0.0,0.0,0.117,1.139,0.074,1.029,0.026,1.333,0.099,1.107,0.009,1.417,0.048,0.779
Mike Muscala,0.0,0.0,0.183,1.108,0.0,0.0,0.099,1.4,0.028,1.3,0.389,0.964,0.0,0.0,0.068,1.167,0.0,0.0,0.068,0.875,0.135,0.5
Mike Scott,0.042,0.909,0.094,1.48,0.057,0.733,0.162,0.86,0.064,0.588,0.451,1.167,0.0,0.0,0.089,0.947,0.0,0.0,0.052,0.727,0.047,0.9
Miles Bridges,0.046,0.481,0.177,1.0,0.04,1.083,0.047,1.179,0.035,0.952,0.398,1.017,0.037,0.818,0.086,1.471,0.0,0.0,0.061,1.25,0.059,0.429
Milos Teodosic,0.0,0.0,0.0,0.0,0.453,0.724,0.0,0.0,0.0,0.0,0.203,0.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Robinson,0.0,0.0,0.086,1.485,0.0,0.0,0.275,1.462,0.029,1.091,0.0,0.0,0.0,0.0,0.164,1.317,0.0,0.0,0.369,1.218,0.075,0.31
Mo Bamba,0.032,0.6,0.054,0.882,0.0,0.0,0.204,1.188,0.083,0.692,0.227,0.775,0.0,0.0,0.125,1.282,0.0,0.0,0.131,1.22,0.134,0.405
Monte Morris,0.039,0.839,0.181,1.175,0.352,1.065,0.0,0.0,0.0,0.0,0.217,1.14,0.069,0.981,0.066,1.288,0.028,1.091,0.014,1.182,0.032,0.44
Montrezl Harrell,0.031,1.081,0.124,1.149,0.017,0.45,0.233,1.306,0.194,0.922,0.029,0.971,0.0,0.0,0.172,1.415,0.0,0.0,0.119,1.303,0.08,0.583
Moritz Wagner,0.0,0.0,0.129,0.733,0.0,0.0,0.25,1.103,0.073,0.882,0.276,0.781,0.0,0.0,0.052,1.5,0.043,0.9,0.0,0.0,0.06,0.786
Myles Turner,0.016,0.688,0.071,1.391,0.0,0.0,0.359,1.034,0.119,0.862,0.148,0.979,0.0,0.0,0.143,1.158,0.0,0.0,0.065,1.238,0.067,0.446
Nemanja Bjelica,0.031,0.727,0.189,1.022,0.021,0.333,0.073,1.288,0.063,0.889,0.264,1.0,0.029,1.286,0.094,1.328,0.064,1.0,0.134,1.115,0.038,0.556
Nene,0.0,0.0,0.075,1.273,0.0,0.0,0.301,1.205,0.103,0.8,0.089,0.462,0.0,0.0,0.267,1.0,0.0,0.0,0.068,1.2,0.0,0.0
Nerlens Noel,0.0,0.0,0.066,1.292,0.0,0.0,0.263,0.947,0.0,0.0,0.05,0.944,0.0,0.0,0.274,1.263,0.0,0.0,0.23,1.108,0.091,0.545
Nicolas Batum,0.044,1.129,0.121,0.942,0.222,0.88,0.014,1.0,0.0,0.0,0.297,1.09,0.105,0.973,0.051,1.472,0.032,0.87,0.044,0.968,0.058,0.341
Nik Stauskas,0.049,1.143,0.14,1.025,0.172,0.878,0.0,0.0,0.0,0.0,0.172,1.327,0.172,0.857,0.06,1.0,0.14,0.775,0.0,0.0,0.077,0.364
Nikola Jokic,0.042,0.821,0.057,0.835,0.042,0.794,0.141,1.018,0.254,1.029,0.125,0.945,0.007,0.75,0.084,1.385,0.057,1.141,0.097,1.232,0.093,0.564
Nikola Mirotic,0.031,0.933,0.189,1.076,0.0,0.0,0.051,0.96,0.101,1.429,0.283,1.087,0.062,0.833,0.049,1.542,0.094,1.217,0.062,0.9,0.064,0.871
Nikola Vucevic,0.02,1.182,0.038,1.258,0.0,0.0,0.205,1.127,0.269,0.926,0.169,0.879,0.0,0.0,0.117,1.319,0.025,0.975,0.098,1.228,0.051,0.41
Noah Vonleh,0.057,0.882,0.082,1.122,0.017,0.8,0.123,1.0,0.206,0.944,0.251,0.98,0.0,0.0,0.058,1.229,0.0,0.0,0.098,1.136,0.092,0.418
Norman Powell,0.057,0.75,0.224,1.189,0.244,0.876,0.0,0.0,0.0,0.0,0.263,1.246,0.044,1.0,0.026,1.154,0.077,1.079,0.0,0.0,0.055,0.148
OG Anunoby,0.045,0.955,0.21,1.373,0.043,0.571,0.0,0.0,0.041,0.6,0.397,0.896,0.023,0.818,0.066,1.25,0.0,0.0,0.086,0.738,0.053,0.692
Omari Spellman,0.0,0.0,0.125,1.056,0.0,0.0,0.156,1.267,0.0,0.0,0.349,0.931,0.0,0.0,0.1,1.0,0.0,0.0,0.166,0.688,0.066,0.368
Omri Casspi,0.0,0.0,0.257,1.481,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.951,0.0,0.0,0.219,1.087,0.0,0.0,0.052,1.182,0.0,0.0
Otto Porter Jr.,0.024,0.583,0.203,1.088,0.326,0.872,0.05,0.84,0.028,0.929,0.28,1.014,0.054,1.077,0.074,1.27,0.082,1.171,0.05,1.36,0.046,0.565
P.J. Tucker,0.0,0.0,0.156,1.25,0.0,0.0,0.129,0.924,0.0,0.0,0.513,1.022,0.0,0.0,0.036,1.091,0.0,0.0,0.068,0.667,0.077,0.447
Pascal Siakam,0.099,0.967,0.257,1.261,0.053,1.123,0.07,1.024,0.121,1.081,0.207,1.142,0.026,0.563,0.059,1.222,0.01,0.833,0.052,1.159,0.047,0.69
Pat Connaughton,0.028,0.545,0.165,1.303,0.048,1.211,0.03,1.333,0.0,0.0,0.331,0.886,0.093,0.459,0.14,1.482,0.095,1.105,0.048,1.211,0.0,0.0
