PLAYER_NAME,iso_freq,iso_ppp,tr_freq,tr_ppp,prb_freq,prb_ppp,prr_freq,prr_ppp,pu_freq,pu_ppp,su_freq,su_ppp,ho_freq,ho_ppp,cut_freq,cut_ppp,os_freq,os_ppp,putback_freq,putback_ppp,misc_freq,misc_ppp
Coby White,0.059,0.786,0.187,1.062,0.344,0.799,0.0,0.0,0.0,0.0,0.248,0.992,0.075,0.887,0.0,0.0,0.041,0.821,0.0,0.0,0.028,0.63
Cody Martin,0.0,0.0,0.217,1.295,0.132,0.946,0.0,0.0,0.0,0.0,0.324,0.473,0.075,0.524,0.075,1.143,0.036,1.3,0.046,1.308,0.039,0.455
Cody Zeller,0.021,0.923,0.101,1.203,0.0,0.0,0.244,1.013,0.054,0.971,0.156,0.919,0.0,0.0,0.167,1.264,0.0,0.0,0.164,1.058,0.077,0.306
Collin Sexton,0.091,1.0,0.168,1.128,0.37,0.902,0.0,0.0,0.0,0.0,0.134,1.104,0.075,0.765,0.046,1.111,0.037,1.0,0.028,1.368,0.045,0.836
Cory Joseph,0.063,0.69,0.127,1.086,0.385,0.807,0.0,0.0,0.0,0.0,0.252,0.991,0.033,0.733,0.028,1.231,0.0,0.0,0.024,1.273,0.068,0.548
Courtney Lee,0.104,1.7,0.177,0.824,0.104,1.4,0.0,0.0,0.0,0.0,0.417,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristiano Felicio,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.947,0.0,0.0,0.0,0.0,0.0,0.0,0.202,1.412,0.0,0.0,0.345,1.241,0.167,0.286
D'Angelo Russell,0.095,1.026,0.127,1.049,0.425,0.889,0.0,0.0,0.0,0.0,0.071,1.228,0.082,1.03,0.021,1.059,0.117,1.106,0.0,0.0,0.041,0.333
D.J. Augustin,0.065,0.559,0.105,0.964,0.553,0.931,0.0,0.0,0.0,0.0,0.132,1.217,0.055,1.0,0.0,0.0,0.025,1.462,0.0,0.0,0.048,0.56
D.J. Wilson,0.0,0.0,0.0,0.0,0.0,0.0,0.122,1.1,0.0,0.0,0.402,0.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Jones,0.0,0.0,0.06,1.6,0.0,0.0,0.349,1.494,0.0,0.0,0.06,0.533,0.0,0.0,0.245,1.262,0.0,0.0,0.157,1.179,0.092,0.478
Damian Lillard,0.181,1.077,0.095,1.147,0.519,1.138,0.0,0.0,0.0,0.0,0.052,1.154,0.048,1.083,0.014,1.0,0.033,0.959,0.014,0.619,0.043,0.908
Damion Lee,0.0,0.0,0.168,0.962,0.098,0.934,0.0,0.0,0.0,0.0,0.277,1.15,0.122,0.908,0.051,1.0,0.187,0.897,0.018,1.364,0.067,0.81
Damyean Dotson,0.044,1.143,0.194,0.984,0.169,0.926,0.0,0.0,0.0,0.0,0.256,0.939,0.109,1.371,0.0,0.0,0.144,0.891,0.0,0.0,0.041,0.462
Daniel Gafford,0.0,0.0,0.089,0.941,0.0,0.0,0.257,1.327,0.0,0.0,0.0,0.0,0.0,0.0,0.293,1.25,0.0,0.0,0.23,1.273,0.089,0.235
Daniel Theis,0.0,0.0,0.069,1.485,0.0,0.0,0.276,1.182,0.0,0.0,0.138,0.909,0.0,0.0,0.245,1.291,0.0,0.0,0.159,1.158,0.09,0.605
Danilo Gallinari,0.092,0.976,0.088,1.244,0.11,0.931,0.074,1.406,0.145,1.015,0.31,1.129,0.041,1.105,0.023,1.619,0.054,1.32,0.025,1.217,0.039,0.833
Danny Green,0.0,0.0,0.251,1.153,0.028,0.786,0.0,0.0,0.0,0.0,0.396,1.092,0.036,0.722,0.059,1.103,0.101,0.78,0.034,1.059,0.069,0.5
Dante Exum,0.0,0.0,0.207,1.0,0.341,0.913,0.0,0.0,0.0,0.0,0.244,0.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danuel House Jr.,0.0,0.0,0.259,1.32,0.026,0.6,0.072,0.878,0.0,0.0,0.437,0.972,0.025,1.214,0.065,1.135,0.021,1.167,0.041,1.043,0.037,0.381
Dario Saric,0.026,0.667,0.115,1.164,0.022,1.308,0.101,1.085,0.092,0.963,0.334,0.887,0.019,1.273,0.128,1.173,0.039,1.0,0.067,1.205,0.057,0.667
Darius Bazley,0.034,0.8,0.205,1.117,0.0,0.0,0.055,0.875,0.0,0.0,0.515,0.735,0.055,0.438,0.0,0.0,0.0,0.0,0.041,1.167,0.0,0.0
Darius Garland,0.065,0.754,0.117,0.922,0.416,0.759,0.0,0.0,0.0,0.0,0.188,0.945,0.097,0.976,0.011,0.9,0.047,0.902,0.0,0.0,0.048,0.524
David Nwaba,0.0,0.0,0.323,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.355,1.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Bertans,0.0,0.0,0.231,1.364,0.031,0.591,0.055,1.051,0.0,0.0,0.314,1.214,0.067,0.896,0.048,1.324,0.161,1.096,0.027,1.526,0.053,0.816
De'Aaron Fox,0.108,0.981,0.211,1.181,0.397,0.888,0.0,0.0,0.0,0.0,0.134,0.931,0.034,0.879,0.012,1.0,0.011,0.545,0.012,1.333,0.074,0.542
De'Andre Hunter,0.04,1.0,0.14,1.109,0.19,0.691,0.032,0.889,0.022,1.263,0.342,1.01,0.074,0.81,0.026,1.364,0.047,0.45,0.032,1.111,0.056,0.521
De'Anthony Melton,0.031,0.8,0.291,1.058,0.233,0.613,0.0,0.0,0.0,0.0,0.187,1.034,0.057,0.37,0.059,1.25,0.025,0.833,0.046,1.227,0.061,0.31
DeAndre Jordan,0.0,0.0,0.06,1.24,0.0,0.0,0.223,1.333,0.026,1.0,0.0,0.0,0.0,0.0,0.276,1.435,0.0,0.0,0.218,1.055,0.165,0.435
DeAndre' Bembry,0.0,0.0,0.215,0.985,0.163,0.49,0.0,0.0,0.0,0.0,0.298,0.871,0.074,0.652,0.099,1.194,0.0,0.0,0.061,0.947,0.071,0.227
DeMar DeRozan,0.133,1.107,0.134,1.241,0.346,1.039,0.0,0.0,0.1,1.016,0.111,0.887,0.04,1.059,0.027,1.353,0.059,0.987,0.01,1.615,0.035,0.75
DeMarre Carroll,0.0,0.0,0.313,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.396,0.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deandre Ayton,0.0,0.0,0.079,1.378,0.0,0.0,0.194,1.162,0.227,0.808,0.044,0.72,0.0,0.0,0.187,1.252,0.0,0.0,0.157,1.078,0.077,0.341
Dejounte Murray,0.098,0.776,0.215,1.15,0.297,0.764,0.0,0.0,0.0,0.0,0.225,0.968,0.02,0.786,0.026,1.111,0.0,0.0,0.05,0.971,0.057,0.538
Delon Wright,0.063,0.968,0.217,1.131,0.303,0.926,0.0,0.0,0.0,0.0,0.205,0.99,0.053,0.5,0.039,1.368,0.0,0.0,0.059,1.069,0.047,0.522
Dennis Schroder,0.096,1.017,0.144,1.052,0.384,0.839,0.0,0.0,0.0,0.0,0.205,1.122,0.069,1.024,0.02,1.542,0.034,1.22,0.0,0.0,0.04,0.854
Dennis Smith Jr.,0.116,0.824,0.168,0.612,0.401,0.444,0.0,0.0,0.0,0.0,0.113,0.818,0.062,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.294
Denzel Valentine,0.038,0.5,0.139,0.541,0.32,0.953,0.0,0.0,0.0,0.0,0.278,1.311,0.12,0.563,0.0,0.0,0.053,0.857,0.0,0.0,0.0,0.0
Derrick Favors,0.0,0.0,0.071,1.407,0.0,0.0,0.272,1.165,0.042,0.938,0.034,0.538,0.0,0.0,0.28,1.245,0.0,0.0,0.222,1.143,0.069,0.192
Derrick Jones Jr.,0.0,0.0,0.217,1.506,0.025,0.4,0.07,1.607,0.0,0.0,0.327,0.809,0.0,0.0,0.187,1.427,0.0,0.0,0.08,1.031,0.062,0.56
Derrick Rose,0.084,1.077,0.158,1.041,0.552,0.936,0.0,0.0,0.0,0.0,0.086,1.038,0.034,0.875,0.014,1.077,0.025,1.087,0.012,1.091,0.034,0.594
Derrick Walton Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548,1.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derrick White,0.029,0.889,0.175,1.074,0.325,1.02,0.0,0.0,0.0,0.0,0.28,1.029,0.039,1.292,0.019,1.333,0.032,0.95,0.024,1.0,0.058,0.583
Devin Booker,0.109,0.941,0.192,1.189,0.264,0.902,0.008,0.615,0.054,0.928,0.081,0.984,0.085,0.985,0.046,1.639,0.096,1.06,0.008,1.0,0.057,0.886
Devonte' Graham,0.079,0.694,0.142,1.051,0.45,0.898,0.0,0.0,0.0,0.0,0.137,1.182,0.067,0.771,0.012,1.133,0.06,0.867,0.01,0.667,0.036,0.622
Dewayne Dedmon,0.0,0.0,0.113,1.545,0.0,0.0,0.296,0.868,0.043,1.0,0.247,0.708,0.0,0.0,0.13,1.3,0.0,0.0,0.13,1.0,0.143,0.152
Dillon Brooks,0.045,0.653,0.186,1.034,0.226,0.863,0.0,0.0,0.017,0.632,0.212,1.004,0.134,0.891,0.021,1.043,0.089,0.929,0.029,1.063,0.034,0.405
Domantas Sabonis,0.01,0.5,0.063,1.055,0.0,0.0,0.303,1.109,0.171,0.914,0.106,0.836,0.0,0.0,0.154,1.192,0.0,0.0,0.11,1.087,0.08,0.457
Donovan Mitchell,0.075,0.913,0.129,0.894,0.483,0.944,0.0,0.0,0.0,0.0,0.143,1.132,0.062,1.2,0.01,1.625,0.037,1.07,0.018,1.185,0.035,0.811
Donte DiVincenzo,0.038,0.905,0.252,1.099,0.188,0.848,0.0,0.0,0.0,0.0,0.206,0.991,0.079,1.205,0.075,1.357,0.034,1.0,0.047,0.885,0.068,0.395
Dorian Finney-Smith,0.0,0.0,0.183,1.243,0.039,0.818,0.075,0.857,0.0,0.0,0.426,1.013,0.0,0.0,0.078,1.5,0.03,1.0,0.11,1.048,0.03,0.824
Doug McDermott,0.0,0.0,0.121,1.439,0.0,0.0,0.0,0.0,0.0,0.0,0.213,1.233,0.231,0.937,0.088,1.438,0.264,1.215,0.029,1.313,0.035,0.211
Dragan Bender,0.0,0.0,0.0,0.0,0.0,0.0,0.194,1.444,0.0,0.0,0.344,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.545,0.108,0.1
Draymond Green,0.031,0.714,0.149,0.881,0.084,0.605,0.084,0.763,0.089,0.65,0.311,0.793,0.022,0.6,0.073,1.0,0.0,0.0,0.0,0.0,0.118,0.509
Duncan Robinson,0.0,0.0,0.109,1.453,0.023,1.625,0.02,1.143,0.0,0.0,0.333,1.222,0.225,1.348,0.042,1.655,0.188,1.085,0.0,0.0,0.055,0.579
Dwayne Bacon,0.073,0.727,0.218,0.864,0.165,0.52,0.0,0.0,0.033,0.9,0.267,0.778,0.096,0.828,0.0,0.0,0.069,0.619,0.033,1.0,0.033,0.2
Dwight Howard,0.0,0.0,0.061,1.36,0.0,0.0,0.093,1.289,0.093,1.105,0.0,0.0,0.0,0.0,0.284,1.388,0.0,0.0,0.277,1.301,0.167,0.265
Dwight Powell,0.0,0.0,0.063,1.45,0.0,0.0,0.27,1.353,0.0,0.0,0.2,0.857,0.0,0.0,0.26,1.366,0.0,0.0,0.089,1.25,0.089,0.679
Dzanan Musa,0.053,1.0,0.179,0.882,0.179,0.588,0.0,0.0,0.0,0.0,0.332,0.73,0.0,0.0,0.0,0.0,0.068,0.615,0.068,0.615,0.068,0.769
E'Twaun Moore,0.05,0.87,0.17,0.924,0.14,0.738,0.0,0.0,0.0,0.0,0.289,1.201,0.069,0.469,0.0,0.0,0.168,0.795,0.032,1.067,0.037,0.529
Ed Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.313,0.0,0.0,0.231,1.333,0.212,0.182
Edmond Sumner,0.0,0.0,0.279,1.211,0.221,0.633,0.0,0.0,0.0,0.0,0.279,0.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elfrid Payton,0.038,0.773,0.152,0.839,0.484,0.726,0.0,0.0,0.0,0.0,0.129,0.649,0.058,1.121,0.035,1.5,0.0,0.0,0.042,1.208,0.056,0.406
Elie Okobo,0.06,0.4,0.177,1.205,0.274,0.544,0.0,0.0,0.0,0.0,0.306,1.053,0.052,1.308,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.478
Emmanuel Mudiay,0.054,0.762,0.191,0.905,0.354,0.942,0.0,0.0,0.028,0.909,0.23,1.011,0.047,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.294
Enes Kanter,0.0,0.0,0.049,1.4,0.0,0.0,0.108,1.136,0.227,1.0,0.032,0.308,0.0,0.0,0.187,1.329,0.0,0.0,0.313,1.031,0.074,0.333
Eric Bledsoe,0.093,1.098,0.301,1.049,0.287,0.98,0.0,0.0,0.0,0.0,0.126,0.982,0.041,0.861,0.033,1.207,0.027,0.708,0.018,1.063,0.065,0.596
Eric Gordon,0.091,1.064,0.192,0.929,0.13,1.06,0.027,1.0,0.0,0.0,0.313,0.863,0.085,0.864,0.027,0.857,0.074,1.211,0.0,0.0,0.049,0.92
Eric Paschall,0.137,0.982,0.146,1.083,0.044,1.139,0.046,1.184,0.093,1.065,0.254,0.933,0.042,0.543,0.099,1.402,0.044,0.917,0.056,1.13,0.039,0.438
Ersan Ilyasova,0.0,0.0,0.152,1.352,0.0,0.0,0.171,1.131,0.034,0.5,0.25,0.955,0.031,1.091,0.135,1.417,0.031,0.909,0.112,0.925,0.07,0.64
Evan Fournier,0.04,0.791,0.131,1.199,0.324,0.948,0.0,0.0,0.0,0.0,0.171,1.174,0.115,1.016,0.033,1.667,0.135,1.103,0.0,0.0,0.036,0.667
Evan Turner,0.0,0.0,0.143,0.786,0.255,0.4,0.0,0.0,0.0,0.0,0.245,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Jackson,0.04,1.077,0.152,0.96,0.241,0.658,0.0,0.0,0.0,0.0,0.32,0.924,0.061,0.85,0.0,0.0,0.079,0.846,0.03,0.5,0.046,0.867
Frank Kaminsky,0.0,0.0,0.057,0.85,0.0,0.0,0.236,1.0,0.091,0.938,0.293,1.078,0.0,0.0,0.177,1.065,0.031,1.273,0.034,1.417,0.054,0.368
Frank Ntilikina,0.04,0.824,0.145,0.839,0.386,0.758,0.0,0.0,0.0,0.0,0.245,0.933,0.07,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.621
Fred VanVleet,0.077,0.779,0.243,1.102,0.325,0.833,0.0,0.0,0.0,0.0,0.166,1.041,0.044,0.487,0.014,1.583,0.065,1.281,0.0,0.0,0.057,0.84
Furkan Korkmaz,0.0,0.0,0.152,1.256,0.111,0.742,0.051,0.967,0.0,0.0,0.359,1.211,0.132,0.705,0.042,1.44,0.088,1.077,0.019,1.091,0.034,0.45
