PLAYER_NAME,iso_freq,iso_ppp,tr_freq,tr_ppp,prb_freq,prb_ppp,prr_freq,prr_ppp,pu_freq,pu_ppp,su_freq,su_ppp,ho_freq,ho_ppp,cut_freq,cut_ppp,os_freq,os_ppp,putback_freq,putback_ppp,misc_freq,misc_ppp
Alex Poythress,0.0,0.0,0.197,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.393,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Ajinca,0.0,0.0,0.07,0.813,0.0,0.0,0.254,1.069,0.053,0.417,0.11,0.8,0.0,0.0,0.289,1.167,0.0,0.0,0.101,1.0,0.096,0.136
Allen Crabbe,0.016,0.75,0.166,1.278,0.045,0.794,0.017,1.308,0.0,0.0,0.353,1.228,0.096,0.89,0.051,1.41,0.22,0.958,0.0,0.0,0.028,0.571
Amir Johnson,0.026,0.769,0.093,1.065,0.0,0.0,0.166,1.073,0.067,0.818,0.128,1.143,0.0,0.0,0.285,1.376,0.0,0.0,0.126,1.161,0.103,0.176
Andre Drummond,0.035,0.581,0.081,1.204,0.0,0.0,0.122,1.061,0.275,0.734,0.012,0.214,0.0,0.0,0.153,1.215,0.0,0.0,0.231,1.018,0.09,0.373
Andre Iguodala,0.06,0.742,0.246,1.211,0.044,0.783,0.0,0.0,0.029,0.933,0.315,1.183,0.023,0.917,0.121,1.492,0.033,0.706,0.029,1.333,0.092,0.667
Andre Roberson,0.0,0.0,0.225,1.102,0.035,0.3,0.02,1.455,0.0,0.0,0.317,0.754,0.039,0.909,0.181,1.284,0.0,0.0,0.096,0.889,0.073,0.415
Andrew Bogut,0.0,0.0,0.0,0.0,0.0,0.0,0.117,1.067,0.094,0.833,0.0,0.0,0.0,0.0,0.203,0.923,0.0,0.0,0.227,0.828,0.336,0.116
Andrew Harrison,0.119,0.859,0.117,1.0,0.393,0.777,0.0,0.0,0.0,0.0,0.21,0.77,0.024,0.692,0.026,1.357,0.022,0.333,0.0,0.0,0.073,0.385
Andrew Wiggins,0.1,0.744,0.107,1.304,0.321,0.827,0.013,1.16,0.113,0.871,0.129,0.965,0.061,1.008,0.046,1.424,0.044,0.966,0.033,1.323,0.034,0.791
Anthony Bennett,0.0,0.0,0.108,1.077,0.0,0.0,0.133,1.313,0.0,0.0,0.342,0.537,0.0,0.0,0.1,1.0,0.0,0.0,0.142,1.471,0.0,0.0
Anthony Brown,0.0,0.0,0.283,0.846,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Davis,0.097,0.874,0.093,1.207,0.01,0.737,0.245,1.101,0.155,0.902,0.124,0.927,0.023,1.489,0.065,1.426,0.072,0.894,0.066,1.336,0.05,0.768
Anthony Morrow,0.0,0.0,0.154,0.946,0.041,0.6,0.0,0.0,0.0,0.0,0.465,0.946,0.104,1.0,0.0,0.0,0.075,1.167,0.0,0.0,0.054,0.692
Anthony Tolliver,0.0,0.0,0.106,1.064,0.0,0.0,0.108,1.063,0.038,1.059,0.479,1.132,0.0,0.0,0.077,1.294,0.041,1.0,0.041,0.944,0.088,0.487
Archie Goodwin,0.0,0.0,0.18,1.25,0.303,1.0,0.0,0.0,0.0,0.0,0.27,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,0.0,0.0,0.061,1.348,0.0,0.0,0.239,1.156,0.125,0.83,0.037,0.286,0.0,0.0,0.207,1.218,0.0,0.0,0.221,0.928,0.109,0.366
Arron Afflalo,0.082,0.805,0.102,1.02,0.08,0.7,0.0,0.0,0.116,1.207,0.326,1.153,0.052,0.885,0.044,1.136,0.132,0.879,0.0,0.0,0.054,0.778
Austin Rivers,0.194,0.944,0.131,0.975,0.335,0.955,0.0,0.0,0.0,0.0,0.197,1.126,0.071,0.848,0.019,1.111,0.013,0.25,0.0,0.0,0.034,0.219
Avery Bradley,0.051,0.63,0.13,0.957,0.192,0.832,0.0,0.0,0.0,0.0,0.167,1.152,0.145,0.84,0.09,1.42,0.131,1.008,0.044,1.15,0.044,0.85
Ben McLemore,0.025,0.308,0.179,1.258,0.129,0.687,0.0,0.0,0.0,0.0,0.265,1.101,0.071,0.703,0.069,1.333,0.171,0.742,0.019,0.6,0.06,0.516
Beno Udrih,0.0,0.0,0.086,0.952,0.608,0.906,0.0,0.0,0.0,0.0,0.11,1.148,0.073,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.467
Bismack Biyombo,0.0,0.0,0.072,1.179,0.0,0.0,0.25,0.971,0.087,0.872,0.0,0.0,0.0,0.0,0.308,1.072,0.0,0.0,0.138,0.867,0.131,0.282
Blake Griffin,0.107,0.914,0.141,1.257,0.072,1.043,0.148,0.99,0.188,0.927,0.155,0.936,0.0,0.0,0.061,1.388,0.026,0.5,0.051,1.254,0.044,0.544
Bobby Portis,0.03,0.462,0.105,1.283,0.0,0.0,0.139,0.721,0.091,0.85,0.358,1.076,0.0,0.0,0.075,1.121,0.0,0.0,0.118,1.365,0.059,0.423
Bojan Bogdanovic,0.099,0.868,0.188,1.083,0.16,0.894,0.0,0.0,0.013,1.0,0.219,1.006,0.083,1.281,0.07,1.148,0.26,1.114,0.019,1.467,0.056,1.529
Boris Diaw,0.049,0.81,0.06,1.115,0.058,0.68,0.109,0.553,0.176,0.816,0.352,0.836,0.0,0.0,0.063,0.963,0.0,0.0,0.042,1.056,0.063,0.185
Bradley Beal,0.083,0.917,0.172,1.344,0.225,0.97,0.0,0.0,0.006,1.3,0.136,1.188,0.048,0.974,0.039,1.286,0.224,0.978,0.016,1.115,0.047,1.026
Brandan Wright,0.0,0.0,0.082,1.462,0.0,0.0,0.333,1.226,0.063,0.9,0.0,0.0,0.0,0.0,0.308,1.388,0.0,0.0,0.088,1.214,0.0,0.0
Brandon Bass,0.051,0.615,0.091,1.826,0.0,0.0,0.257,1.2,0.213,1.13,0.083,0.762,0.0,0.0,0.13,1.515,0.0,0.0,0.123,1.032,0.051,0.538
Brandon Ingram,0.147,0.788,0.138,0.823,0.215,0.591,0.0,0.0,0.069,0.935,0.22,0.929,0.051,0.913,0.048,1.116,0.023,1.238,0.031,1.214,0.049,0.5
Brandon Jennings,0.077,1.022,0.215,0.961,0.433,0.751,0.0,0.0,0.0,0.0,0.145,0.907,0.042,0.84,0.019,0.909,0.0,0.0,0.0,0.0,0.047,0.643
Brandon Knight,0.099,0.926,0.171,1.145,0.433,0.798,0.0,0.0,0.0,0.0,0.143,0.878,0.05,0.735,0.016,0.727,0.028,0.684,0.015,0.8,0.047,0.719
Brandon Rush,0.0,0.0,0.206,1.043,0.0,0.0,0.0,0.0,0.0,0.0,0.552,0.919,0.045,0.1,0.0,0.0,0.054,1.75,0.0,0.0,0.058,0.077
Brian Roberts,0.115,0.316,0.091,0.933,0.376,0.758,0.0,0.0,0.0,0.0,0.2,1.364,0.073,1.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Briante Weber,0.0,0.0,0.175,0.6,0.298,0.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,1.4,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,0.06,0.889,0.063,1.253,0.0,0.0,0.167,1.076,0.27,0.968,0.209,1.019,0.016,1.167,0.06,1.319,0.043,0.769,0.06,1.167,0.048,0.514
Buddy Hield,0.095,0.857,0.246,0.9,0.204,1.0,0.0,0.0,0.0,0.0,0.303,1.125,0.057,1.033,0.033,1.167,0.093,1.059,0.0,0.0,0.052,1.105
C.J. Watson,0.062,0.95,0.238,1.039,0.211,0.662,0.0,0.0,0.0,0.0,0.214,0.971,0.056,0.944,0.053,1.0,0.074,0.583,0.0,0.0,0.071,0.565
CJ McCollum,0.098,0.982,0.13,1.143,0.35,0.939,0.0,0.0,0.0,0.0,0.13,1.209,0.092,1.113,0.026,1.333,0.117,1.089,0.012,1.25,0.04,0.743
CJ Miles,0.0,0.0,0.163,1.231,0.036,0.846,0.034,0.917,0.0,0.0,0.328,1.345,0.071,0.882,0.02,1.429,0.26,0.882,0.027,1.684,0.041,0.586
Cameron Payne,0.074,0.545,0.128,0.474,0.459,0.618,0.0,0.0,0.0,0.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caris LeVert,0.081,0.923,0.225,1.213,0.202,0.876,0.0,0.0,0.0,0.0,0.308,0.953,0.067,0.938,0.029,1.071,0.042,0.6,0.0,0.0,0.035,0.588
Carmelo Anthony,0.231,0.987,0.077,0.916,0.168,0.803,0.025,0.905,0.167,0.919,0.152,1.233,0.03,0.647,0.024,1.293,0.056,1.0,0.029,0.959,0.042,0.732
Chandler Parsons,0.06,0.5,0.117,1.323,0.181,0.583,0.0,0.0,0.064,0.941,0.332,0.807,0.06,0.313,0.0,0.0,0.094,0.8,0.0,0.0,0.038,0.4
Channing Frye,0.017,0.9,0.102,1.145,0.0,0.0,0.173,1.133,0.078,0.957,0.398,1.274,0.0,0.0,0.061,1.514,0.063,0.974,0.035,0.476,0.064,0.359
Chasson Randle,0.0,0.0,0.149,1.067,0.297,0.5,0.0,0.0,0.0,0.0,0.208,0.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheick Diallo,0.0,0.0,0.0,0.0,0.0,0.0,0.141,1.077,0.141,0.923,0.141,0.769,0.0,0.0,0.141,1.231,0.0,0.0,0.163,1.2,0.0,0.0
Chris Paul,0.175,1.093,0.14,1.144,0.447,0.961,0.0,0.0,0.03,1.129,0.09,1.096,0.027,0.821,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.987
Clint Capela,0.022,0.375,0.136,1.131,0.0,0.0,0.28,1.142,0.033,1.042,0.0,0.0,0.0,0.0,0.299,1.385,0.0,0.0,0.144,1.067,0.071,0.442
Cody Zeller,0.025,1.0,0.088,1.5,0.0,0.0,0.331,1.051,0.017,1.1,0.093,0.618,0.0,0.0,0.212,1.32,0.025,0.933,0.092,1.315,0.1,0.424
Corey Brewer,0.0,0.0,0.338,1.157,0.043,1.0,0.0,0.0,0.0,0.0,0.396,0.818,0.076,0.857,0.101,1.286,0.0,0.0,0.0,0.0,0.073,1.364
Cory Joseph,0.084,1.058,0.122,1.099,0.451,0.801,0.0,0.0,0.0,0.0,0.221,0.89,0.021,0.647,0.0,0.0,0.024,1.3,0.017,1.0,0.048,0.675
Courtney Lee,0.076,1.048,0.167,1.279,0.156,0.835,0.0,0.0,0.0,0.0,0.289,0.97,0.097,0.937,0.028,1.435,0.117,0.958,0.027,1.0,0.038,0.935
Cristiano Felicio,0.0,0.0,0.082,1.375,0.0,0.0,0.276,1.123,0.044,0.538,0.092,0.778,0.0,0.0,0.156,1.348,0.0,0.0,0.269,1.165,0.068,0.4
D'Angelo Russell,0.078,0.955,0.123,0.928,0.396,0.76,0.0,0.0,0.048,0.87,0.115,0.984,0.091,1.088,0.023,1.385,0.052,0.983,0.011,1.25,0.06,0.471
D.J. Augustin,0.046,0.742,0.146,0.879,0.4,0.937,0.0,0.0,0.0,0.0,0.183,1.04,0.075,0.941,0.0,0.0,0.075,0.98,0.0,0.0,0.056,0.184
Damian Lillard,0.158,1.053,0.094,1.18,0.434,1.018,0.0,0.0,0.0,0.0,0.066,1.119,0.095,0.956,0.036,1.319,0.065,0.96,0.011,1.048,0.038,0.944
Danilo Gallinari,0.128,0.969,0.131,1.115,0.106,1.057,0.033,1.182,0.115,1.2,0.264,1.156,0.08,0.95,0.053,1.642,0.043,1.116,0.021,1.143,0.024,1.0
Danny Green,0.0,0.0,0.207,0.793,0.065,0.743,0.0,0.0,0.0,0.0,0.458,1.033,0.047,0.72,0.022,1.333,0.086,1.239,0.037,0.95,0.067,0.361
Dante Cunningham,0.0,0.0,0.176,1.254,0.0,0.0,0.047,1.789,0.0,0.0,0.481,1.046,0.0,0.0,0.146,1.085,0.0,0.0,0.074,0.933,0.037,0.133
Dante Exum,0.071,0.912,0.152,1.068,0.252,0.777,0.0,0.0,0.0,0.0,0.329,0.873,0.04,0.526,0.048,1.348,0.035,0.882,0.031,0.667,0.038,0.278
Dario Saric,0.111,0.739,0.151,0.945,0.051,0.468,0.094,0.842,0.084,0.812,0.272,0.869,0.017,0.95,0.063,1.25,0.051,0.581,0.059,1.239,0.048,0.534
Darrell Arthur,0.0,0.0,0.114,1.172,0.0,0.0,0.263,0.985,0.0,0.0,0.396,1.139,0.0,0.0,0.039,1.7,0.0,0.0,0.039,0.9,0.067,0.118
Darren Collison,0.089,0.937,0.171,1.099,0.359,0.856,0.0,0.0,0.0,0.0,0.168,1.107,0.072,0.984,0.043,1.158,0.037,1.394,0.0,0.0,0.052,0.674
David Lee,0.053,1.0,0.095,1.308,0.0,0.0,0.173,1.042,0.133,0.904,0.073,0.825,0.0,0.0,0.231,1.276,0.0,0.0,0.162,1.146,0.066,0.25
David Nwaba,0.0,0.0,0.284,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.905,0.0,0.0,0.138,1.267,0.0,0.0,0.11,1.667,0.0,0.0
David West,0.0,0.0,0.067,0.875,0.0,0.0,0.157,0.893,0.233,0.795,0.174,1.032,0.0,0.0,0.157,1.321,0.034,1.0,0.048,1.0,0.096,0.088
Davis Bertans,0.0,0.0,0.147,1.0,0.0,0.0,0.086,0.708,0.0,0.0,0.493,1.19,0.0,0.0,0.047,1.538,0.079,1.182,0.0,0.0,0.072,0.3
DeAndre Jordan,0.0,0.0,0.067,1.542,0.0,0.0,0.195,1.52,0.106,0.882,0.0,0.0,0.0,0.0,0.217,1.416,0.0,0.0,0.248,1.051,0.158,0.529
DeAndre Liggins,0.057,0.636,0.249,0.854,0.119,0.522,0.0,0.0,0.0,0.0,0.358,0.812,0.0,0.0,0.067,0.846,0.0,0.0,0.0,0.0,0.078,0.6
DeMar DeRozan,0.171,1.023,0.088,1.261,0.409,0.967,0.0,0.0,0.09,1.133,0.069,0.95,0.049,0.808,0.008,1.25,0.072,0.778,0.017,0.941,0.026,0.75
DeMarcus Cousins,0.152,0.843,0.084,1.015,0.012,1.222,0.152,0.954,0.209,0.936,0.191,1.01,0.01,1.267,0.03,1.217,0.043,1.045,0.052,1.21,0.066,0.66
DeMarre Carroll,0.036,0.708,0.261,1.093,0.044,0.724,0.0,0.0,0.0,0.0,0.432,0.912,0.0,0.0,0.055,1.194,0.055,0.833,0.05,1.152,0.043,0.643
Delon Wright,0.084,0.786,0.181,1.033,0.47,0.91,0.0,0.0,0.0,0.0,0.127,1.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Schroder,0.111,0.931,0.111,0.879,0.505,0.838,0.0,0.0,0.0,0.0,0.102,1.23,0.045,0.915,0.011,0.944,0.045,1.028,0.008,1.077,0.06,0.484
Denzel Valentine,0.0,0.0,0.207,0.845,0.163,0.464,0.0,0.0,0.0,0.0,0.382,0.947,0.131,0.933,0.0,0.0,0.029,0.9,0.0,0.0,0.038,1.0
Deron Williams,0.129,0.693,0.071,0.976,0.359,0.899,0.0,0.0,0.05,1.034,0.133,1.0,0.045,0.962,0.022,1.077,0.124,1.014,0.0,0.0,0.064,0.324
Derrick Favors,0.0,0.0,0.027,1.0,0.0,0.0,0.256,0.963,0.177,0.892,0.118,0.758,0.0,0.0,0.24,1.056,0.0,0.0,0.099,1.0,0.046,0.208
Derrick Jones Jr.,0.0,0.0,0.301,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.889,0.0,0.0,0.216,1.364,0.0,0.0,0.176,1.333,0.0,0.0
Derrick Rose,0.117,0.882,0.17,1.115,0.389,0.904,0.0,0.0,0.0,0.0,0.123,0.801,0.045,1.054,0.045,1.073,0.031,1.026,0.026,1.219,0.048,0.525
Derrick Williams,0.0,0.0,0.245,1.559,0.0,0.0,0.191,0.758,0.0,0.0,0.367,1.039,0.0,0.0,0.116,1.05,0.0,0.0,0.064,0.909,0.0,0.0
Devin Booker,0.13,0.938,0.202,1.13,0.267,0.778,0.0,0.0,0.054,1.01,0.101,1.069,0.047,0.598,0.019,1.0,0.119,0.887,0.016,0.966,0.043,0.658
Devin Harris,0.073,1.03,0.202,0.891,0.18,0.817,0.0,0.0,0.0,0.0,0.288,1.122,0.044,0.8,0.055,1.4,0.077,1.0,0.0,0.0,0.073,0.515
Dewayne Dedmon,0.0,0.0,0.07,1.24,0.0,0.0,0.267,1.146,0.036,0.462,0.0,0.0,0.0,0.0,0.279,1.28,0.0,0.0,0.214,1.182,0.103,0.27
Dion Waiters,0.217,0.855,0.148,1.074,0.279,0.722,0.0,0.0,0.0,0.0,0.208,1.123,0.052,0.651,0.0,0.0,0.045,0.946,0.0,0.0,0.033,0.481
Dirk Nowitzki,0.036,0.929,0.073,0.964,0.0,0.0,0.28,0.958,0.213,0.945,0.247,1.153,0.0,0.0,0.026,1.3,0.053,0.561,0.02,0.8,0.038,0.552
Domantas Sabonis,0.022,0.846,0.132,1.038,0.0,0.0,0.217,0.859,0.159,0.649,0.288,0.847,0.0,0.0,0.096,0.825,0.0,0.0,0.037,0.5,0.037,0.091
Donatas Motiejunas,0.0,0.0,0.106,1.35,0.0,0.0,0.201,0.737,0.111,1.048,0.212,0.45,0.0,0.0,0.185,0.771,0.0,0.0,0.069,1.0,0.106,0.5
Dorian Finney-Smith,0.029,0.333,0.13,0.943,0.047,0.526,0.0,0.0,0.0,0.0,0.521,0.858,0.0,0.0,0.071,1.552,0.044,0.389,0.052,0.857,0.069,0.536
Doug McDermott,0.0,0.0,0.181,0.923,0.032,1.0,0.0,0.0,0.044,1.158,0.287,1.008,0.081,0.914,0.097,1.167,0.204,1.034,0.0,0.0,0.042,1.0
Dragan Bender,0.0,0.0,0.159,1.161,0.0,0.0,0.056,0.273,0.0,0.0,0.441,0.814,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.933,0.062,0.167
Draymond Green,0.027,0.44,0.186,0.937,0.05,0.596,0.088,0.829,0.075,0.643,0.252,0.945,0.0,0.0,0.111,1.279,0.035,0.727,0.06,0.821,0.106,0.202
Dwight Howard,0.011,0.636,0.046,1.089,0.0,0.0,0.101,1.184,0.28,0.838,0.028,0.63,0.0,0.0,0.21,1.358,0.0,0.0,0.219,1.235,0.104,0.356
Dwight Powell,0.021,0.5,0.063,1.533,0.0,0.0,0.385,1.159,0.0,0.0,0.144,0.853,0.0,0.0,0.207,1.337,0.049,0.565,0.044,1.429,0.074,0.514
Dwyane Wade,0.12,0.884,0.154,1.048,0.33,0.893,0.0,0.0,0.107,0.915,0.099,0.835,0.048,0.672,0.031,1.105,0.039,0.875,0.03,0.865,0.036,0.523
E'Twaun Moore,0.041,0.897,0.192,1.124,0.206,0.891,0.0,0.0,0.017,0.917,0.287,1.024,0.049,1.143,0.029,1.19,0.112,0.7,0.022,1.5,0.046,0.636
Ed Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.889,0.0,0.0,0.0,0.0,0.0,0.0,0.283,1.161,0.0,0.0,0.251,1.073,0.137,0.267
Elfrid Payton,0.081,0.844,0.22,1.054,0.375,0.814,0.0,0.0,0.0,0.0,0.147,0.855,0.031,0.946,0.031,0.972,0.009,1.182,0.045,1.113,0.059,0.551
Emmanuel Mudiay,0.063,0.894,0.194,0.807,0.288,0.727,0.0,0.0,0.021,0.875,0.211,0.835,0.087,0.862,0.052,1.051,0.023,1.0,0.02,0.467,0.04,0.5
Enes Kanter,0.038,0.811,0.08,1.278,0.0,0.0,0.188,1.135,0.3,1.02,0.068,0.627,0.0,0.0,0.1,1.122,0.015,1.067,0.17,1.138,0.042,0.707
Eric Bledsoe,0.094,0.846,0.198,0.962,0.456,0.986,0.0,0.0,0.01,0.8,0.111,1.063,0.03,0.814,0.013,1.579,0.016,0.783,0.013,1.316,0.059,0.506
Eric Gordon,0.082,1.02,0.213,1.113,0.187,0.898,0.0,0.0,0.0,0.0,0.285,1.02,0.09,0.926,0.017,1.4,0.081,1.082,0.009,1.0,0.029,0.686
Ersan Ilyasova,0.019,0.6,0.19,1.3,0.028,0.182,0.118,0.699,0.075,0.881,0.284,1.013,0.02,0.688,0.073,1.397,0.059,1.191,0.077,0.869,0.057,0.533
Evan Fournier,0.041,1.021,0.151,1.128,0.241,0.923,0.0,0.0,0.0,0.0,0.156,0.995,0.112,0.939,0.037,1.386,0.187,0.977,0.018,0.81,0.054,0.578
Evan Turner,0.122,0.929,0.129,0.878,0.263,0.82,0.0,0.0,0.092,1.109,0.185,0.814,0.06,0.786,0.024,1.059,0.036,0.36,0.03,1.333,0.056,0.308
Frank Kaminsky,0.042,0.85,0.054,0.98,0.011,0.4,0.216,1.054,0.12,0.841,0.344,0.914,0.012,0.364,0.075,1.183,0.047,1.0,0.031,1.241,0.049,0.283
Garrett Temple,0.048,0.885,0.196,1.21,0.188,0.653,0.0,0.0,0.0,0.0,0.292,0.975,0.061,0.697,0.06,1.25,0.065,0.971,0.024,0.769,0.058,0.419
Gary Harris,0.029,0.773,0.187,1.375,0.124,0.811,0.0,0.0,0.0,0.0,0.248,1.209,0.143,0.773,0.122,1.394,0.079,0.951,0.031,1.125,0.036,0.75
Gary Payton II,0.0,0.0,0.0,0.0,0.324,0.909,0.0,0.0,0.0,0.0,0.294,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Hill,0.078,0.867,0.084,1.4,0.422,1.003,0.0,0.0,0.0,0.0,0.193,1.02,0.08,1.29,0.032,1.56,0.038,1.276,0.0,0.0,0.049,0.632
Georgios Papagiannis,0.0,0.0,0.0,0.0,0.0,0.0,0.165,1.273,0.286,0.684,0.0,0.0,0.0,0.0,0.226,1.2,0.0,0.0,0.158,1.429,0.098,0.154
Gerald Green,0.055,0.533,0.136,0.784,0.151,0.659,0.0,0.0,0.0,0.0,0.279,0.974,0.077,1.476,0.059,1.063,0.132,1.111,0.044,1.25,0.0,0.0
Gerald Henderson,0.064,0.841,0.171,1.12,0.161,0.745,0.0,0.0,0.045,0.903,0.218,1.02,0.126,0.965,0.07,1.167,0.069,0.809,0.023,0.938,0.053,0.861
Giannis Antetokounmpo,0.127,0.773,0.217,1.281,0.177,0.811,0.038,1.433,0.086,0.934,0.103,0.951,0.026,0.826,0.097,1.5,0.014,0.6,0.052,1.228,0.062,0.664
Glenn Robinson III,0.0,0.0,0.21,1.151,0.073,0.467,0.0,0.0,0.0,0.0,0.311,1.047,0.061,1.08,0.098,1.3,0.125,1.0,0.056,0.913,0.056,0.609
Goran Dragic,0.076,1.018,0.185,1.201,0.43,0.926,0.009,0.538,0.0,0.0,0.137,0.961,0.061,0.967,0.02,1.2,0.02,0.933,0.019,0.714,0.038,0.714
Gordon Hayward,0.074,0.824,0.102,1.38,0.286,0.981,0.0,0.0,0.031,0.848,0.134,1.143,0.115,0.899,0.091,1.436,0.112,1.122,0.014,1.0,0.036,0.83
Gorgui Dieng,0.015,1.077,0.097,1.159,0.0,0.0,0.187,1.057,0.074,0.839,0.234,0.985,0.0,0.0,0.19,1.131,0.0,0.0,0.101,0.906,0.097,0.39
Greg Monroe,0.06,0.793,0.075,1.274,0.0,0.0,0.115,1.234,0.306,0.899,0.058,0.696,0.01,1.2,0.181,1.291,0.0,0.0,0.114,0.973,0.071,0.246
Harrison Barnes,0.245,0.932,0.058,0.966,0.04,0.738,0.082,1.048,0.178,0.993,0.148,1.076,0.008,1.083,0.042,1.563,0.145,0.936,0.019,1.448,0.034,0.865
Hassan Whiteside,0.045,0.793,0.038,1.02,0.0,0.0,0.158,1.196,0.262,0.819,0.03,0.949,0.0,0.0,0.182,1.272,0.0,0.0,0.2,1.136,0.077,0.566
Hollis Thompson,0.0,0.0,0.157,0.679,0.0,0.0,0.0,0.0,0.0,0.0,0.472,0.952,0.101,1.111,0.073,1.692,0.062,0.909,0.0,0.0,0.0,0.0
Ian Clark,0.035,0.556,0.167,1.093,0.175,0.811,0.0,0.0,0.0,0.0,0.226,1.112,0.051,1.385,0.123,1.381,0.148,1.013,0.0,0.0,0.058,0.433
Ian Mahinmi,0.0,0.0,0.067,1.083,0.0,0.0,0.2,1.083,0.122,1.091,0.0,0.0,0.0,0.0,0.239,1.256,0.0,0.0,0.15,1.074,0.144,0.231
Iman Shumpert,0.107,0.969,0.192,1.06,0.181,0.855,0.0,0.0,0.0,0.0,0.383,0.957,0.023,0.857,0.0,0.0,0.031,0.421,0.0,0.0,0.049,0.533
Isaiah Canaan,0.091,0.684,0.212,1.045,0.212,0.795,0.0,0.0,0.0,0.0,0.284,1.017,0.077,0.75,0.0,0.0,0.058,0.583,0.0,0.0,0.0,0.0
Isaiah Thomas,0.091,1.124,0.158,1.162,0.344,1.042,0.0,0.0,0.0,0.0,0.138,1.222,0.111,1.056,0.013,0.96,0.087,1.148,0.01,1.3,0.045,0.954
Isaiah Whitehead,0.083,0.466,0.191,1.03,0.34,0.584,0.0,0.0,0.0,0.0,0.214,0.98,0.034,0.75,0.027,1.158,0.021,0.667,0.021,1.133,0.068,0.5
Ish Smith,0.057,0.885,0.236,0.907,0.466,0.851,0.0,0.0,0.0,0.0,0.143,0.754,0.038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.381
Ivica Zubac,0.0,0.0,0.076,1.0,0.0,0.0,0.277,1.063,0.145,0.976,0.038,1.273,0.0,0.0,0.249,1.069,0.0,0.0,0.104,1.0,0.069,0.25
