PLAYER_NAME,iso_freq,iso_ppp,tr_freq,tr_ppp,prb_freq,prb_ppp,prr_freq,prr_ppp,pu_freq,pu_ppp,su_freq,su_ppp,ho_freq,ho_ppp,cut_freq,cut_ppp,os_freq,os_ppp,putback_freq,putback_ppp,misc_freq,misc_ppp
Alex Caruso,0.0,0.0,0.195,0.97,0.302,0.784,0.0,0.0,0.0,0.0,0.166,0.786,0.0,0.0,0.083,1.429,0.0,0.0,0.0,0.0,0.101,0.471
Alex Len,0.018,1.0,0.057,1.281,0.0,0.0,0.211,1.22,0.129,0.903,0.039,0.545,0.0,0.0,0.213,1.37,0.0,0.0,0.22,1.073,0.109,0.311
Allen Crabbe,0.031,1.069,0.149,1.028,0.068,0.641,0.0,0.0,0.0,0.0,0.305,1.221,0.147,0.763,0.02,1.0,0.239,1.084,0.0,0.0,0.03,0.75
Amir Johnson,0.0,0.0,0.09,0.969,0.0,0.0,0.107,1.079,0.065,0.478,0.121,1.023,0.0,0.0,0.268,1.242,0.0,0.0,0.18,1.063,0.146,0.308
Andre Drummond,0.083,0.731,0.088,1.153,0.0,0.0,0.111,1.043,0.131,0.83,0.03,0.605,0.0,0.0,0.16,1.249,0.0,0.0,0.267,1.09,0.13,0.227
Andre Iguodala,0.054,0.609,0.261,1.072,0.054,1.0,0.0,0.0,0.045,0.579,0.256,0.697,0.054,1.0,0.096,1.39,0.042,1.333,0.045,1.0,0.075,0.344
Andre Roberson,0.0,0.0,0.201,1.071,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.651,0.0,0.0,0.297,1.242,0.0,0.0,0.153,0.938,0.096,0.35
Andrew Harrison,0.103,0.767,0.138,1.175,0.426,0.927,0.0,0.0,0.0,0.0,0.193,0.92,0.043,1.12,0.017,1.3,0.0,0.0,0.0,0.0,0.059,0.265
Andrew White III,0.0,0.0,0.171,1.143,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Wiggins,0.087,0.667,0.129,1.044,0.235,0.801,0.015,0.958,0.099,0.949,0.208,0.9,0.08,0.803,0.06,1.521,0.019,0.867,0.032,1.333,0.034,0.736
Anthony Davis,0.076,0.81,0.135,1.253,0.014,1.148,0.142,1.177,0.187,0.969,0.123,0.957,0.015,0.857,0.115,1.577,0.057,0.802,0.074,1.453,0.064,0.867
Anthony Tolliver,0.0,0.0,0.171,1.38,0.0,0.0,0.074,1.093,0.0,0.0,0.497,1.307,0.027,1.188,0.057,1.242,0.063,0.892,0.029,1.235,0.067,0.282
Antonio Blakeney,0.124,0.81,0.265,1.2,0.176,0.767,0.0,0.0,0.0,0.0,0.229,0.744,0.124,0.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,0.0,0.0,0.025,0.857,0.0,0.0,0.202,1.026,0.147,0.759,0.128,0.792,0.0,0.0,0.216,1.033,0.0,0.0,0.149,0.988,0.128,0.333
Arron Afflalo,0.0,0.0,0.144,1.214,0.056,0.0,0.0,0.0,0.128,0.72,0.405,0.987,0.051,0.4,0.0,0.0,0.103,1.1,0.0,0.0,0.0,0.0
Austin Rivers,0.218,1.06,0.083,0.976,0.395,0.838,0.0,0.0,0.0,0.0,0.158,0.987,0.06,0.763,0.029,1.379,0.022,0.864,0.0,0.0,0.024,0.542
Avery Bradley,0.029,0.65,0.154,1.065,0.078,0.667,0.0,0.0,0.0,0.0,0.163,1.159,0.321,0.704,0.072,1.06,0.115,0.775,0.022,0.867,0.047,0.636
Bam Adebayo,0.025,1.0,0.089,1.186,0.0,0.0,0.208,1.01,0.113,0.655,0.056,1.037,0.0,0.0,0.258,1.2,0.0,0.0,0.151,0.986,0.089,0.372
Ben McLemore,0.0,0.0,0.169,1.051,0.119,0.564,0.0,0.0,0.0,0.0,0.297,1.051,0.076,0.971,0.087,1.25,0.13,0.65,0.035,1.188,0.074,0.441
Ben Simmons,0.09,0.876,0.193,1.007,0.299,0.81,0.0,0.0,0.092,0.687,0.048,0.652,0.021,0.8,0.09,1.484,0.008,0.667,0.05,1.208,0.103,0.571
Bismack Biyombo,0.0,0.0,0.051,1.269,0.0,0.0,0.24,0.877,0.045,0.522,0.026,0.615,0.0,0.0,0.337,1.175,0.0,0.0,0.167,0.965,0.128,0.354
Blake Griffin,0.111,0.953,0.104,1.185,0.112,0.724,0.134,1.25,0.227,0.869,0.137,0.962,0.014,0.818,0.049,1.211,0.032,1.059,0.039,1.133,0.057,0.409
Bobby Portis,0.044,0.907,0.097,1.263,0.0,0.0,0.194,1.053,0.141,0.935,0.231,0.996,0.011,1.0,0.07,1.029,0.027,1.115,0.128,0.96,0.054,0.34
Bogdan Bogdanovic,0.055,0.904,0.113,1.255,0.309,0.832,0.0,0.0,0.02,1.158,0.188,1.181,0.102,0.896,0.035,1.273,0.105,0.808,0.0,0.0,0.064,0.533
Bojan Bogdanovic,0.039,0.561,0.259,1.275,0.069,0.917,0.016,1.118,0.026,0.852,0.223,1.065,0.063,1.046,0.042,1.182,0.212,1.05,0.013,1.214,0.037,0.921
Bradley Beal,0.129,0.864,0.151,1.254,0.279,0.886,0.0,0.0,0.011,1.2,0.098,1.134,0.07,0.953,0.04,1.205,0.156,1.0,0.014,1.038,0.049,0.7
Brandan Wright,0.0,0.0,0.116,1.5,0.0,0.0,0.281,1.206,0.083,0.8,0.0,0.0,0.0,0.0,0.256,1.226,0.0,0.0,0.14,1.118,0.0,0.0
Brandon Ingram,0.142,0.776,0.174,1.172,0.295,0.787,0.0,0.0,0.036,0.784,0.119,1.089,0.072,0.8,0.057,1.271,0.024,0.8,0.038,1.026,0.042,0.512
Brandon Jennings,0.0,0.0,0.213,0.75,0.372,0.886,0.0,0.0,0.0,0.0,0.245,0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Briante Weber,0.0,0.0,0.344,0.636,0.438,1.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,0.026,1.16,0.082,1.0,0.0,0.0,0.182,1.087,0.255,0.955,0.271,1.019,0.0,0.0,0.046,1.227,0.017,1.063,0.056,1.415,0.061,0.362
Bruno Caboclo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryn Forbes,0.0,0.0,0.166,1.14,0.173,0.876,0.0,0.0,0.0,0.0,0.428,1.025,0.112,0.857,0.0,0.0,0.078,1.136,0.0,0.0,0.018,0.1
Buddy Hield,0.072,0.859,0.228,1.081,0.192,0.731,0.0,0.0,0.0,0.0,0.205,1.135,0.084,1.011,0.029,1.065,0.106,1.113,0.03,0.848,0.05,0.667
C.J. Williams,0.048,1.182,0.185,0.905,0.115,0.808,0.0,0.0,0.0,0.0,0.388,0.932,0.053,0.667,0.097,1.409,0.0,0.0,0.0,0.0,0.044,0.8
CJ McCollum,0.13,1.0,0.139,0.906,0.331,0.919,0.0,0.0,0.0,0.0,0.131,1.333,0.081,0.768,0.016,1.357,0.117,0.985,0.018,1.063,0.032,0.667
CJ Miles,0.0,0.0,0.163,0.764,0.051,0.971,0.0,0.0,0.0,0.0,0.403,1.184,0.08,1.056,0.0,0.0,0.226,1.046,0.015,1.3,0.037,0.76
Cameron Payne,0.058,0.733,0.183,1.234,0.393,0.663,0.0,0.0,0.0,0.0,0.187,1.125,0.07,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.2
Caris LeVert,0.119,0.895,0.168,1.168,0.342,0.717,0.0,0.0,0.0,0.0,0.206,1.0,0.043,0.732,0.024,0.783,0.032,0.806,0.028,1.407,0.039,0.595
Carmelo Anthony,0.181,0.89,0.129,1.046,0.109,0.864,0.069,0.839,0.144,0.841,0.239,1.019,0.0,0.0,0.013,1.556,0.026,1.257,0.038,0.961,0.046,0.452
Chandler Parsons,0.0,0.0,0.147,0.976,0.283,1.038,0.0,0.0,0.0,0.0,0.326,1.044,0.0,0.0,0.0,0.0,0.043,1.167,0.0,0.0,0.036,0.3
Channing Frye,0.0,0.0,0.104,0.35,0.0,0.0,0.161,1.387,0.063,1.5,0.422,1.086,0.0,0.0,0.063,1.417,0.068,1.231,0.0,0.0,0.052,0.2
Cheick Diallo,0.0,0.0,0.104,1.417,0.0,0.0,0.273,1.254,0.052,0.833,0.117,0.852,0.0,0.0,0.225,1.327,0.0,0.0,0.117,0.963,0.087,0.35
Chris Paul,0.293,1.101,0.126,1.086,0.364,1.022,0.0,0.0,0.033,1.059,0.058,1.271,0.022,1.091,0.0,0.0,0.014,0.786,0.0,0.0,0.071,0.708
Clint Capela,0.022,0.5,0.121,1.343,0.0,0.0,0.321,1.336,0.036,0.625,0.011,1.0,0.0,0.0,0.269,1.25,0.0,0.0,0.139,1.113,0.067,0.2
Cody Zeller,0.0,0.0,0.067,1.6,0.0,0.0,0.244,0.891,0.0,0.0,0.098,0.955,0.0,0.0,0.187,1.286,0.076,1.059,0.151,1.0,0.133,0.7
Corey Brewer,0.0,0.0,0.335,1.138,0.089,0.667,0.0,0.0,0.0,0.0,0.382,1.227,0.0,0.0,0.145,1.382,0.0,0.0,0.06,0.643,0.075,0.692
Cory Joseph,0.063,0.587,0.148,0.908,0.347,0.82,0.0,0.0,0.0,0.0,0.248,1.071,0.076,0.964,0.016,0.75,0.022,0.875,0.014,1.2,0.061,0.533
Courtney Lee,0.082,0.836,0.184,1.227,0.252,0.874,0.0,0.0,0.0,0.0,0.234,1.068,0.067,0.932,0.027,1.417,0.103,0.945,0.015,1.077,0.033,0.828
Cristiano Felicio,0.036,0.727,0.101,1.29,0.0,0.0,0.277,1.306,0.114,0.771,0.081,0.52,0.0,0.0,0.147,1.356,0.0,0.0,0.124,0.842,0.107,0.273
D'Angelo Russell,0.123,0.86,0.13,0.717,0.435,0.828,0.0,0.0,0.015,0.923,0.124,1.102,0.039,0.794,0.015,1.538,0.059,0.804,0.013,1.091,0.044,0.447
D.J. Augustin,0.051,0.974,0.166,0.886,0.378,1.004,0.0,0.0,0.0,0.0,0.196,1.372,0.065,0.875,0.023,1.294,0.051,1.132,0.0,0.0,0.058,0.488
Damian Lillard,0.158,1.062,0.106,1.118,0.474,1.046,0.0,0.0,0.0,0.0,0.061,0.955,0.07,1.164,0.02,1.324,0.052,1.053,0.015,1.0,0.04,0.644
Damion Lee,0.0,0.0,0.213,1.158,0.146,0.615,0.0,0.0,0.0,0.0,0.287,0.804,0.084,1.0,0.0,0.0,0.09,1.063,0.0,0.0,0.062,0.364
Damyean Dotson,0.0,0.0,0.2,1.027,0.124,0.435,0.0,0.0,0.0,0.0,0.308,1.053,0.0,0.0,0.081,1.2,0.141,0.885,0.0,0.0,0.0,0.0
Daniel Theis,0.0,0.0,0.056,1.167,0.0,0.0,0.282,1.011,0.05,1.0,0.161,1.019,0.0,0.0,0.155,1.54,0.0,0.0,0.161,1.096,0.124,0.3
Danilo Gallinari,0.16,0.863,0.154,0.98,0.047,1.333,0.066,0.857,0.1,0.906,0.257,1.256,0.044,0.286,0.047,1.333,0.053,0.882,0.0,0.0,0.05,0.813
Danny Green,0.02,0.846,0.169,0.991,0.109,0.569,0.0,0.0,0.0,0.0,0.461,0.987,0.065,1.116,0.032,1.143,0.056,0.838,0.029,0.737,0.059,0.333
Dante Cunningham,0.0,0.0,0.147,1.079,0.0,0.0,0.253,0.732,0.0,0.0,0.45,0.974,0.0,0.0,0.244,1.222,0.0,0.0,0.086,1.214,0.05,0.077
Dante Exum,0.09,0.909,0.205,1.08,0.32,0.923,0.0,0.0,0.0,0.0,0.213,0.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danuel House Jr.,0.0,0.0,0.258,1.359,0.106,0.813,0.0,0.0,0.0,0.0,0.298,0.756,0.0,0.0,0.0,0.0,0.086,0.846,0.0,0.0,0.0,0.0
Dario Saric,0.032,1.0,0.173,0.954,0.027,0.867,0.045,0.902,0.08,0.867,0.316,1.107,0.032,0.833,0.111,1.184,0.074,1.072,0.065,1.0,0.045,0.588
Darius Miller,0.034,0.842,0.157,1.213,0.074,0.881,0.0,0.0,0.0,0.0,0.416,1.22,0.076,1.395,0.0,0.0,0.189,1.0,0.0,0.0,0.039,0.455
Darren Collison,0.07,0.982,0.249,1.169,0.315,0.951,0.0,0.0,0.0,0.0,0.202,1.222,0.056,1.091,0.022,1.529,0.02,0.625,0.018,0.857,0.045,1.0
David Nwaba,0.061,0.611,0.297,1.029,0.061,0.444,0.0,0.0,0.036,0.905,0.193,0.904,0.058,0.559,0.131,1.351,0.029,0.882,0.078,1.043,0.056,0.879
David West,0.0,0.0,0.085,1.19,0.0,0.0,0.14,1.101,0.183,0.856,0.157,0.857,0.0,0.0,0.159,1.449,0.073,1.083,0.085,1.238,0.093,0.283
Davis Bertans,0.0,0.0,0.146,1.426,0.026,0.273,0.095,1.275,0.0,0.0,0.513,1.047,0.038,0.875,0.053,1.318,0.033,1.571,0.0,0.0,0.062,0.385
Davon Reed,0.0,0.0,0.183,0.588,0.161,0.4,0.0,0.0,0.0,0.0,0.312,0.966,0.0,0.0,0.0,0.0,0.204,0.895,0.0,0.0,0.0,0.0
De'Aaron Fox,0.054,0.93,0.228,0.979,0.427,0.699,0.0,0.0,0.0,0.0,0.14,0.796,0.047,0.714,0.025,1.154,0.019,0.75,0.012,1.231,0.048,0.52
DeAndre Jordan,0.0,0.0,0.09,1.355,0.0,0.0,0.182,1.253,0.093,0.646,0.0,0.0,0.0,0.0,0.195,1.412,0.0,0.0,0.282,1.105,0.152,0.574
DeAndre Liggins,0.0,0.0,0.188,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre' Bembry,0.0,0.0,0.215,0.854,0.272,0.481,0.0,0.0,0.0,0.0,0.267,0.902,0.052,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.533
DeMar DeRozan,0.133,1.029,0.097,1.256,0.41,0.917,0.0,0.0,0.07,0.828,0.095,1.0,0.039,0.958,0.022,1.2,0.08,1.055,0.013,1.375,0.04,0.836
DeMarcus Cousins,0.127,0.784,0.134,0.994,0.055,0.786,0.084,1.093,0.166,0.882,0.2,1.012,0.015,0.842,0.042,1.226,0.035,0.8,0.063,1.438,0.08,0.51
DeMarre Carroll,0.059,0.729,0.241,0.987,0.077,0.921,0.019,1.368,0.0,0.0,0.386,1.018,0.05,0.96,0.029,1.31,0.047,0.936,0.051,1.098,0.037,0.838
Dejounte Murray,0.076,0.656,0.209,0.952,0.335,0.699,0.0,0.0,0.0,0.0,0.129,0.702,0.022,0.944,0.087,1.186,0.0,0.0,0.072,1.0,0.056,0.556
Delon Wright,0.057,0.969,0.195,1.257,0.35,0.903,0.0,0.0,0.0,0.0,0.234,0.962,0.038,0.571,0.021,1.583,0.0,0.0,0.048,1.148,0.048,0.704
Dennis Schroder,0.151,1.088,0.073,0.905,0.49,0.876,0.0,0.0,0.0,0.0,0.085,0.77,0.073,0.952,0.0,0.0,0.076,0.89,0.0,0.0,0.041,0.621
Dennis Smith Jr.,0.187,0.803,0.167,1.041,0.321,0.708,0.0,0.0,0.013,0.706,0.106,0.855,0.063,0.793,0.018,1.391,0.047,0.918,0.016,1.0,0.061,0.266
Denzel Valentine,0.036,0.833,0.186,1.09,0.273,0.878,0.0,0.0,0.0,0.0,0.255,0.991,0.119,0.79,0.029,1.083,0.055,0.717,0.013,0.364,0.032,0.926
Derrick Favors,0.0,0.0,0.074,1.508,0.0,0.0,0.273,1.1,0.075,0.758,0.136,0.7,0.0,0.0,0.253,1.29,0.012,0.364,0.121,1.29,0.048,0.381
Derrick Jones Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.619,0.0,0.0,0.0,0.0,0.0,0.0,0.222,1.286,0.0,0.0
Derrick Rose,0.061,0.636,0.233,1.0,0.383,0.899,0.0,0.0,0.0,0.0,0.15,0.63,0.0,0.0,0.067,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Devin Booker,0.117,0.826,0.198,1.063,0.282,0.848,0.0,0.0,0.055,0.987,0.077,1.132,0.059,0.778,0.027,1.378,0.124,1.076,0.01,1.429,0.047,0.828
Devin Harris,0.032,1.0,0.15,1.193,0.227,0.721,0.0,0.0,0.0,0.0,0.261,1.091,0.073,1.313,0.092,1.514,0.079,1.133,0.0,0.0,0.092,0.343
Dewayne Dedmon,0.0,0.0,0.076,1.267,0.0,0.0,0.261,1.052,0.02,0.667,0.256,0.987,0.0,0.0,0.156,1.359,0.017,1.3,0.09,1.264,0.1,0.39
Deyonta Davis,0.0,0.0,0.084,1.185,0.0,0.0,0.404,1.177,0.031,0.9,0.062,0.9,0.0,0.0,0.174,1.196,0.0,0.0,0.168,1.241,0.062,0.35
Dillon Brooks,0.06,0.845,0.172,1.09,0.234,0.687,0.0,0.0,0.01,0.6,0.258,1.092,0.068,0.833,0.054,1.346,0.054,1.019,0.022,1.048,0.065,0.381
Dion Waiters,0.173,0.798,0.125,0.891,0.324,0.88,0.0,0.0,0.0,0.0,0.205,0.829,0.074,0.947,0.0,0.0,0.064,0.758,0.0,0.0,0.025,0.385
Dirk Nowitzki,0.032,0.815,0.074,1.0,0.0,0.0,0.245,1.063,0.191,0.975,0.319,1.21,0.014,1.5,0.035,1.267,0.02,0.824,0.019,1.563,0.049,0.619
Domantas Sabonis,0.0,0.0,0.06,1.389,0.0,0.0,0.421,0.989,0.132,0.814,0.085,0.921,0.0,0.0,0.133,1.118,0.0,0.0,0.097,0.977,0.068,0.426
Donovan Mitchell,0.076,0.853,0.135,1.035,0.388,0.811,0.0,0.0,0.0,0.0,0.145,1.271,0.101,0.86,0.028,1.277,0.072,0.984,0.015,1.24,0.038,0.594
Dorian Finney-Smith,0.0,0.0,0.149,0.864,0.122,0.222,0.0,0.0,0.0,0.0,0.331,0.837,0.0,0.0,0.081,1.333,0.095,1.143,0.081,1.333,0.0,0.0
Doug McDermott,0.0,0.0,0.123,1.085,0.039,0.533,0.0,0.0,0.0,0.0,0.29,1.117,0.031,1.25,0.198,1.355,0.344,1.164,0.052,1.2,0.06,0.304
Dragan Bender,0.024,0.933,0.137,0.631,0.021,0.538,0.115,1.225,0.052,0.375,0.437,0.97,0.0,0.0,0.046,1.071,0.042,1.0,0.036,1.136,0.075,0.239
Draymond Green,0.045,0.875,0.198,0.876,0.038,0.794,0.08,0.819,0.072,0.754,0.243,0.867,0.0,0.0,0.13,1.444,0.019,0.941,0.047,0.762,0.12,0.287
Dwayne Bacon,0.058,0.923,0.156,1.0,0.258,0.603,0.0,0.0,0.0,0.0,0.342,0.844,0.062,0.929,0.0,0.0,0.089,0.65,0.0,0.0,0.0,0.0
Dwight Buycks,0.125,1.063,0.113,1.138,0.482,0.774,0.0,0.0,0.0,0.0,0.105,0.963,0.039,0.6,0.047,1.333,0.0,0.0,0.0,0.0,0.078,0.2
Dwight Howard,0.04,0.909,0.047,1.391,0.0,0.0,0.125,1.041,0.363,0.828,0.06,0.671,0.0,0.0,0.122,1.329,0.008,0.273,0.144,1.268,0.09,0.659
Dwight Powell,0.019,0.182,0.068,1.154,0.0,0.0,0.266,1.414,0.039,0.955,0.149,1.024,0.0,0.0,0.268,1.327,0.021,0.333,0.084,1.354,0.082,0.638
Dwyane Wade,0.115,0.731,0.166,0.928,0.279,0.804,0.0,0.0,0.123,0.778,0.08,1.043,0.021,1.0,0.096,1.357,0.0,0.0,0.034,1.1,0.068,0.4
E'Twaun Moore,0.032,0.935,0.274,1.129,0.076,0.603,0.01,1.6,0.011,1.182,0.296,1.077,0.053,1.078,0.06,1.448,0.112,1.074,0.034,1.061,0.041,0.55
Ed Davis,0.0,0.0,0.035,1.286,0.0,0.0,0.206,1.072,0.055,0.636,0.025,0.6,0.0,0.0,0.269,1.194,0.0,0.0,0.279,1.25,0.119,0.333
Ekpe Udoh,0.0,0.0,0.116,1.263,0.0,0.0,0.28,0.783,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.049,0.0,0.0,0.171,1.286,0.128,0.667
Elfrid Payton,0.05,1.194,0.287,1.061,0.345,0.823,0.0,0.0,0.0,0.0,0.136,1.012,0.027,0.529,0.043,1.111,0.0,0.0,0.034,0.762,0.061,0.368
Emeka Okafor,0.0,0.0,0.119,0.929,0.0,0.0,0.136,1.188,0.119,0.571,0.0,0.0,0.0,0.0,0.347,1.122,0.0,0.0,0.169,1.05,0.0,0.0
Emmanuel Mudiay,0.056,0.917,0.167,0.944,0.35,0.758,0.0,0.0,0.0,0.0,0.235,0.9,0.042,0.833,0.049,1.769,0.035,1.267,0.0,0.0,0.049,0.095
Enes Kanter,0.015,0.714,0.068,1.419,0.0,0.0,0.186,1.047,0.239,0.963,0.021,0.842,0.0,0.0,0.147,1.252,0.0,0.0,0.243,1.265,0.073,0.597
Eric Bledsoe,0.073,1.063,0.223,1.104,0.337,0.799,0.0,0.0,0.01,1.308,0.191,1.085,0.029,1.316,0.023,1.433,0.016,0.857,0.022,1.0,0.068,0.67
Eric Gordon,0.097,0.991,0.167,1.241,0.205,0.902,0.009,1.273,0.0,0.0,0.27,1.121,0.065,0.872,0.017,1.3,0.112,1.008,0.012,1.0,0.044,0.654
Eric Moreland,0.0,0.0,0.109,1.316,0.0,0.0,0.172,0.967,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.902,0.0,0.0,0.161,0.964,0.155,0.185
Ersan Ilyasova,0.0,0.0,0.087,1.071,0.0,0.0,0.218,1.181,0.06,0.793,0.232,0.929,0.033,0.563,0.102,1.347,0.089,1.0,0.112,1.056,0.056,0.704
Evan Fournier,0.039,1.0,0.147,1.07,0.178,0.931,0.0,0.0,0.0,0.0,0.195,1.27,0.125,0.884,0.049,1.563,0.201,0.892,0.014,0.857,0.044,0.791
Evan Turner,0.096,0.812,0.148,0.897,0.201,0.841,0.0,0.0,0.158,0.965,0.213,0.961,0.039,0.893,0.03,1.227,0.035,0.88,0.024,1.353,0.051,0.432
Frank Kaminsky,0.063,0.722,0.095,1.256,0.013,1.0,0.194,1.06,0.101,0.897,0.341,0.942,0.013,0.909,0.037,1.219,0.078,1.149,0.02,1.824,0.046,0.575
Frank Mason,0.1,0.816,0.207,0.922,0.396,0.8,0.0,0.0,0.0,0.0,0.128,0.762,0.067,1.03,0.0,0.0,0.0,0.0,0.026,1.077,0.043,0.286
Frank Ntilikina,0.05,0.515,0.136,0.697,0.395,0.672,0.0,0.0,0.0,0.0,0.195,1.016,0.066,0.674,0.0,0.0,0.04,0.462,0.015,1.0,0.082,0.259
Fred VanVleet,0.083,0.782,0.186,1.187,0.328,0.839,0.0,0.0,0.0,0.0,0.248,1.146,0.056,0.892,0.0,0.0,0.036,0.875,0.0,0.0,0.039,0.846
Garrett Temple,0.06,1.086,0.158,0.989,0.192,0.735,0.0,0.0,0.0,0.0,0.276,1.179,0.07,0.927,0.056,0.909,0.099,0.81,0.026,0.933,0.053,0.323
Gary Harris,0.034,0.784,0.19,1.271,0.141,0.896,0.0,0.0,0.0,0.0,0.231,1.123,0.225,0.976,0.059,1.422,0.071,1.0,0.011,1.583,0.033,0.667
Gary Payton II,0.0,0.0,0.229,0.727,0.292,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Hill,0.07,1.0,0.128,1.255,0.34,0.849,0.0,0.0,0.0,0.0,0.152,1.369,0.084,1.333,0.035,1.2,0.079,0.765,0.023,1.2,0.068,0.655
Gerald Green,0.052,0.875,0.189,1.182,0.123,1.228,0.0,0.0,0.0,0.0,0.331,1.143,0.071,0.848,0.022,1.0,0.14,0.815,0.0,0.0,0.037,0.824
Giannis Antetokounmpo,0.139,0.842,0.222,1.202,0.113,0.921,0.058,1.145,0.124,0.881,0.126,0.921,0.019,1.162,0.081,1.338,0.012,1.435,0.06,1.456,0.046,0.782
Glenn Robinson III,0.0,0.0,0.158,0.8,0.105,0.2,0.0,0.0,0.0,0.0,0.379,1.361,0.0,0.0,0.137,1.077,0.105,0.6,0.0,0.0,0.0,0.0
Goran Dragic,0.054,0.932,0.158,1.168,0.397,0.853,0.0,0.0,0.01,0.929,0.139,1.117,0.118,0.849,0.032,1.047,0.027,0.889,0.021,0.679,0.038,0.904
Gorgui Dieng,0.0,0.0,0.077,1.211,0.0,0.0,0.24,0.899,0.063,0.742,0.313,0.961,0.0,0.0,0.113,1.214,0.0,0.0,0.091,1.022,0.083,0.439
Greg Monroe,0.075,1.048,0.074,1.063,0.0,0.0,0.177,1.184,0.333,0.796,0.05,1.214,0.0,0.0,0.163,1.314,0.0,0.0,0.172,1.405,0.093,0.5
Harrison Barnes,0.219,0.959,0.069,1.03,0.1,0.952,0.049,0.958,0.168,0.939,0.181,1.004,0.017,1.04,0.037,1.481,0.104,0.921,0.027,1.225,0.03,0.674
Hassan Whiteside,0.034,0.64,0.043,1.125,0.0,0.0,0.218,1.068,0.21,0.929,0.051,0.737,0.0,0.0,0.16,1.286,0.0,0.0,0.189,1.207,0.082,0.475
Ian Clark,0.023,0.462,0.199,0.947,0.227,0.954,0.0,0.0,0.0,0.0,0.285,0.963,0.054,0.935,0.056,0.969,0.098,0.875,0.0,0.0,0.031,0.611
