PLAYER_NAME,iso_freq,iso_ppp,tr_freq,tr_ppp,prb_freq,prb_ppp,prr_freq,prr_ppp,pu_freq,pu_ppp,su_freq,su_ppp,ho_freq,ho_ppp,cut_freq,cut_ppp,os_freq,os_ppp,putback_freq,putback_ppp,misc_freq,misc_ppp
Blake Griffin,0.094,1.055,0.111,1.291,0.057,1.182,0.21,0.883,0.213,0.842,0.133,0.767,0.0,0.0,0.054,1.619,0.027,0.857,0.036,1.107,0.062,0.521
Bobby Portis,0.085,0.523,0.097,1.06,0.0,0.0,0.161,0.964,0.165,0.776,0.194,0.76,0.0,0.0,0.06,1.226,0.0,0.0,0.167,0.942,0.062,0.469
Bojan Bogdanovic,0.078,0.75,0.187,1.279,0.123,0.761,0.0,0.0,0.072,0.712,0.31,1.017,0.024,0.818,0.049,1.0,0.098,0.822,0.018,1.235,0.037,0.647
Boris Diaw,0.045,1.0,0.061,1.032,0.0,0.0,0.114,0.845,0.385,1.046,0.2,0.961,0.0,0.0,0.081,1.098,0.0,0.0,0.037,0.947,0.057,0.31
Bradley Beal,0.06,1.017,0.175,1.182,0.295,0.812,0.0,0.0,0.0,0.0,0.132,1.14,0.072,0.843,0.034,1.455,0.152,0.905,0.014,0.786,0.055,0.741
Brandan Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.042,0.0,0.0,0.0,0.0,0.0,0.0,0.194,1.429,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,0.065,0.536,0.121,1.404,0.0,0.0,0.273,1.145,0.114,1.082,0.049,0.619,0.0,0.0,0.177,1.474,0.0,0.0,0.124,0.943,0.063,0.667
Brandon Jennings,0.085,0.556,0.249,1.133,0.359,0.754,0.0,0.0,0.0,0.0,0.236,1.14,0.077,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.061,1.0
Brandon Knight,0.104,0.882,0.129,1.224,0.427,0.736,0.0,0.0,0.0,0.0,0.14,1.087,0.074,0.8,0.024,1.222,0.051,0.81,0.01,0.833,0.039,0.578
Brandon Rush,0.0,0.0,0.254,1.203,0.039,1.167,0.0,0.0,0.0,0.0,0.424,0.977,0.0,0.0,0.068,0.857,0.077,1.083,0.032,0.4,0.061,0.789
Brian Roberts,0.097,0.643,0.076,1.182,0.462,1.045,0.0,0.0,0.0,0.0,0.179,0.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Briante Weber,0.0,0.0,0.0,0.0,0.49,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,0.066,0.929,0.037,1.145,0.0,0.0,0.212,0.987,0.298,0.951,0.085,0.805,0.007,0.909,0.137,1.33,0.013,0.737,0.099,1.094,0.047,0.493
Bryce Dejean-Jones,0.0,0.0,0.18,0.625,0.135,2.0,0.0,0.0,0.0,0.0,0.258,0.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Watson,0.056,0.8,0.219,0.897,0.258,0.717,0.0,0.0,0.0,0.0,0.219,1.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.25
CJ McCollum,0.114,0.867,0.131,1.049,0.374,0.924,0.0,0.0,0.0,0.0,0.148,1.102,0.078,0.903,0.022,1.211,0.08,0.934,0.012,1.095,0.037,0.746
CJ Miles,0.026,1.05,0.204,1.181,0.071,0.704,0.025,0.842,0.0,0.0,0.291,1.059,0.105,0.925,0.0,0.0,0.187,1.014,0.024,1.056,0.05,0.368
Cameron Payne,0.033,0.727,0.132,1.0,0.456,0.901,0.0,0.0,0.0,0.0,0.249,0.916,0.033,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.25
Carl Landry,0.054,0.588,0.054,1.353,0.0,0.0,0.173,1.13,0.204,1.078,0.166,1.058,0.0,0.0,0.153,1.25,0.0,0.0,0.121,1.342,0.035,0.545
Carmelo Anthony,0.237,0.952,0.081,0.933,0.131,0.803,0.017,0.966,0.222,0.921,0.115,1.0,0.026,0.977,0.031,1.154,0.04,1.076,0.042,1.159,0.057,0.674
Caron Butler,0.0,0.0,0.172,1.091,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandler Parsons,0.077,0.984,0.155,1.304,0.186,0.887,0.012,0.9,0.031,0.84,0.282,1.229,0.05,0.675,0.056,1.378,0.091,0.822,0.016,0.462,0.045,0.389
Channing Frye,0.0,0.0,0.072,1.563,0.0,0.0,0.206,1.152,0.094,1.176,0.497,1.178,0.0,0.0,0.054,1.75,0.099,0.545,0.054,0.833,0.09,0.55
Charlie Villanueva,0.0,0.0,0.122,1.067,0.0,0.0,0.108,1.075,0.062,0.783,0.377,0.755,0.035,1.0,0.041,1.467,0.152,0.679,0.049,1.056,0.033,0.25
Chase Budinger,0.0,0.0,0.197,1.146,0.086,0.952,0.0,0.0,0.0,0.0,0.27,0.742,0.045,0.909,0.107,1.0,0.16,0.692,0.086,1.143,0.161,0.2
Chris Andersen,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.95,0.0,0.0,0.128,1.091,0.0,0.0,0.198,1.412,0.0,0.0,0.198,1.0,0.116,0.7
Chris Bosh,0.134,1.116,0.046,1.023,0.011,0.909,0.244,1.106,0.086,0.843,0.27,0.931,0.012,1.25,0.046,1.477,0.075,1.181,0.03,1.207,0.047,0.689
Chris Johnson,0.0,0.0,0.15,1.079,0.071,0.611,0.0,0.0,0.0,0.0,0.474,0.642,0.115,0.828,0.051,1.385,0.0,0.0,0.0,0.0,0.067,0.647
Chris McCullough,0.0,0.0,0.132,0.778,0.0,0.0,0.213,0.931,0.0,0.0,0.309,0.857,0.0,0.0,0.096,1.0,0.0,0.0,0.096,0.769,0.0,0.0
Chris Paul,0.152,0.914,0.129,1.145,0.519,0.941,0.0,0.0,0.014,1.2,0.062,1.156,0.033,0.957,0.0,0.0,0.009,0.538,0.01,1.571,0.065,0.819
Clint Capela,0.0,0.0,0.128,1.0,0.0,0.0,0.185,1.168,0.044,0.583,0.0,0.0,0.0,0.0,0.292,1.069,0.0,0.0,0.235,1.039,0.09,0.469
Cody Zeller,0.02,0.583,0.112,1.294,0.0,0.0,0.288,1.217,0.026,0.938,0.117,0.549,0.0,0.0,0.198,1.208,0.038,0.957,0.104,1.27,0.087,0.434
Cole Aldrich,0.0,0.0,0.043,1.071,0.0,0.0,0.433,1.148,0.064,0.571,0.0,0.0,0.0,0.0,0.21,1.101,0.0,0.0,0.14,1.087,0.104,0.294
Corey Brewer,0.02,0.857,0.33,1.096,0.046,0.5,0.0,0.0,0.0,0.0,0.327,0.792,0.067,0.696,0.049,1.0,0.065,0.444,0.023,0.75,0.061,0.619
Cory Joseph,0.112,0.826,0.094,1.306,0.462,0.879,0.0,0.0,0.0,0.0,0.192,0.857,0.03,0.826,0.0,0.0,0.02,1.0,0.0,0.0,0.068,0.308
Courtney Lee,0.041,0.7,0.151,1.324,0.157,0.636,0.0,0.0,0.0,0.0,0.3,0.98,0.041,1.05,0.045,1.636,0.184,0.911,0.022,0.727,0.057,0.857
Cristiano Felicio,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.294,0.0,0.0,0.147,0.933,0.0,0.0,0.167,1.294,0.0,0.0,0.157,0.938,0.0,0.0
D'Angelo Russell,0.059,1.082,0.158,0.949,0.383,0.715,0.0,0.0,0.061,0.934,0.155,0.995,0.045,0.875,0.039,1.396,0.029,0.806,0.02,0.68,0.05,0.452
D.J. Augustin,0.065,0.762,0.14,1.356,0.489,0.904,0.0,0.0,0.0,0.0,0.28,1.043,0.065,0.905,0.0,0.0,0.0,0.0,0.0,0.0,0.069,1.0
Damian Lillard,0.172,1.012,0.105,0.91,0.43,0.921,0.0,0.0,0.0,0.0,0.08,1.23,0.066,0.944,0.031,1.203,0.056,1.0,0.009,1.167,0.049,0.731
Danilo Gallinari,0.189,0.847,0.099,1.542,0.12,0.81,0.04,1.256,0.085,1.11,0.213,0.961,0.066,1.109,0.054,1.423,0.047,1.152,0.035,1.059,0.053,0.922
Danny Green,0.018,0.5,0.21,0.978,0.044,0.552,0.0,0.0,0.0,0.0,0.427,0.954,0.05,0.485,0.049,1.25,0.105,0.797,0.03,1.1,0.064,0.333
Dante Cunningham,0.0,0.0,0.189,1.323,0.039,0.579,0.045,1.318,0.0,0.0,0.436,0.912,0.028,0.643,0.116,1.14,0.022,1.455,0.045,0.591,0.059,0.241
Darrell Arthur,0.024,0.286,0.083,1.063,0.0,0.0,0.208,0.925,0.08,0.957,0.301,1.011,0.0,0.0,0.118,0.941,0.026,1.6,0.078,0.911,0.078,0.222
Darren Collison,0.111,0.901,0.301,1.187,0.253,0.937,0.0,0.0,0.0,0.0,0.184,1.093,0.034,1.088,0.032,0.875,0.0,0.0,0.01,1.0,0.067,0.761
Darrun Hilliard,0.0,0.0,0.132,1.227,0.299,0.64,0.0,0.0,0.0,0.0,0.275,1.109,0.06,1.1,0.09,1.067,0.0,0.0,0.0,0.0,0.0,0.0
David Lee,0.055,0.429,0.101,1.368,0.0,0.0,0.257,0.892,0.186,0.787,0.071,0.667,0.0,0.0,0.249,1.383,0.0,0.0,0.18,1.088,0.055,0.5
David West,0.035,0.684,0.071,0.897,0.0,0.0,0.194,0.896,0.21,1.078,0.179,1.051,0.0,0.0,0.148,1.185,0.02,1.727,0.06,1.485,0.071,0.256
DeAndre Jordan,0.0,0.0,0.075,1.194,0.0,0.0,0.203,1.403,0.072,0.781,0.0,0.0,0.0,0.0,0.208,1.481,0.0,0.0,0.174,0.961,0.254,0.659
DeMar DeRozan,0.161,0.919,0.079,1.221,0.324,0.992,0.0,0.0,0.085,0.852,0.106,0.995,0.042,0.987,0.016,1.552,0.136,0.839,0.012,1.091,0.038,1.058
DeMarcus Cousins,0.111,0.684,0.126,1.034,0.012,1.0,0.148,0.982,0.194,0.959,0.164,0.909,0.025,0.766,0.052,1.214,0.025,0.745,0.07,1.115,0.072,0.689
DeMarre Carroll,0.059,0.632,0.214,1.014,0.093,0.667,0.0,0.0,0.0,0.0,0.325,1.105,0.034,0.636,0.08,0.846,0.08,0.462,0.043,1.0,0.056,0.556
Dennis Schroder,0.069,0.958,0.096,0.96,0.544,0.71,0.0,0.0,0.0,0.0,0.123,1.078,0.061,1.156,0.015,1.0,0.045,1.085,0.0,0.0,0.044,0.478
Deron Williams,0.11,0.875,0.105,0.953,0.276,0.718,0.0,0.0,0.086,0.862,0.167,1.077,0.058,0.847,0.018,1.222,0.115,1.009,0.0,0.0,0.06,0.738
Derrick Favors,0.025,0.885,0.036,1.054,0.0,0.0,0.221,1.106,0.226,0.857,0.107,0.642,0.0,0.0,0.227,1.259,0.0,0.0,0.086,1.307,0.06,0.344
Derrick Rose,0.097,0.817,0.146,0.852,0.435,0.842,0.0,0.0,0.0,0.0,0.167,0.94,0.036,0.652,0.035,0.733,0.013,0.882,0.022,0.75,0.044,0.614
Derrick Williams,0.109,0.938,0.206,1.052,0.051,0.737,0.074,1.018,0.096,0.93,0.21,0.923,0.027,0.9,0.109,1.346,0.05,0.919,0.038,1.286,0.031,0.739
Devin Booker,0.062,0.814,0.186,1.166,0.268,0.799,0.0,0.0,0.033,1.108,0.114,0.899,0.072,0.683,0.041,1.37,0.133,0.954,0.011,1.417,0.081,0.522
Devin Harris,0.036,0.778,0.211,1.133,0.223,0.793,0.0,0.0,0.0,0.0,0.288,1.021,0.048,0.958,0.058,1.552,0.034,1.059,0.0,0.0,0.091,0.6
Dewayne Dedmon,0.0,0.0,0.083,1.55,0.0,0.0,0.273,1.379,0.062,1.067,0.0,0.0,0.0,0.0,0.244,0.983,0.0,0.0,0.186,0.978,0.107,0.308
Dion Waiters,0.152,0.772,0.191,0.854,0.254,0.689,0.0,0.0,0.0,0.0,0.244,1.041,0.036,0.906,0.0,0.0,0.07,0.889,0.011,1.0,0.025,0.455
Dirk Nowitzki,0.046,1.066,0.046,1.344,0.0,0.0,0.186,1.033,0.296,1.021,0.222,0.938,0.008,0.8,0.032,1.548,0.086,0.965,0.027,1.086,0.046,0.85
Donald Sloan,0.061,1.0,0.176,1.083,0.328,0.752,0.0,0.0,0.0,0.0,0.205,1.031,0.054,0.846,0.082,0.974,0.0,0.0,0.0,0.0,0.069,0.424
Donatas Motiejunas,0.0,0.0,0.095,0.962,0.0,0.0,0.182,0.88,0.219,0.867,0.212,0.793,0.0,0.0,0.131,0.889,0.0,0.0,0.062,0.882,0.058,0.375
Doug McDermott,0.0,0.0,0.163,1.042,0.036,1.192,0.0,0.0,0.029,0.905,0.281,1.167,0.14,0.97,0.102,1.365,0.157,0.805,0.04,1.0,0.033,0.625
Draymond Green,0.05,0.902,0.185,0.881,0.05,0.852,0.126,1.019,0.087,0.67,0.197,1.013,0.013,1.25,0.097,1.373,0.023,1.107,0.071,0.965,0.101,0.423
Drew Gooden,0.0,0.0,0.091,0.727,0.0,0.0,0.264,0.469,0.0,0.0,0.264,0.594,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.176,0.0,0.0
Dwight Howard,0.0,0.0,0.063,1.115,0.0,0.0,0.093,1.099,0.305,0.822,0.0,0.0,0.0,0.0,0.222,1.384,0.0,0.0,0.148,1.146,0.159,0.529
Dwight Powell,0.0,0.0,0.065,1.346,0.0,0.0,0.234,0.936,0.0,0.0,0.144,0.621,0.0,0.0,0.269,1.426,0.095,0.5,0.092,0.892,0.08,0.75
Dwyane Wade,0.11,0.715,0.128,1.045,0.348,0.846,0.0,0.0,0.105,0.855,0.073,0.974,0.044,0.783,0.05,1.038,0.056,1.011,0.038,1.22,0.047,0.781
E'Twaun Moore,0.033,0.733,0.182,0.94,0.248,0.796,0.0,0.0,0.024,0.727,0.277,1.143,0.097,1.023,0.048,1.545,0.0,0.0,0.026,1.0,0.048,0.636
Ed Davis,0.0,0.0,0.031,1.0,0.0,0.0,0.249,1.042,0.044,1.0,0.0,0.0,0.0,0.0,0.27,1.192,0.0,0.0,0.284,1.212,0.091,0.591
Elfrid Payton,0.071,0.857,0.154,0.98,0.348,0.678,0.0,0.0,0.0,0.0,0.18,0.785,0.057,0.75,0.054,0.981,0.019,0.368,0.041,1.275,0.074,0.589
Elton Brand,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.565,0.0,0.0,0.153,0.769,0.0,0.0,0.306,0.923,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel Mudiay,0.067,0.543,0.153,0.817,0.43,0.641,0.0,0.0,0.028,0.441,0.15,0.78,0.048,0.931,0.029,1.086,0.035,1.093,0.014,0.765,0.048,0.552
Enes Kanter,0.015,0.714,0.088,1.361,0.0,0.0,0.202,1.095,0.19,0.888,0.051,1.167,0.0,0.0,0.167,1.287,0.0,0.0,0.217,1.196,0.065,0.639
Eric Bledsoe,0.131,0.798,0.187,1.087,0.382,0.973,0.0,0.0,0.016,0.545,0.122,0.843,0.027,0.778,0.016,1.364,0.044,0.633,0.0,0.0,0.06,0.683
Eric Gordon,0.069,0.766,0.162,1.2,0.264,0.95,0.0,0.0,0.0,0.0,0.276,1.059,0.066,0.867,0.015,1.4,0.111,0.947,0.0,0.0,0.028,0.842
Ersan Ilyasova,0.0,0.0,0.145,1.27,0.0,0.0,0.134,0.695,0.044,0.852,0.339,0.99,0.016,0.7,0.067,1.073,0.064,0.949,0.129,0.987,0.049,0.267
Evan Fournier,0.051,0.983,0.16,1.342,0.218,0.804,0.0,0.0,0.0,0.0,0.248,1.052,0.086,0.941,0.045,1.308,0.126,1.075,0.015,1.176,0.044,0.627
Evan Turner,0.105,0.895,0.15,1.04,0.315,0.708,0.0,0.0,0.105,0.99,0.138,0.746,0.057,0.982,0.043,1.233,0.022,0.818,0.023,0.826,0.041,0.585
Festus Ezeli,0.0,0.0,0.056,1.389,0.0,0.0,0.16,1.058,0.213,0.696,0.0,0.0,0.0,0.0,0.302,1.286,0.0,0.0,0.157,0.863,0.096,0.516
Frank Kaminsky,0.039,0.92,0.062,1.075,0.0,0.0,0.205,1.0,0.108,0.786,0.33,0.813,0.017,0.455,0.094,1.295,0.029,1.053,0.048,1.355,0.059,0.658
Garrett Temple,0.023,1.143,0.317,1.076,0.098,0.59,0.0,0.0,0.0,0.0,0.325,0.97,0.026,0.75,0.042,0.808,0.079,0.735,0.024,1.067,0.063,0.744
Gary Harris,0.039,0.778,0.214,1.221,0.104,0.8,0.0,0.0,0.0,0.0,0.265,0.983,0.147,0.888,0.098,1.27,0.077,0.971,0.02,1.111,0.035,0.656
Gary Neal,0.061,1.565,0.138,1.058,0.245,1.076,0.0,0.0,0.0,0.0,0.253,0.884,0.098,1.243,0.0,0.0,0.141,0.981,0.0,0.0,0.035,0.154
George Hill,0.048,0.86,0.206,1.059,0.287,0.792,0.0,0.0,0.012,0.727,0.198,1.112,0.041,0.892,0.034,1.581,0.092,1.157,0.024,1.318,0.054,0.633
Gerald Green,0.033,0.682,0.173,1.0,0.073,0.837,0.0,0.0,0.028,1.737,0.35,1.009,0.118,0.797,0.036,0.917,0.112,0.693,0.028,1.053,0.046,0.548
Gerald Henderson,0.086,0.807,0.131,1.161,0.182,0.719,0.0,0.0,0.078,0.846,0.221,0.986,0.074,0.816,0.053,1.429,0.083,0.836,0.024,1.375,0.057,0.474
Giannis Antetokounmpo,0.155,0.825,0.204,1.224,0.1,0.814,0.025,0.829,0.081,0.798,0.165,0.835,0.025,0.571,0.109,1.314,0.011,0.6,0.06,1.226,0.065,0.648
Glenn Robinson III,0.0,0.0,0.263,1.163,0.091,0.294,0.0,0.0,0.0,0.0,0.258,0.792,0.054,1.3,0.129,1.458,0.102,0.474,0.0,0.0,0.0,0.0
Goran Dragic,0.062,0.914,0.206,1.073,0.379,0.789,0.0,0.0,0.0,0.0,0.158,1.0,0.058,0.742,0.027,1.032,0.038,0.814,0.023,1.231,0.046,0.615
Gordon Hayward,0.11,0.881,0.136,1.312,0.244,0.824,0.009,1.929,0.021,0.879,0.195,0.994,0.115,0.843,0.039,1.161,0.075,0.86,0.02,1.125,0.037,0.75
Gorgui Dieng,0.037,0.645,0.072,1.383,0.0,0.0,0.223,0.946,0.157,0.9,0.142,0.898,0.0,0.0,0.169,1.386,0.0,0.0,0.088,1.178,0.107,0.438
Greg Monroe,0.052,0.855,0.054,1.231,0.0,0.0,0.108,1.069,0.338,0.862,0.062,0.96,0.0,0.0,0.176,1.203,0.011,0.846,0.141,1.153,0.047,0.719
Greg Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.319,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.277,1.154,0.0,0.0,0.0,0.0,0.0,0.0
Greivis Vasquez,0.0,0.0,0.09,0.588,0.319,0.55,0.0,0.0,0.0,0.0,0.34,0.797,0.074,1.214,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.1
Harrison Barnes,0.087,0.815,0.191,1.133,0.044,0.939,0.029,0.955,0.127,0.905,0.295,1.077,0.013,0.8,0.096,1.194,0.041,0.903,0.036,1.148,0.039,0.828
Hassan Whiteside,0.021,0.9,0.04,1.316,0.0,0.0,0.208,1.342,0.219,0.786,0.02,0.895,0.0,0.0,0.181,1.405,0.0,0.0,0.205,1.189,0.103,0.343
Henry Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.204,1.048,0.175,0.778,0.117,0.5,0.0,0.0,0.184,1.263,0.0,0.0,0.117,1.0,0.107,0.364
Hollis Thompson,0.016,0.692,0.191,1.113,0.066,0.558,0.0,0.0,0.0,0.0,0.397,1.102,0.113,0.753,0.046,1.167,0.082,0.662,0.042,0.909,0.034,0.37
Ian Mahinmi,0.023,0.667,0.078,1.373,0.0,0.0,0.209,1.125,0.108,0.8,0.08,0.673,0.0,0.0,0.296,1.161,0.0,0.0,0.091,1.203,0.109,0.479
Iman Shumpert,0.078,0.7,0.158,1.148,0.153,0.746,0.0,0.0,0.0,0.0,0.415,0.844,0.034,0.385,0.0,0.0,0.049,0.842,0.0,0.0,0.07,0.333
Isaiah Canaan,0.111,0.722,0.184,1.081,0.203,0.758,0.0,0.0,0.0,0.0,0.279,1.074,0.089,1.013,0.023,0.75,0.056,1.061,0.0,0.0,0.041,0.694
Isaiah Thomas,0.08,0.966,0.228,1.079,0.31,0.857,0.0,0.0,0.0,0.0,0.133,1.078,0.093,0.93,0.017,1.219,0.086,1.051,0.009,1.235,0.044,0.914
