PLAYER_NAME,iso_freq,iso_ppp,iso_poss,tr_freq,tr_ppp,tr_poss,prb_freq,prb_ppp,prb_poss,prr_freq,prr_ppp,prr_poss,pu_freq,pu_ppp,pu_poss,su_freq,su_ppp,su_poss,ho_freq,ho_ppp,ho_poss,cut_freq,cut_ppp,cut_poss,os_freq,os_ppp,os_poss,putback_freq,putback_ppp,putback_poss,misc_freq,misc_ppp,misc_poss
Andrew Wiggins,0.082,0.81,124.1,0.14,1.106,204.39999999999998,0.265,0.74,394.20000000000005,0.0,0.0,0.0,0.08,0.737,116.80000000000001,0.164,0.918,240.89999999999998,0.101,0.927,153.3,0.054,1.337,80.30000000000001,0.036,0.717,51.099999999999994,0.038,1.07,58.400000000000006,0.036,0.648,51.099999999999994
Ante Zizic,0.0,0.0,0.0,0.073,1.182,35.4,0.0,0.0,0.0,0.22,1.162,100.3,0.231,0.683,106.2,0.022,0.6,11.8,0.0,0.0,0.0,0.18,1.296,82.6,0.0,0.0,0.0,0.2,1.156,88.5,0.062,0.286,29.5
Anthony Davis,0.077,0.98,100.8,0.13,1.15,173.6,0.014,0.833,16.8,0.141,1.016,184.79999999999998,0.183,0.967,240.79999999999998,0.118,1.07,156.79999999999998,0.014,0.944,16.8,0.098,1.466,128.79999999999998,0.055,0.945,72.8,0.108,1.287,145.6,0.064,0.859,84.0
Anthony Tolliver,0.0,0.0,0.0,0.144,1.37,45.5,0.0,0.0,0.0,0.113,1.306,39.0,0.0,0.0,0.0,0.538,0.953,169.0,0.0,0.0,0.0,0.041,0.846,13.0,0.056,1.111,19.5,0.0,0.0,0.0,0.056,0.333,19.5
Antonio Blakeney,0.148,0.971,68.39999999999999,0.139,1.125,62.7,0.287,0.742,131.1,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.049,102.60000000000001,0.141,0.631,62.7,0.0,0.0,0.0,0.022,0.8,11.4,0.0,0.0,0.0,0.0,0.0,0.0
Aron Baynes,0.0,0.0,0.0,0.051,1.133,15.299999999999999,0.0,0.0,0.0,0.201,0.898,61.199999999999996,0.068,1.1,20.400000000000002,0.123,1.222,35.699999999999996,0.0,0.0,0.0,0.195,1.263,56.1,0.0,0.0,0.0,0.218,0.953,66.3,0.13,0.395,35.699999999999996
Austin Rivers,0.251,1.009,108.1,0.13,1.143,56.4,0.193,0.783,84.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.306,1.053,131.6,0.06,0.933,14.5,0.0,0.0,0.0,0.056,1.0,14.5,0.0,0.0,0.0,0.039,0.235,18.8
Avery Bradley,0.044,1.3,9.799999999999999,0.12,0.746,58.8,0.197,0.732,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284,1.071,142.1,0.127,1.069,29.400000000000002,0.093,1.0,44.1,0.067,0.939,34.3,0.037,0.778,19.6,0.063,0.355,29.4
Bam Adebayo,0.018,0.846,16.400000000000002,0.118,1.321,82.0,0.0,0.0,0.0,0.212,1.14,147.6,0.072,0.863,49.199999999999996,0.048,0.647,32.800000000000004,0.0,0.0,0.0,0.245,1.149,172.20000000000002,0.0,0.0,0.0,0.141,1.17,98.39999999999999,0.137,0.485,98.39999999999999
Ben Simmons,0.05,0.931,71.10000000000001,0.261,0.938,371.3,0.125,0.961,181.7,0.012,1.176,15.8,0.186,0.801,268.59999999999997,0.029,1.0,39.5,0.008,0.583,15.8,0.151,1.302,213.3,0.0,0.0,0.0,0.067,1.094,94.8,0.107,0.533,150.1
Billy Garrett,0.0,0.0,0.0,0.0,0.0,0.0,0.323,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323,0.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bismack Biyombo,0.0,0.0,0.0,0.069,1.125,16.2,0.0,0.0,0.0,0.312,1.194,70.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1.045,64.8,0.0,0.0,0.0,0.186,1.186,43.2,0.117,0.333,27.0
Blake Griffin,0.13,0.966,240.0,0.081,1.221,150.0,0.187,0.994,345.0,0.063,1.052,112.5,0.264,0.923,480.0,0.104,1.137,187.5,0.023,1.419,45.0,0.027,1.347,52.5,0.013,1.0,22.5,0.038,0.829,67.5,0.07,0.711,127.5
Boban Marjanovic,0.0,0.0,0.0,0.063,1.8,11.0,0.0,0.0,0.0,0.161,1.229,36.0,0.257,1.018,57.6,0.07,1.364,11.0,0.0,0.0,0.0,0.165,1.25,36.0,0.0,0.0,0.0,0.234,1.451,50.4,0.128,0.571,28.8
Bobby Portis,0.026,0.909,11.200000000000001,0.14,1.254,58.800000000000004,0.0,0.0,0.0,0.186,1.038,78.39999999999999,0.225,0.932,72.6,0.281,0.881,117.60000000000001,0.0,0.0,0.0,0.071,1.435,22.0,0.0,0.0,0.0,0.112,1.021,47.6,0.043,0.444,16.8
Bogdan Bogdanovic,0.074,0.896,77.0,0.16,0.964,168.0,0.287,0.833,301.0,0.0,0.0,0.0,0.037,1.077,42.0,0.172,1.117,182.0,0.081,0.965,84.0,0.028,1.379,28.0,0.086,0.878,91.0,0.017,0.778,21.0,0.052,0.667,56.0
Bojan Bogdanovic,0.066,0.756,89.10000000000001,0.199,1.276,259.2,0.118,0.987,153.9,0.01,0.615,16.2,0.047,0.839,64.8,0.156,1.21,202.5,0.066,0.966,89.10000000000001,0.067,1.386,89.10000000000001,0.218,1.077,283.5,0.015,1.0,16.2,0.038,0.74,48.6
Bonzie Colson,0.0,0.0,0.0,0.217,1.2,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.688,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bradley Beal,0.094,0.915,188.6,0.209,1.138,418.2,0.253,0.933,508.40000000000003,0.0,0.0,0.0,0.005,0.636,8.200000000000001,0.133,1.162,262.40000000000003,0.064,1.039,131.20000000000002,0.053,1.421,106.60000000000001,0.125,0.928,246.0,0.02,1.317,41.0,0.041,0.61,82.0
Brandon Ingram,0.142,1.0,140.4,0.188,1.222,187.20000000000002,0.255,0.789,249.6,0.0,0.0,0.0,0.09,0.989,88.39999999999999,0.13,0.875,130.0,0.037,0.861,36.4,0.053,1.462,52.0,0.046,0.756,46.800000000000004,0.021,1.095,20.8,0.03,0.517,31.2
Brandon Knight,0.089,1.045,21.6,0.117,1.0,29.700000000000003,0.435,0.954,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202,1.02,51.3,0.052,0.769,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Sampson,0.0,0.0,0.0,0.184,1.5,14.0,0.132,0.7,9.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.408,0.935,30.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,0.03,1.143,24.3,0.143,1.258,129.6,0.0,0.0,0.0,0.141,1.246,129.6,0.084,1.039,81.0,0.391,1.114,356.40000000000003,0.058,0.887,56.699999999999996,0.042,1.436,40.5,0.035,0.938,32.4,0.02,0.778,16.2,0.047,0.372,40.5
Bruce Brown,0.039,0.867,14.8,0.216,0.964,81.4,0.158,0.754,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.721,118.4,0.026,1.1,7.4,0.117,1.044,44.4,0.0,0.0,0.0,0.049,0.632,22.2,0.065,0.44,22.2
Bruno Caboclo,0.0,0.0,0.0,0.143,0.854,40.8,0.0,0.0,0.0,0.063,1.222,17.0,0.0,0.0,0.0,0.479,1.139,136.0,0.0,0.0,0.0,0.052,1.0,13.600000000000001,0.0,0.0,0.0,0.08,0.783,23.799999999999997,0.07,0.55,20.4
Bryn Forbes,0.026,0.826,24.599999999999998,0.159,1.196,139.4,0.267,0.867,237.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.216,328.0,0.078,1.214,73.8,0.0,0.0,0.0,0.057,1.235,49.199999999999996,0.0,0.0,0.0,0.039,0.543,32.800000000000004
Buddy Hield,0.058,0.956,90.2,0.261,1.207,410.0,0.164,0.772,262.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.188,1.166,295.2,0.081,1.071,123.0,0.036,1.268,57.4,0.118,1.097,188.6,0.038,1.067,57.4,0.052,0.683,82.0
CJ McCollum,0.113,0.957,161.0,0.138,1.096,196.0,0.287,0.968,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.089,217.0,0.117,1.036,168.0,0.041,1.441,56.0,0.1,1.091,140.0,0.02,0.759,28.0,0.032,0.609,49.0
CJ Miles,0.0,0.0,0.0,0.219,1.264,52.0,0.091,0.409,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.88,76.0,0.125,1.533,15.6,0.0,0.0,0.0,0.198,0.854,48.0,0.0,0.0,0.0,0.041,0.9,12.0
Cameron Payne,0.1,0.905,21.7,0.143,0.9,31.0,0.319,0.836,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.887,52.699999999999996,0.076,0.563,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.545,12.4
Cameron Reynolds,0.0,0.0,0.0,0.253,1.455,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.917,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caris LeVert,0.184,0.937,112.0,0.114,0.768,68.0,0.38,0.934,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.787,96.0,0.041,0.92,24.0,0.048,1.034,28.0,0.028,0.941,16.0,0.022,1.154,12.0,0.023,1.071,16.0
Carmelo Anthony,0.143,0.9,20.0,0.114,1.25,16.0,0.0,0.0,0.0,0.079,0.727,11.0,0.157,1.409,22.0,0.257,0.944,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.917,12.0
Chandler Hutchison,0.0,0.0,0.0,0.224,1.263,57.2,0.102,0.654,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.741,83.6,0.055,0.929,13.2,0.133,1.294,35.2,0.0,0.0,0.0,0.051,0.846,13.2,0.067,0.294,17.6
Chandler Parsons,0.044,1.2,10.0,0.138,1.29,30.0,0.249,0.554,55.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.778,80.0,0.098,0.727,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chasson Randle,0.066,1.0,19.6,0.156,1.156,44.1,0.24,0.942,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.929,83.3,0.059,0.529,14.7,0.069,1.05,19.6,0.035,0.7,9.8,0.0,0.0,0.0,0.066,0.789,19.6
Cheick Diallo,0.0,0.0,0.0,0.175,1.23,64.0,0.0,0.0,0.0,0.253,1.114,89.6,0.0,0.0,0.0,0.069,0.708,25.6,0.0,0.0,0.0,0.247,1.244,83.2,0.0,0.0,0.0,0.124,1.14,44.8,0.101,0.657,32.0
Chris Paul,0.288,0.924,277.3,0.108,1.039,100.3,0.364,0.865,348.1,0.0,0.0,0.0,0.05,0.938,47.2,0.065,1.145,64.9,0.041,0.949,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.013,1.583,11.8,0.063,0.75,59.0
Christian Wood,0.097,1.083,12.0,0.185,1.261,23.2,0.0,0.0,0.0,0.129,1.25,16.0,0.0,0.0,0.0,0.242,0.9,30.4,0.0,0.0,0.0,0.089,1.364,11.2,0.0,0.0,0.0,0.081,1.4,10.4,0.0,0.0,0.0
Clint Capela,0.0,0.0,0.0,0.173,1.383,160.79999999999998,0.0,0.0,0.0,0.267,1.168,247.9,0.028,0.846,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.283,1.347,268.0,0.0,0.0,0.0,0.187,1.057,174.20000000000002,0.05,0.362,46.9
Cody Zeller,0.026,0.833,9.8,0.117,1.291,53.900000000000006,0.0,0.0,0.0,0.26,0.959,122.5,0.026,1.083,9.8,0.098,0.804,44.1,0.0,0.0,0.0,0.232,1.33,107.80000000000001,0.0,0.0,0.0,0.121,1.018,58.8,0.117,0.764,53.900000000000006
Collin Sexton,0.119,0.689,180.4,0.167,1.056,254.20000000000002,0.397,0.843,598.6,0.0,0.0,0.0,0.0,0.0,0.0,0.145,1.083,221.4,0.054,0.878,82.0,0.024,1.25,32.800000000000004,0.017,0.84,24.599999999999998,0.026,0.923,41.0,0.048,0.736,73.8
Corey Brewer,0.0,0.0,0.0,0.313,1.258,31.200000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.931,28.799999999999997,0.0,0.0,0.0,0.121,1.333,12.0,0.0,0.0,0.0,0.141,0.571,14.399999999999999,0.0,0.0,0.0
Cory Joseph,0.062,0.775,41.0,0.133,0.953,82.0,0.345,0.705,221.4,0.0,0.0,0.0,0.0,0.0,0.0,0.247,1.013,164.0,0.082,0.849,49.199999999999996,0.026,1.412,16.400000000000002,0.018,0.417,8.200000000000001,0.0,0.0,0.0,0.072,0.468,49.199999999999996
Courtney Lee,0.0,0.0,0.0,0.179,1.059,17.6,0.189,0.889,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.326,0.935,30.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristiano Felicio,0.0,0.0,0.0,0.083,1.2,18.0,0.0,0.0,0.0,0.298,1.097,72.0,0.062,0.8,18.0,0.05,0.5,12.0,0.0,0.0,0.0,0.194,1.085,48.0,0.0,0.0,0.0,0.19,1.283,48.0,0.091,0.227,24.0
D'Angelo Russell,0.108,0.834,202.5,0.113,0.923,210.6,0.499,0.893,923.4,0.0,0.0,0.0,0.011,0.9,16.2,0.117,1.126,218.70000000000002,0.055,0.98,105.3,0.015,1.185,24.3,0.031,0.825,56.699999999999996,0.011,1.19,24.3,0.037,0.551,72.9
D.J. Augustin,0.053,1.064,48.6,0.152,1.044,137.7,0.476,0.96,421.2,0.0,0.0,0.0,0.0,0.0,0.0,0.184,1.366,162.0,0.028,0.92,24.3,0.022,1.2,16.2,0.0,0.0,0.0,0.012,1.091,8.1,0.064,0.807,56.699999999999996
D.J. Wilson,0.0,0.0,0.0,0.144,1.068,43.2,0.0,0.0,0.0,0.22,0.851,67.19999999999999,0.0,0.0,0.0,0.292,1.0,91.19999999999999,0.039,1.167,14.399999999999999,0.108,1.121,33.599999999999994,0.0,0.0,0.0,0.095,0.897,28.799999999999997,0.066,0.1,19.200000000000003
Dairis Bertans,0.0,0.0,0.0,0.204,0.9,9.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.75,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.643,14.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Damian Jones,0.0,0.0,0.0,0.095,1.1,9.600000000000001,0.0,0.0,0.0,0.229,1.458,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343,1.444,36.0,0.0,0.0,0.0,0.105,1.364,12.0,0.105,0.273,12.0
Damian Lillard,0.137,0.865,264.0,0.109,1.0,208.0,0.447,1.081,872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,1.27,104.0,0.109,0.929,208.0,0.031,1.483,64.0,0.054,0.971,104.0,0.016,0.938,32.0,0.04,0.962,80.0
Damion Lee,0.0,0.0,0.0,0.245,1.083,35.2,0.082,1.167,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.245,1.083,35.2,0.088,1.0,12.8,0.0,0.0,0.0,0.184,0.963,25.6,0.0,0.0,0.0,0.0,0.0,0.0
Damyean Dotson,0.044,0.722,36.5,0.16,1.092,131.4,0.162,1.084,131.4,0.0,0.0,0.0,0.0,0.0,0.0,0.252,1.034,204.39999999999998,0.133,0.88,109.5,0.02,0.875,14.600000000000001,0.172,0.799,138.7,0.019,0.933,14.600000000000001,0.032,0.423,29.200000000000003
Daniel Hamilton,0.0,0.0,0.0,0.208,0.933,14.4,0.181,0.231,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.417,0.767,30.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Theis,0.0,0.0,0.0,0.057,1.316,19.8,0.0,0.0,0.0,0.268,1.3,92.39999999999999,0.039,1.538,13.200000000000001,0.176,0.915,59.4,0.0,0.0,0.0,0.232,1.09,79.2,0.0,0.0,0.0,0.143,1.104,46.199999999999996,0.074,0.64,26.400000000000002
Danilo Gallinari,0.145,0.952,163.2,0.105,1.275,122.4,0.118,1.029,136.0,0.057,1.333,68.0,0.113,1.154,129.2,0.21,1.203,238.0,0.051,0.915,61.2,0.039,1.422,47.599999999999994,0.084,1.206,95.19999999999999,0.03,1.286,34.0,0.046,0.981,54.400000000000006
Danny Green,0.017,0.5,16.0,0.278,1.199,200.0,0.048,0.829,32.0,0.0,0.0,0.0,0.022,1.0,16.0,0.356,1.329,256.0,0.019,0.714,16.0,0.023,1.353,16.0,0.134,0.876,96.0,0.044,1.125,32.0,0.054,0.641,40.0
Dante Cunningham,0.0,0.0,0.0,0.08,1.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,1.071,83.2,0.0,0.0,0.0,0.207,1.051,38.4,0.0,0.0,0.0,0.149,1.143,25.6,0.059,0.455,12.8
Dante Exum,0.09,0.867,29.4,0.168,0.946,54.6,0.384,0.82,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213,0.958,71.39999999999999,0.051,0.294,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.647,16.8
Danuel House Jr.,0.05,1.375,15.600000000000001,0.243,1.364,78.0,0.041,0.692,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.483,1.216,152.1,0.035,1.091,11.7,0.0,0.0,0.0,0.038,1.083,11.7,0.0,0.0,0.0,0.044,0.214,15.600000000000001
Dario Saric,0.019,0.538,13.600000000000001,0.127,1.172,88.4,0.0,0.0,0.0,0.127,1.299,88.4,0.109,0.72,74.80000000000001,0.315,0.94,217.60000000000002,0.018,1.333,13.600000000000001,0.118,1.333,81.6,0.039,1.074,27.200000000000003,0.077,1.189,54.400000000000006,0.045,0.645,34.0
Darius Miller,0.027,1.067,13.8,0.159,0.733,89.7,0.133,0.893,75.9,0.0,0.0,0.0,0.0,0.0,0.0,0.346,1.107,193.2,0.09,1.039,48.3,0.0,0.0,0.0,0.187,1.085,103.5,0.0,0.0,0.0,0.044,0.64,27.6
Darren Collison,0.075,0.954,68.4,0.219,1.032,190.0,0.359,0.917,311.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.166,1.243,144.4,0.053,0.674,45.6,0.028,1.208,22.8,0.02,0.765,15.200000000000001,0.012,1.0,7.6000000000000005,0.07,0.721,60.800000000000004
Daryl Macon,0.0,0.0,0.0,0.0,0.0,0.0,0.389,0.786,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Nwaba,0.066,0.773,20.400000000000002,0.278,1.163,91.8,0.039,0.308,15.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.975,117.3,0.0,0.0,0.0,0.106,1.029,35.699999999999996,0.0,0.0,0.0,0.057,1.211,20.400000000000002,0.045,0.8,15.299999999999999
Davis Bertans,0.0,0.0,0.0,0.181,1.255,91.2,0.019,0.8,7.6000000000000005,0.019,1.4,7.6000000000000005,0.0,0.0,0.0,0.554,1.206,288.8,0.039,1.15,22.8,0.042,1.182,22.8,0.077,1.15,38.0,0.0,0.0,0.0,0.046,0.417,22.8
De'Aaron Fox,0.097,0.816,145.8,0.281,1.042,421.2,0.406,0.878,615.6,0.0,0.0,0.0,0.0,0.0,0.0,0.082,1.049,121.5,0.033,0.64,48.6,0.013,1.25,16.2,0.015,1.087,24.3,0.011,0.875,16.2,0.06,0.758,89.10000000000001
De'Anthony Melton,0.0,0.0,0.0,0.239,0.707,80.0,0.321,0.482,110.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.987,75.0,0.0,0.0,0.0,0.032,1.455,10.0,0.0,0.0,0.0,0.032,0.909,10.0,0.085,0.483,30.0
DeAndre Jordan,0.0,0.0,0.0,0.087,1.435,45.0,0.0,0.0,0.0,0.225,1.353,120.0,0.127,0.821,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199,1.286,105.0,0.0,0.0,0.0,0.193,1.0,100.0,0.153,0.395,80.0
DeAndre' Bembry,0.027,0.955,24.3,0.224,0.889,178.20000000000002,0.205,0.764,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.821,210.6,0.092,0.662,72.9,0.081,1.246,64.8,0.019,0.6,16.2,0.035,1.036,24.3,0.057,0.543,48.6
DeMar DeRozan,0.187,1.0,315.7,0.097,1.073,161.70000000000002,0.365,0.929,616.0,0.0,0.0,0.0,0.1,0.899,169.4,0.077,0.923,130.9,0.04,0.779,69.3,0.03,1.2,46.199999999999996,0.057,0.969,92.39999999999999,0.015,1.2,23.099999999999998,0.03,0.765,53.9
DeMarcus Cousins,0.034,0.706,16.0,0.141,1.31,70.4,0.0,0.0,0.0,0.088,0.795,44.8,0.219,0.936,108.8,0.243,0.787,121.6,0.0,0.0,0.0,0.124,1.306,60.8,0.02,0.9,9.6,0.062,1.258,32.0,0.06,0.467,28.8
