PLAYER_NAME,iso_freq,iso_ppp,iso_poss,tr_freq,tr_ppp,tr_poss,prb_freq,prb_ppp,prb_poss,prr_freq,prr_ppp,prr_poss,pu_freq,pu_ppp,pu_poss,su_freq,su_ppp,su_poss,ho_freq,ho_ppp,ho_poss,cut_freq,cut_ppp,cut_poss,os_freq,os_ppp,os_poss,putback_freq,putback_ppp,putback_poss,misc_freq,misc_ppp,misc_poss
Allen Crabbe,0.0,0.0,0.0,0.179,1.193,137.7,0.092,0.75,72.9,0.032,1.12,24.3,0.0,0.0,0.0,0.325,1.192,251.1,0.108,0.765,81.0,0.043,1.471,32.4,0.163,0.93,129.6,0.013,2.0,8.1,0.033,0.5,24.3
Alonzo Gee,0.0,0.0,0.0,0.311,1.19,102.19999999999999,0.03,0.7,7.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.811,109.5,0.0,0.0,0.0,0.127,1.209,43.8,0.0,0.0,0.0,0.086,1.034,29.200000000000003,0.068,0.348,21.9
Amar'e Stoudemire,0.0,0.0,0.0,0.04,0.833,10.4,0.0,0.0,0.0,0.273,1.296,83.2,0.192,0.789,57.2,0.037,0.909,10.4,0.0,0.0,0.0,0.195,1.207,57.2,0.037,0.727,10.4,0.141,1.071,41.6,0.061,0.167,15.6
Amir Johnson,0.031,1.111,15.8,0.108,1.323,63.2,0.0,0.0,0.0,0.156,1.122,86.9,0.109,0.857,63.2,0.094,0.63,55.3,0.0,0.0,0.0,0.193,1.387,110.6,0.0,0.0,0.0,0.174,1.09,102.7,0.127,0.233,71.10000000000001
Anderson Varejao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.889,18.599999999999998,0.098,0.1,9.299999999999999,0.216,0.727,21.7,0.0,0.0,0.0,0.235,1.125,24.8,0.0,0.0,0.0,0.108,0.727,12.4,0.108,0.636,12.4
Andre Drummond,0.036,0.623,56.699999999999996,0.06,1.0,89.10000000000001,0.0,0.0,0.0,0.132,1.103,194.4,0.275,0.726,405.0,0.015,0.636,24.3,0.0,0.0,0.0,0.124,1.137,186.29999999999998,0.0,0.0,0.0,0.233,1.079,340.2,0.126,0.459,186.29999999999998
Andre Iguodala,0.079,0.947,39.0,0.238,1.13,117.0,0.077,0.486,39.0,0.0,0.0,0.0,0.029,0.571,13.0,0.267,1.023,130.0,0.023,1.455,13.0,0.081,1.128,39.0,0.054,1.038,26.0,0.033,1.063,13.0,0.108,0.481,52.0
Andre Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.356,0.875,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.152,0.5,10.4,0.0,0.0,0.0,0.122,1.455,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,13.0
Andre Roberson,0.0,0.0,0.0,0.266,1.157,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.832,112.0,0.0,0.0,0.0,0.18,1.267,63.0,0.0,0.0,0.0,0.123,1.098,42.0,0.066,0.636,21.0
Andrea Bargnani,0.052,0.588,18.400000000000002,0.037,1.333,13.799999999999999,0.0,0.0,0.0,0.33,0.954,105.8,0.043,1.0,13.799999999999999,0.287,0.894,92.0,0.0,0.0,0.0,0.086,1.321,27.599999999999998,0.049,0.875,13.799999999999999,0.064,0.81,23.0,0.043,0.429,13.799999999999999
Andrew Bogut,0.0,0.0,0.0,0.05,1.316,21.0,0.0,0.0,0.0,0.097,0.892,35.0,0.065,0.56,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366,1.421,140.0,0.0,0.0,0.0,0.188,1.014,70.0,0.194,0.23,77.0
Andrew Nicholson,0.0,0.0,0.0,0.073,1.179,28.0,0.0,0.0,0.0,0.186,0.845,72.8,0.323,0.943,123.20000000000002,0.223,1.106,84.0,0.0,0.0,0.0,0.05,1.158,16.8,0.026,1.5,11.200000000000001,0.05,1.211,16.8,0.055,0.524,22.400000000000002
Andrew Wiggins,0.102,0.853,178.20000000000002,0.117,1.177,202.5,0.189,0.847,324.0,0.028,1.041,48.6,0.12,1.0,210.6,0.099,0.953,170.1,0.067,1.0,113.39999999999999,0.055,1.305,97.2,0.145,0.825,251.1,0.044,1.091,81.0,0.033,0.86,56.699999999999996
Anthony Brown,0.0,0.0,0.0,0.188,0.714,29.0,0.067,0.5,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.423,0.857,63.800000000000004,0.074,1.273,11.600000000000001,0.0,0.0,0.0,0.094,0.571,14.5,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Davis,0.087,0.677,122.0,0.081,1.357,115.89999999999999,0.0,0.0,0.0,0.247,1.06,353.8,0.184,0.782,262.3,0.13,0.952,183.0,0.01,1.5,12.200000000000001,0.075,1.355,109.8,0.065,1.054,91.5,0.064,1.337,91.5,0.055,0.759,79.3
Anthony Morrow,0.05,1.5,20.4,0.16,1.0,61.2,0.044,0.75,13.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.461,1.048,170.0,0.064,0.739,20.4,0.03,1.182,13.600000000000001,0.116,1.071,40.8,0.0,0.0,0.0,0.044,0.688,13.600000000000001
Anthony Tolliver,0.0,0.0,0.0,0.142,0.981,57.6,0.0,0.0,0.0,0.108,1.073,43.199999999999996,0.0,0.0,0.0,0.551,1.053,208.79999999999998,0.0,0.0,0.0,0.032,1.667,14.4,0.082,0.839,28.8,0.0,0.0,0.0,0.042,0.125,14.4
Archie Goodwin,0.083,0.88,51.300000000000004,0.213,1.086,125.4,0.259,0.622,153.9,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.884,119.7,0.051,0.774,28.5,0.056,1.029,34.199999999999996,0.018,0.636,11.4,0.033,1.1,22.8,0.083,0.46,51.300000000000004
Aron Baynes,0.0,0.0,0.0,0.053,1.286,24.3,0.0,0.0,0.0,0.223,1.11,121.5,0.176,0.914,89.10000000000001,0.045,0.542,24.3,0.0,0.0,0.0,0.184,1.278,97.2,0.0,0.0,0.0,0.184,0.845,97.2,0.112,0.61,56.699999999999996
Arron Afflalo,0.088,1.037,85.2,0.132,1.033,120.7,0.08,0.733,78.10000000000001,0.0,0.0,0.0,0.169,1.025,156.20000000000002,0.234,1.028,220.1,0.07,0.754,63.9,0.033,1.452,28.400000000000002,0.149,0.95,142.0,0.0,0.0,0.0,0.032,0.667,28.400000000000002
Austin Rivers,0.143,0.811,87.10000000000001,0.144,1.132,93.8,0.333,0.852,207.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.195,1.016,120.60000000000001,0.067,0.738,40.199999999999996,0.048,1.3,26.8,0.025,1.438,13.4,0.0,0.0,0.0,0.03,0.368,20.099999999999998
Avery Bradley,0.039,0.696,45.6,0.2,1.131,235.6,0.135,0.75,159.6,0.0,0.0,0.0,0.0,0.0,0.0,0.203,1.067,243.20000000000002,0.172,0.828,205.20000000000002,0.046,1.5,53.199999999999996,0.146,0.908,174.79999999999998,0.019,1.364,22.8,0.039,0.826,45.6
Axel Toupane,0.0,0.0,0.0,0.171,1.429,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585,0.854,48.3,0.0,0.0,0.0,0.146,1.083,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben McLemore,0.045,0.852,27.200000000000003,0.262,1.089,156.39999999999998,0.082,0.469,47.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.843,163.2,0.063,1.053,40.8,0.06,1.028,34.0,0.134,0.837,81.6,0.018,1.0,13.600000000000001,0.055,0.394,34.0
Beno Udrih,0.0,0.0,0.0,0.109,0.636,21.599999999999998,0.401,0.84,82.8,0.0,0.0,0.0,0.0,0.0,0.0,0.173,1.057,36.0,0.134,0.63,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.167,10.799999999999999
Bismack Biyombo,0.0,0.0,0.0,0.034,1.563,16.400000000000002,0.0,0.0,0.0,0.193,1.178,90.2,0.036,0.706,16.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.075,155.79999999999998,0.0,0.0,0.0,0.227,0.896,106.60000000000001,0.154,0.583,73.8
Blake Griffin,0.094,1.055,73.5,0.111,1.291,87.5,0.057,1.182,45.5,0.21,0.883,164.5,0.213,0.842,164.5,0.133,0.767,101.5,0.0,0.0,0.0,0.054,1.619,42.0,0.027,0.857,21.0,0.036,1.107,28.0,0.062,0.521,49.0
Bobby Portis,0.085,0.523,44.099999999999994,0.097,1.06,50.400000000000006,0.0,0.0,0.0,0.161,0.964,81.9,0.165,0.776,81.9,0.194,0.76,100.80000000000001,0.0,0.0,0.0,0.06,1.226,31.5,0.0,0.0,0.0,0.167,0.942,88.19999999999999,0.062,0.469,31.5
Bojan Bogdanovic,0.078,0.75,71.10000000000001,0.187,1.279,173.8,0.123,0.761,110.6,0.0,0.0,0.0,0.072,0.712,63.2,0.31,1.017,284.40000000000003,0.024,0.818,23.7,0.049,1.0,47.4,0.098,0.822,86.9,0.018,1.235,15.8,0.037,0.647,31.6
Boris Diaw,0.045,1.0,22.8,0.061,1.032,30.400000000000002,0.0,0.0,0.0,0.114,0.845,60.800000000000004,0.385,1.046,197.6,0.2,0.961,98.8,0.0,0.0,0.0,0.081,1.098,38.0,0.0,0.0,0.0,0.037,0.947,22.8,0.057,0.31,30.400000000000002
Bradley Beal,0.06,1.017,60.50000000000001,0.175,1.182,170.5,0.295,0.812,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,1.14,126.49999999999999,0.072,0.843,71.5,0.034,1.455,33.0,0.152,0.905,148.5,0.014,0.786,16.5,0.055,0.741,55.0
Brandan Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.042,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,1.429,14.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Bass,0.065,0.536,26.400000000000002,0.121,1.404,52.800000000000004,0.0,0.0,0.0,0.273,1.145,118.8,0.114,1.082,46.199999999999996,0.049,0.619,19.8,0.0,0.0,0.0,0.177,1.474,79.2,0.0,0.0,0.0,0.124,0.943,52.800000000000004,0.063,0.667,26.400000000000002
Brandon Jennings,0.085,0.556,17.5,0.249,1.133,46.0,0.359,0.754,64.39999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.236,1.14,50.0,0.077,0.857,13.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,1.0,12.5
Brandon Knight,0.104,0.882,119.6,0.129,1.224,145.6,0.427,0.736,488.8,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.087,161.20000000000002,0.074,0.8,83.2,0.024,1.222,26.0,0.051,0.81,57.2,0.01,0.833,10.4,0.039,0.578,46.800000000000004
Brandon Rush,0.0,0.0,0.0,0.254,1.203,80.30000000000001,0.039,1.167,14.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.424,0.977,131.4,0.0,0.0,0.0,0.068,0.857,21.9,0.077,1.083,21.9,0.032,0.4,7.300000000000001,0.061,0.789,21.9
Brian Roberts,0.097,0.643,15.0,0.076,1.182,12.0,0.462,1.045,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.769,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Briante Weber,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.583,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,0.066,0.929,102.19999999999999,0.037,1.145,58.400000000000006,0.0,0.0,0.0,0.212,0.987,321.20000000000005,0.298,0.951,445.29999999999995,0.085,0.805,131.4,0.007,0.909,14.600000000000001,0.137,1.33,204.39999999999998,0.013,0.737,21.9,0.099,1.094,146.0,0.047,0.493,73.0
Bryce Dejean-Jones,0.0,0.0,0.0,0.18,0.625,15.400000000000002,0.135,2.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.522,22.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Watson,0.056,0.8,9.9,0.219,0.897,39.6,0.258,0.717,46.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.219,1.231,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.25,16.5
CJ McCollum,0.114,0.867,192.0,0.131,1.049,224.0,0.374,0.924,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148,1.102,256.0,0.078,0.903,136.0,0.022,1.211,40.0,0.08,0.934,136.0,0.012,1.095,24.0,0.037,0.746,64.0
CJ Miles,0.026,1.05,19.2,0.204,1.181,153.6,0.071,0.704,51.2,0.025,0.842,19.2,0.0,0.0,0.0,0.291,1.059,224.0,0.105,0.925,83.2,0.0,0.0,0.0,0.187,1.014,140.8,0.024,1.056,19.2,0.05,0.368,38.4
Cameron Payne,0.033,0.727,11.4,0.132,1.0,45.6,0.456,0.901,153.9,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.916,85.5,0.033,0.364,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.25,17.099999999999998
Carl Landry,0.054,0.588,18.0,0.054,1.353,18.0,0.0,0.0,0.0,0.173,1.13,54.0,0.204,1.078,64.8,0.166,1.058,50.4,0.0,0.0,0.0,0.153,1.25,46.800000000000004,0.0,0.0,0.0,0.121,1.342,39.6,0.035,0.545,10.799999999999999
Carmelo Anthony,0.237,0.952,396.0,0.081,0.933,136.79999999999998,0.131,0.803,216.0,0.017,0.966,28.8,0.222,0.921,367.2,0.115,1.0,187.20000000000002,0.026,0.977,43.199999999999996,0.031,1.154,50.4,0.04,1.076,64.8,0.042,1.159,72.0,0.057,0.674,93.60000000000001
Caron Butler,0.0,0.0,0.0,0.172,1.091,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469,0.933,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chandler Parsons,0.077,0.984,61.0,0.155,1.304,122.0,0.186,0.887,152.5,0.012,0.9,12.200000000000001,0.031,0.84,24.400000000000002,0.282,1.229,225.70000000000002,0.05,0.675,42.699999999999996,0.056,1.378,42.699999999999996,0.091,0.822,73.2,0.016,0.462,12.200000000000001,0.045,0.389,36.6
Channing Frye,0.0,0.0,0.0,0.072,1.563,17.6,0.0,0.0,0.0,0.206,1.152,44.0,0.094,1.176,18.2,0.497,1.178,91.0,0.0,0.0,0.0,0.054,1.75,13.2,0.099,0.545,22.0,0.054,0.833,13.2,0.09,0.55,22.0
Charlie Villanueva,0.0,0.0,0.0,0.122,1.067,43.4,0.0,0.0,0.0,0.108,1.075,37.199999999999996,0.062,0.783,24.8,0.377,0.755,136.4,0.035,1.0,12.4,0.041,1.467,12.4,0.152,0.679,55.800000000000004,0.049,1.056,18.599999999999998,0.033,0.25,12.4
Chase Budinger,0.0,0.0,0.0,0.197,1.146,49.0,0.086,0.952,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.742,63.7,0.045,0.909,9.8,0.107,1.0,24.5,0.16,0.692,39.2,0.086,1.143,19.6,0.161,0.2,10.2
Chris Andersen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.95,20.0,0.0,0.0,0.0,0.128,1.091,12.0,0.0,0.0,0.0,0.198,1.412,18.0,0.0,0.0,0.0,0.198,1.0,18.0,0.116,0.7,10.0
Chris Bosh,0.134,1.116,127.19999999999999,0.046,1.023,42.400000000000006,0.011,0.909,10.600000000000001,0.244,1.106,233.20000000000002,0.086,0.843,84.80000000000001,0.27,0.931,259.70000000000005,0.012,1.25,10.600000000000001,0.046,1.477,42.400000000000006,0.075,1.181,74.19999999999999,0.03,1.207,26.5,0.047,0.689,42.400000000000006
Chris Johnson,0.0,0.0,0.0,0.15,1.079,35.0,0.071,0.611,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474,0.642,119.0,0.115,0.828,28.0,0.051,1.385,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.647,14.0
Chris McCullough,0.0,0.0,0.0,0.132,0.778,17.5,0.0,0.0,0.0,0.213,0.931,30.0,0.0,0.0,0.0,0.309,0.857,42.5,0.0,0.0,0.0,0.096,1.0,12.5,0.0,0.0,0.0,0.096,0.769,12.5,0.0,0.0,0.0
Chris Paul,0.152,0.914,217.5,0.129,1.145,187.5,0.519,0.941,750.0,0.0,0.0,0.0,0.014,1.2,22.5,0.062,1.156,90.0,0.033,0.957,45.0,0.0,0.0,0.0,0.009,0.538,15.0,0.01,1.571,15.0,0.065,0.819,97.5
Clint Capela,0.0,0.0,0.0,0.128,1.0,69.3,0.0,0.0,0.0,0.185,1.168,100.10000000000001,0.044,0.583,23.099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.292,1.069,161.70000000000002,0.0,0.0,0.0,0.235,1.039,130.9,0.09,0.469,46.199999999999996
Cody Zeller,0.02,0.583,14.600000000000001,0.112,1.294,65.7,0.0,0.0,0.0,0.288,1.217,175.2,0.026,0.938,14.600000000000001,0.117,0.549,73.0,0.0,0.0,0.0,0.198,1.208,116.80000000000001,0.038,0.957,21.9,0.104,1.27,65.7,0.087,0.434,51.099999999999994
Cole Aldrich,0.0,0.0,0.0,0.043,1.071,12.0,0.0,0.0,0.0,0.433,1.148,144.0,0.064,0.571,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.101,66.0,0.0,0.0,0.0,0.14,1.087,48.0,0.104,0.294,36.0
Corey Brewer,0.02,0.857,16.400000000000002,0.33,1.096,229.6,0.046,0.5,32.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.792,229.6,0.067,0.696,49.199999999999996,0.049,1.0,32.800000000000004,0.065,0.444,41.0,0.023,0.75,16.400000000000002,0.061,0.619,41.0
Cory Joseph,0.112,0.826,88.0,0.094,1.306,72.0,0.462,0.879,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.857,144.0,0.03,0.826,24.0,0.0,0.0,0.0,0.02,1.0,16.0,0.0,0.0,0.0,0.068,0.308,56.0
Courtney Lee,0.041,0.7,20.400000000000002,0.151,1.324,76.5,0.157,0.636,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.98,147.9,0.041,1.05,20.400000000000002,0.045,1.636,20.400000000000002,0.184,0.911,91.8,0.022,0.727,10.200000000000001,0.057,0.857,25.5
Cristiano Felicio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,1.294,34.1,0.0,0.0,0.0,0.147,0.933,15.5,0.0,0.0,0.0,0.167,1.294,15.5,0.0,0.0,0.0,0.157,0.938,15.5,0.0,0.0,0.0
D'Angelo Russell,0.059,1.082,72.0,0.158,0.949,192.0,0.383,0.715,472.0,0.0,0.0,0.0,0.061,0.934,80.0,0.155,0.995,192.0,0.045,0.875,56.0,0.039,1.396,48.0,0.029,0.806,40.0,0.02,0.68,24.0,0.05,0.452,64.0
D.J. Augustin,0.065,0.762,22.400000000000002,0.14,1.356,44.800000000000004,0.489,0.904,156.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.043,47.599999999999994,0.065,0.905,22.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,1.0,22.400000000000002
Damian Lillard,0.172,1.012,330.0,0.105,0.91,202.5,0.43,0.921,817.5,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.23,150.0,0.066,0.944,127.5,0.031,1.203,60.0,0.056,1.0,105.0,0.009,1.167,15.0,0.049,0.731,90.0
Danilo Gallinari,0.189,0.847,185.5,0.099,1.542,95.4,0.12,0.81,116.60000000000001,0.04,1.256,37.099999999999994,0.085,1.11,79.5,0.213,0.961,206.7,0.066,1.109,63.599999999999994,0.054,1.423,53.0,0.047,1.152,47.7,0.035,1.059,31.799999999999997,0.053,0.922,53.0
Danny Green,0.018,0.5,15.8,0.21,0.978,134.29999999999998,0.044,0.552,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.427,0.954,284.40000000000003,0.05,0.485,31.6,0.049,1.25,31.6,0.105,0.797,71.10000000000001,0.03,1.1,23.7,0.064,0.333,39.5
Dante Cunningham,0.0,0.0,0.0,0.189,1.323,96.0,0.039,0.579,16.0,0.045,1.318,24.0,0.0,0.0,0.0,0.436,0.912,216.0,0.028,0.643,16.0,0.116,1.14,56.0,0.022,1.455,8.0,0.045,0.591,24.0,0.059,0.241,32.0
Darrell Arthur,0.024,0.286,14.0,0.083,1.063,49.0,0.0,0.0,0.0,0.208,0.925,119.0,0.08,0.957,49.0,0.301,1.011,175.0,0.0,0.0,0.0,0.118,0.941,70.0,0.026,1.6,14.0,0.078,0.911,42.0,0.078,0.222,42.0
Darren Collison,0.111,0.901,111.0,0.301,1.187,303.4,0.253,0.937,251.6,0.0,0.0,0.0,0.0,0.0,0.0,0.184,1.093,185.0,0.034,1.088,37.0,0.032,0.875,29.6,0.0,0.0,0.0,0.01,1.0,7.4,0.067,0.761,66.60000000000001
Darrun Hilliard,0.0,0.0,0.0,0.132,1.227,22.8,0.299,0.64,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.275,1.109,45.6,0.06,1.1,11.4,0.09,1.067,15.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Lee,0.055,0.429,15.0,0.101,1.368,20.0,0.0,0.0,0.0,0.257,0.892,66.0,0.186,0.787,48.0,0.071,0.667,18.0,0.0,0.0,0.0,0.249,1.383,47.5,0.0,0.0,0.0,0.18,1.088,35.0,0.055,0.5,15.0
David West,0.035,0.684,15.600000000000001,0.071,0.897,39.0,0.0,0.0,0.0,0.194,0.896,109.19999999999999,0.21,1.078,117.0,0.179,1.051,101.4,0.0,0.0,0.0,0.148,1.185,78.0,0.02,1.727,7.800000000000001,0.06,1.485,31.200000000000003,0.071,0.256,39.0
DeAndre Jordan,0.0,0.0,0.0,0.075,1.194,69.3,0.0,0.0,0.0,0.203,1.403,184.79999999999998,0.072,0.781,61.6,0.0,0.0,0.0,0.0,0.0,0.0,0.208,1.481,184.79999999999998,0.0,0.0,0.0,0.174,0.961,154.0,0.254,0.659,223.29999999999998
DeMar DeRozan,0.161,0.919,296.4,0.079,1.221,148.2,0.324,0.992,592.8,0.0,0.0,0.0,0.085,0.852,156.0,0.106,0.995,195.0,0.042,0.987,78.0,0.016,1.552,31.200000000000003,0.136,0.839,249.60000000000002,0.012,1.091,23.4,0.038,1.058,70.2
DeMarcus Cousins,0.111,0.684,208.0,0.126,1.034,234.0,0.012,1.0,19.5,0.148,0.982,279.5,0.194,0.959,364.0,0.164,0.909,305.5,0.025,0.766,45.5,0.052,1.214,97.5,0.025,0.745,45.5,0.07,1.115,130.0,0.072,0.689,136.5
DeMarre Carroll,0.059,0.632,18.2,0.214,1.014,70.2,0.093,0.667,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.325,1.105,104.0,0.034,0.636,10.4,0.08,0.846,26.0,0.08,0.462,26.0,0.043,1.0,13.0,0.056,0.556,18.2
Dennis Schroder,0.069,0.958,72.0,0.096,0.96,104.0,0.544,0.71,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,1.078,128.0,0.061,1.156,64.0,0.015,1.0,16.0,0.045,1.085,48.0,0.0,0.0,0.0,0.044,0.478,48.0
Deron Williams,0.11,0.875,110.5,0.105,0.953,104.0,0.276,0.718,279.5,0.0,0.0,0.0,0.086,0.862,84.5,0.167,1.077,169.0,0.058,0.847,58.5,0.018,1.222,19.5,0.115,1.009,117.0,0.0,0.0,0.0,0.06,0.738,58.5
Derrick Favors,0.025,0.885,24.8,0.036,1.054,37.199999999999996,0.0,0.0,0.0,0.221,1.106,223.20000000000002,0.226,0.857,229.4,0.107,0.642,111.60000000000001,0.0,0.0,0.0,0.227,1.259,229.4,0.0,0.0,0.0,0.086,1.307,86.8,0.06,0.344,62.0
