PLAYER_NAME,total_poss,iso_ppp,iso_poss,tr_ppp,tr_poss,prb_ppp,prb_poss,prr_ppp,prr_poss,pu_ppp,pu_poss,su_ppp,su_poss,ho_ppp,ho_poss,cut_ppp,cut_poss,os_ppp,os_poss,putback_ppp,putback_poss,misc_ppp,misc_poss
Blake Griffin,779.8000000000001,0.953,85.8,1.185,82.5,0.724,85.8,1.25,105.60000000000001,0.869,174.9,0.962,105.60000000000001,0.818,9.9,1.211,39.6,1.059,17.5,1.133,29.7,0.409,42.9
Bobby Portis,978.2000000000002,0.907,43.8,1.263,94.9,0.0,0.0,1.053,189.8,0.935,138.7,0.996,226.3,1.0,14.600000000000001,1.029,65.7,1.115,29.200000000000003,0.96,124.1,0.34,51.099999999999994
Bogdan Bogdanovic,936.0,0.904,54.599999999999994,1.255,109.19999999999999,0.832,288.6,0.0,0.0,1.158,15.600000000000001,1.181,179.39999999999998,0.896,93.6,1.273,31.200000000000003,0.808,101.4,0.0,0.0,0.533,62.400000000000006
Bojan Bogdanovic,1048.0,0.561,40.0,1.275,272.0,0.917,72.0,1.118,16.0,0.852,24.0,1.065,232.0,1.046,64.0,1.182,48.0,1.05,224.0,1.214,16.0,0.921,40.0
Bradley Beal,1828.6000000000001,0.864,237.79999999999998,1.254,278.8,0.886,508.40000000000003,0.0,0.0,1.2,16.400000000000002,1.134,180.4,0.953,131.20000000000002,1.205,73.8,1.0,287.0,1.038,24.599999999999998,0.7,90.2
Brandan Wright,106.4,0.0,0.0,1.5,14.0,0.0,0.0,1.206,33.6,0.8,11.200000000000001,0.0,0.0,0.0,0.0,1.226,30.800000000000004,0.0,0.0,1.118,16.8,0.0,0.0
Brandon Ingram,1038.4,0.776,147.5,1.172,182.9,0.787,306.8,0.0,0.0,0.784,35.4,1.089,123.9,0.8,76.7,1.271,59.0,0.8,23.6,1.026,41.3,0.512,41.3
Brandon Jennings,77.0,0.0,0.0,0.75,19.599999999999998,0.886,35.0,0.0,0.0,0.0,0.0,0.826,22.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Briante Weber,25.0,0.0,0.0,0.636,11.0,1.071,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brook Lopez,947.1999999999999,1.16,22.2,1.0,81.4,0.0,0.0,1.087,170.2,0.955,244.2,1.019,259.0,0.0,0.0,1.227,44.4,1.063,14.8,1.415,51.8,0.362,59.2
Bruno Caboclo,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryn Forbes,545.1,0.0,0.0,1.14,94.8,0.876,94.8,0.0,0.0,0.0,0.0,1.025,237.0,0.857,63.2,0.0,0.0,1.136,47.4,0.0,0.0,0.1,7.9
Buddy Hield,1080.0,0.859,80.0,1.081,248.0,0.731,208.0,0.0,0.0,0.0,0.0,1.135,224.0,1.011,88.0,1.065,32.0,1.113,112.0,0.848,32.0,0.667,56.0
C.J. Williams,212.8,1.182,11.4,0.905,41.800000000000004,0.808,26.599999999999998,0.0,0.0,0.0,0.0,0.932,87.39999999999999,0.667,11.4,1.409,22.8,0.0,0.0,0.0,0.0,0.8,11.4
CJ McCollum,1749.6000000000001,1.0,226.79999999999998,0.906,243.0,0.919,583.2,0.0,0.0,0.0,0.0,1.333,234.9,0.768,145.8,1.357,24.3,0.985,202.5,1.063,32.4,0.667,56.699999999999996
CJ Miles,665.0,0.0,0.0,0.764,112.0,0.971,35.0,0.0,0.0,0.0,0.0,1.184,273.0,1.056,56.0,0.0,0.0,1.046,154.0,1.3,7.0,0.76,28.0
Cameron Payne,237.5,0.733,15.0,1.234,47.5,0.663,100.0,0.0,0.0,0.0,0.0,1.125,47.5,0.611,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,10.0
Caris LeVert,958.4999999999999,0.895,113.60000000000001,1.168,163.29999999999998,0.717,326.59999999999997,0.0,0.0,0.0,0.0,1.0,198.79999999999998,0.732,42.6,0.783,21.3,0.806,28.400000000000002,1.407,28.400000000000002,0.595,35.5
Carmelo Anthony,1333.8,0.89,241.8,1.046,171.60000000000002,0.864,148.2,0.839,93.6,0.841,195.0,1.019,319.79999999999995,0.0,0.0,1.556,15.600000000000001,1.257,31.200000000000003,0.961,54.599999999999994,0.452,62.400000000000006
Chandler Parsons,230.40000000000003,0.0,0.0,0.976,39.6,1.038,79.2,0.0,0.0,0.0,0.0,1.044,90.0,0.0,0.0,0.0,0.0,1.167,10.799999999999999,0.0,0.0,0.3,10.799999999999999
Channing Frye,180.39999999999998,0.0,0.0,0.35,22.0,0.0,0.0,1.387,30.799999999999997,1.5,13.2,1.086,79.2,0.0,0.0,1.417,13.2,1.231,13.2,0.0,0.0,0.2,8.8
Cheick Diallo,223.60000000000002,0.0,0.0,1.417,26.0,0.0,0.0,1.254,62.4,0.833,10.4,0.852,26.0,0.0,0.0,1.327,52.0,0.0,0.0,0.963,26.0,0.35,20.8
Chris Paul,991.8000000000001,1.101,295.79999999999995,1.086,127.60000000000001,1.022,371.20000000000005,0.0,0.0,1.059,34.8,1.271,58.0,1.091,23.200000000000003,0.0,0.0,0.786,11.600000000000001,0.0,0.0,0.708,69.6
Clint Capela,880.5999999999999,0.5,22.2,1.343,111.0,0.0,0.0,1.336,288.59999999999997,0.625,29.6,1.0,7.4,0.0,0.0,1.25,236.8,0.0,0.0,1.113,125.8,0.2,59.2
Cody Zeller,217.79999999999998,0.0,0.0,1.6,16.5,0.0,0.0,0.891,56.1,0.0,0.0,0.955,23.099999999999998,0.0,0.0,1.286,42.9,1.059,16.5,1.0,33.0,0.7,29.7
Corey Brewer,207.0,0.0,0.0,1.138,57.6,0.667,21.6,0.0,0.0,0.0,0.0,1.227,66.60000000000001,0.0,0.0,1.382,32.4,0.0,0.0,0.643,16.2,0.692,12.6
Cory Joseph,721.6,0.587,49.199999999999996,0.908,106.60000000000001,0.82,254.20000000000002,0.0,0.0,0.0,0.0,1.071,180.4,0.964,57.4,0.75,8.200000000000001,0.875,16.400000000000002,1.2,8.200000000000001,0.533,41.0
Courtney Lee,881.6,0.836,76.0,1.227,159.6,0.874,220.4,0.0,0.0,0.0,0.0,1.068,205.20000000000002,0.932,60.800000000000004,1.417,22.8,0.945,91.2,1.077,15.200000000000001,0.828,30.400000000000002
Cristiano Felicio,302.5,0.727,11.0,1.29,33.0,0.0,0.0,1.306,82.5,0.771,33.0,0.52,27.5,0.0,0.0,1.356,44.0,0.0,0.0,0.842,38.5,0.273,33.0
D'Angelo Russell,873.5999999999999,0.86,105.60000000000001,0.717,115.19999999999999,0.828,379.20000000000005,0.0,0.0,0.923,14.399999999999999,1.102,110.39999999999999,0.794,33.599999999999994,1.538,14.399999999999999,0.804,52.800000000000004,1.091,9.600000000000001,0.447,38.400000000000006
D.J. Augustin,720.0,0.974,37.5,0.886,120.0,1.004,277.5,0.0,0.0,0.0,0.0,1.372,142.5,0.875,45.0,1.294,15.0,1.132,37.5,0.0,0.0,0.488,45.0
Damian Lillard,1832.3000000000004,1.062,292.0,1.118,197.10000000000002,1.046,868.7,0.0,0.0,0.0,0.0,0.955,109.5,1.164,131.4,1.324,36.5,1.053,94.9,1.0,29.200000000000003,0.644,73.0
Damion Lee,156.0,0.0,0.0,1.158,37.5,0.615,25.5,0.0,0.0,0.0,0.0,0.804,51.0,1.0,15.0,0.0,0.0,1.063,16.5,0.0,0.0,0.364,10.5
Damyean Dotson,154.0,0.0,0.0,1.027,35.2,0.435,22.0,0.0,0.0,0.0,0.0,1.053,57.2,0.0,0.0,1.2,13.2,0.885,26.4,0.0,0.0,0.0,0.0
Daniel Theis,315.00000000000006,0.0,0.0,1.167,18.9,0.0,0.0,1.011,88.19999999999999,1.0,18.9,1.019,50.400000000000006,0.0,0.0,1.54,50.400000000000006,0.0,0.0,1.096,50.400000000000006,0.3,37.8
Danilo Gallinari,310.79999999999995,0.863,50.4,0.98,48.3,1.333,14.7,0.857,21.0,0.906,31.5,1.256,81.89999999999999,0.286,14.7,1.333,14.7,0.882,16.8,0.0,0.0,0.813,16.8
Danny Green,665.0,0.846,14.0,0.991,112.0,0.569,70.0,0.0,0.0,0.0,0.0,0.987,308.0,1.116,42.0,1.143,21.0,0.838,35.0,0.737,21.0,0.333,42.0
Dante Cunningham,284.5,0.0,0.0,1.079,35.699999999999996,0.0,0.0,0.732,41.8,0.0,0.0,0.974,117.3,0.0,0.0,1.222,61.199999999999996,0.0,0.0,1.214,13.2,0.077,15.299999999999999
Dante Exum,102.19999999999999,0.909,11.200000000000001,1.08,25.2,0.923,39.199999999999996,0.0,0.0,0.0,0.0,0.923,26.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danuel House Jr.,115.0,0.0,0.0,1.359,39.1,0.813,16.099999999999998,0.0,0.0,0.0,0.0,0.756,46.0,0.0,0.0,0.0,0.0,0.846,13.799999999999999,0.0,0.0,0.0,0.0
Dario Saric,1146.6,1.0,39.0,0.954,195.0,0.867,31.200000000000003,0.902,54.599999999999994,0.867,93.6,1.107,358.79999999999995,0.833,39.0,1.184,124.80000000000001,1.072,85.80000000000001,1.0,70.2,0.588,54.599999999999994
Darius Miller,557.6,0.842,16.400000000000002,1.213,90.2,0.881,41.0,0.0,0.0,0.0,0.0,1.22,237.79999999999998,1.395,41.0,0.0,0.0,1.0,106.60000000000001,0.0,0.0,0.455,24.599999999999998
Darren Collison,772.7999999999998,0.982,55.2,1.169,193.2,0.951,248.4,0.0,0.0,0.0,0.0,1.222,158.7,1.091,41.4,1.529,13.8,0.625,13.8,0.857,13.8,1.0,34.5
David Nwaba,588.0,0.611,35.0,1.029,175.0,0.444,35.0,0.0,0.0,0.905,21.0,0.904,112.0,0.559,35.0,1.351,77.0,0.882,14.0,1.043,49.0,0.879,35.0
David West,481.8,0.0,0.0,1.19,43.8,0.0,0.0,1.101,65.7,0.856,87.6,0.857,80.30000000000001,0.0,0.0,1.449,80.30000000000001,1.083,36.5,1.238,43.8,0.283,43.8
Davis Bertans,400.4,0.0,0.0,1.426,61.6,0.273,7.7,1.275,38.5,0.0,0.0,1.047,215.6,0.875,15.4,1.318,23.099999999999998,1.571,15.4,0.0,0.0,0.385,23.099999999999998
Davon Reed,79.8,0.0,0.0,0.588,16.8,0.4,14.7,0.0,0.0,0.0,0.0,0.966,29.4,0.0,0.0,0.0,0.0,0.895,18.900000000000002,0.0,0.0,0.0,0.0
De'Aaron Fox,1065.8,0.93,58.400000000000006,0.979,240.89999999999998,0.699,452.6,0.0,0.0,0.0,0.0,0.796,146.0,0.714,51.099999999999994,1.154,29.200000000000003,0.75,21.9,1.231,14.600000000000001,0.52,51.099999999999994
DeAndre Jordan,839.3000000000001,0.0,0.0,1.355,77.0,0.0,0.0,1.253,154.0,0.646,77.0,0.0,0.0,0.0,0.0,1.412,161.70000000000002,0.0,0.0,1.105,238.70000000000002,0.574,130.9
DeAndre Liggins,58.9,0.0,0.0,0.4,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.977,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre' Bembry,171.6,0.0,0.0,0.854,41.6,0.481,52.0,0.0,0.0,0.0,0.0,0.902,52.0,0.8,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.533,15.6
DeMar DeRozan,1808.0,1.029,240.0,1.256,176.0,0.917,744.0,0.0,0.0,0.828,128.0,1.0,168.0,0.958,72.0,1.2,40.0,1.055,144.0,1.375,24.0,0.836,72.0
DeMarcus Cousins,1276.8,0.784,163.2,0.994,172.8,0.786,72.0,1.093,105.60000000000001,0.882,211.20000000000002,1.012,254.39999999999998,0.842,19.200000000000003,1.226,52.800000000000004,0.8,43.2,1.438,81.6,0.51,100.80000000000001
DeMarre Carroll,985.5,0.729,58.400000000000006,0.987,240.89999999999998,0.921,73.0,1.368,21.9,0.0,0.0,1.018,379.6,0.96,51.099999999999994,1.31,29.200000000000003,0.936,43.8,1.098,51.099999999999994,0.838,36.5
Dejounte Murray,801.9000000000001,0.656,64.8,0.952,170.1,0.699,267.3,0.0,0.0,0.0,0.0,0.702,105.3,0.944,16.2,1.186,72.9,0.0,0.0,1.0,56.699999999999996,0.556,48.6
Delon Wright,558.9000000000001,0.969,34.5,1.257,110.4,0.903,193.2,0.0,0.0,0.0,0.0,0.962,131.1,0.571,20.7,1.583,13.8,0.0,0.0,1.148,27.6,0.704,27.6
Dennis Schroder,1420.3999999999999,1.088,214.4,0.905,107.2,0.876,703.5,0.0,0.0,0.0,0.0,0.77,120.60000000000001,0.952,107.2,0.0,0.0,0.89,107.2,0.0,0.0,0.621,60.300000000000004
Dennis Smith Jr.,1290.3,0.803,241.5,1.041,213.9,0.708,420.9,0.0,0.0,0.706,13.8,0.855,138.0,0.793,82.8,1.391,20.7,0.918,62.1,1.0,20.7,0.266,75.9
Denzel Valentine,839.3000000000001,0.833,30.8,1.09,154.0,0.878,231.0,0.0,0.0,0.0,0.0,0.991,215.6,0.79,100.10000000000001,1.083,23.099999999999998,0.717,46.199999999999996,0.364,7.7,0.926,30.8
Derrick Favors,870.1,0.0,0.0,1.508,61.6,0.0,0.0,1.1,238.70000000000002,0.758,69.3,0.7,123.2,0.0,0.0,1.29,223.29999999999998,0.364,7.7,1.29,107.8,0.381,38.5
Derrick Jones Jr.,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286,14.0,0.0,0.0
Derrick Rose,161.6,0.636,11.2,1.0,41.6,0.899,68.8,0.0,0.0,0.0,0.0,0.63,27.2,0.0,0.0,1.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0
Devin Booker,1377.0,0.826,162.0,1.063,270.0,0.848,388.8,0.0,0.0,0.987,75.6,1.132,108.0,0.778,81.0,1.378,37.8,1.076,172.8,1.429,16.2,0.828,64.8
Devin Harris,377.0,1.0,13.2,1.193,57.2,0.721,88.0,0.0,0.0,0.0,0.0,1.091,101.19999999999999,1.313,16.2,1.514,35.2,1.133,30.799999999999997,0.0,0.0,0.343,35.2
Dewayne Dedmon,582.8,0.0,0.0,1.267,43.4,0.0,0.0,1.052,155.0,0.667,12.4,0.987,148.79999999999998,0.0,0.0,1.359,93.0,1.3,12.4,1.264,55.800000000000004,0.39,62.0
Deyonta Davis,316.20000000000005,0.0,0.0,1.185,24.8,0.0,0.0,1.177,130.20000000000002,0.9,12.4,0.9,18.599999999999998,0.0,0.0,1.196,55.800000000000004,0.0,0.0,1.241,55.800000000000004,0.35,18.599999999999998
Dillon Brooks,959.4000000000002,0.845,57.4,1.09,164.0,0.687,229.6,0.0,0.0,0.6,8.200000000000001,1.092,246.0,0.833,65.60000000000001,1.346,49.199999999999996,1.019,49.199999999999996,1.048,24.599999999999998,0.381,65.60000000000001
Dion Waiters,507.0,0.798,90.0,0.891,63.0,0.88,165.0,0.0,0.0,0.0,0.0,0.829,105.0,0.947,39.0,0.0,0.0,0.758,33.0,0.0,0.0,0.385,12.0
Dirk Nowitzki,846.9999999999999,0.815,30.8,1.0,61.6,0.0,0.0,1.063,207.9,0.975,161.70000000000002,1.21,269.5,1.5,15.4,1.267,30.8,0.824,15.4,1.563,15.4,0.619,38.5
Domantas Sabonis,888.0,0.0,0.0,1.389,51.8,0.0,0.0,0.989,377.4,0.814,118.4,0.921,74.0,0.0,0.0,1.118,118.4,0.0,0.0,0.977,88.8,0.426,59.2
Donovan Mitchell,1698.5000000000002,0.853,126.4,1.035,229.1,0.811,663.6,0.0,0.0,0.0,0.0,1.271,244.9,0.86,173.8,1.277,47.4,0.984,126.4,1.24,23.7,0.594,63.2
Dorian Finney-Smith,128.1,0.0,0.0,0.864,21.0,0.222,18.900000000000002,0.0,0.0,0.0,0.0,0.837,48.3,0.0,0.0,1.333,12.6,1.143,14.7,1.333,12.6,0.0,0.0
Doug McDermott,380.8,0.0,0.0,1.085,49.5,0.533,16.5,0.0,0.0,0.0,0.0,1.117,110.0,1.25,11.0,1.355,77.0,1.164,72.8,1.2,22.0,0.304,22.0
Dragan Bender,615.0000000000001,0.933,16.400000000000002,0.631,82.0,0.538,16.400000000000002,1.225,73.8,0.375,32.800000000000004,0.97,270.59999999999997,0.0,0.0,1.071,24.599999999999998,1.0,24.599999999999998,1.136,24.599999999999998,0.239,49.199999999999996
Draymond Green,882.0,0.875,42.0,0.876,175.0,0.794,35.0,0.819,70.0,0.754,63.0,0.867,217.0,0.0,0.0,1.444,119.0,0.941,14.0,0.762,42.0,0.287,105.0
Dwayne Bacon,222.60000000000002,0.923,10.600000000000001,1.0,37.099999999999994,0.603,58.300000000000004,0.0,0.0,0.0,0.0,0.844,79.5,0.929,15.899999999999999,0.0,0.0,0.65,21.200000000000003,0.0,0.0,0.0,0.0
Dwight Buycks,252.29999999999995,1.063,31.900000000000002,1.138,29.0,0.774,124.69999999999999,0.0,0.0,0.0,0.0,0.963,26.1,0.6,8.7,1.333,11.600000000000001,0.0,0.0,0.0,0.0,0.2,20.299999999999997
Dwight Howard,1368.8999999999999,0.909,56.699999999999996,1.391,64.8,0.0,0.0,1.041,170.1,0.828,502.2,0.671,81.0,0.0,0.0,1.329,170.1,0.273,8.1,1.268,194.4,0.659,121.5
Dwight Powell,568.8000000000001,0.182,7.9,1.154,39.5,0.0,0.0,1.414,150.1,0.955,23.7,1.024,86.9,0.0,0.0,1.327,150.1,0.333,15.8,1.354,47.4,0.638,47.4
Dwyane Wade,575.0,0.731,69.0,0.928,96.60000000000001,0.804,161.0,0.0,0.0,0.778,73.60000000000001,1.043,46.0,1.0,13.799999999999999,1.357,55.199999999999996,0.0,0.0,1.1,18.400000000000002,0.4,41.4
E'Twaun Moore,959.4000000000001,0.935,32.800000000000004,1.129,262.40000000000003,0.603,73.8,1.6,8.200000000000001,1.182,8.200000000000001,1.077,287.0,1.078,49.199999999999996,1.448,57.4,1.074,106.60000000000001,1.061,32.800000000000004,0.55,41.0
Ed Davis,397.8,0.0,0.0,1.286,15.600000000000001,0.0,0.0,1.072,85.80000000000001,0.636,23.4,0.6,7.800000000000001,0.0,0.0,1.194,109.19999999999999,0.0,0.0,1.25,109.19999999999999,0.333,46.8
Ekpe Udoh,151.20000000000002,0.0,0.0,1.263,18.9,0.0,0.0,0.783,44.099999999999994,0.0,0.0,0.0,0.0,0.0,0.0,1.049,44.099999999999994,0.0,0.0,1.286,25.200000000000003,0.667,18.9
Elfrid Payton,616.0,1.194,30.799999999999997,1.061,180.39999999999998,0.823,215.60000000000002,0.0,0.0,0.0,0.0,1.012,83.6,0.529,17.6,1.111,26.4,0.0,0.0,0.762,22.0,0.368,39.6
Emeka Okafor,104.0,0.0,0.0,0.929,13.0,0.0,0.0,1.188,15.6,0.571,13.0,0.0,0.0,0.0,0.0,1.122,41.6,0.0,0.0,1.05,20.8,0.0,0.0
Emmanuel Mudiay,412.2,0.917,25.2,0.944,71.39999999999999,0.758,147.0,0.0,0.0,0.0,0.0,0.9,100.8,0.833,16.8,1.769,13.2,1.267,16.8,0.0,0.0,0.095,21.0
Enes Kanter,908.8000000000001,0.714,14.200000000000001,1.419,63.9,0.0,0.0,1.047,170.4,0.963,220.1,0.842,21.3,0.0,0.0,1.252,134.9,0.0,0.0,1.265,220.1,0.597,63.9
Eric Bledsoe,1285.1000000000001,1.063,92.3,1.104,291.09999999999997,0.799,440.2,0.0,0.0,1.308,14.200000000000001,1.085,248.5,1.316,35.5,1.433,28.400000000000002,0.857,21.3,1.0,28.400000000000002,0.67,85.2
Eric Gordon,1193.7,0.991,117.3,1.241,200.1,0.902,241.5,1.273,13.8,0.0,0.0,1.121,324.3,0.872,75.9,1.3,20.7,1.008,131.1,1.0,13.8,0.654,55.2
Eric Moreland,154.1,0.0,0.0,1.316,20.099999999999998,0.0,0.0,0.967,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.902,53.6,0.0,0.0,0.964,26.8,0.185,26.8
Ersan Ilyasova,473.8,0.0,0.0,1.071,41.4,0.0,0.0,1.181,105.8,0.793,27.599999999999998,0.929,110.39999999999999,0.563,13.799999999999999,1.347,50.6,1.0,41.4,1.056,55.199999999999996,0.704,27.599999999999998
Evan Fournier,957.6,1.0,39.9,1.07,142.5,0.931,171.0,0.0,0.0,0.0,0.0,1.27,188.1,0.884,119.7,1.563,45.6,0.892,193.79999999999998,0.857,11.4,0.791,45.6
Evan Turner,718.9000000000001,0.812,71.10000000000001,0.897,110.6,0.841,142.20000000000002,0.0,0.0,0.965,110.6,0.961,150.1,0.893,31.6,1.227,23.7,0.88,23.7,1.353,15.8,0.432,39.5
